decoyID	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop
SNAP23_42522291_P	0.021837	1.416000	0.040816	0.000000	17.701000
SNRPN_24974451_C	0.540155	1.973000	0.241379	0.000000	45.024000
SNRPN_24975504_C	48.049436	321.616000	0.400000	0.400000	6380.038000
SNRPN_24978212_P	-79.361478	321.616000	0.282609	0.282609	3863.903000
SNRPN_24978490_P	0.665327	3.225000	0.122449	0.040816	38.619000
SNURF_24955057_C	0.327690	1.735000	0.224138	0.000000	40.302000
SNURF_24959464_P	-0.206592	0.760000	0.000000	0.000000	11.030000
SNURF_24961532_P	0.082224	1.724000	0.040816	0.000000	20.643000
SNURF_24962204_C	0.699379	1.956000	0.344828	0.000000	53.795000
SORD_45040436_C	120.241763	321.616000	0.500000	0.500000	5695.645000
SORD_45043728_P	-0.131184	2.269000	0.102041	0.020408	16.261000
SORD_45068241_C	44.607208	321.616000	0.479167	0.479167	4852.066000
SORD_45068728_P	-0.381796	0.924000	0.000000	0.000000	8.142000
SPATA5L1_45403242_P	22.867227	321.616000	0.431818	0.431818	3866.609000
SPATA5L1_45403513_C	54.297604	321.616000	0.377358	0.377358	4684.795000
SPATA5L1_45403594_P	-0.200408	1.488000	0.020408	0.000000	10.936000
SPATA5L1_45405500_C	113.498852	321.616000	0.592593	0.592593	3785.789000
SPATA5L1_45415525_P	-0.029143	1.447000	0.020408	0.000000	16.113000
SPATA5L1_45417394_C	-37.058652	321.616000	0.369565	0.369565	3514.930000
SPG11_44566211_C	-31.060796	321.616000	0.203704	0.203704	2963.430000
SPG11_44567806_P	-0.250224	1.136000	0.000000	0.000000	9.630000
SPG11_44570519_C	-38.072571	321.616000	0.178571	0.178571	2598.373000
SPG11_44574896_C	70.497750	321.616000	0.300000	0.300000	3792.825000
SPG11_44592325_C	58.682000	321.616000	0.382353	0.382353	4052.706000
SPG11_44596492_P	0.266673	1.880000	0.081633	0.000000	25.686000
SPG11_44601734_P	-1.012163	-0.866000	0.000000	0.000000	0.000000
SPG11_44619068_P	0.131163	1.783000	0.061224	0.000000	22.573000
SPG11_44621753_C	1.273690	4.370000	0.413793	0.310345	83.488000
SPG11_44625057_P	-0.842898	-0.423000	0.000000	0.000000	0.000000
SPG11_44648860_C	92.547949	321.616000	0.358974	0.358974	4406.201000
SPG11_44652123_C	1.098431	4.228000	0.293103	0.241379	73.400000
SPG11_44659303_P	1.333265	4.714000	0.489796	0.265306	70.845000
SPG11_44660551_P	1.417143	4.415000	0.448980	0.265306	73.324000
SPTBN5_41852051_P	-0.390592	2.018000	0.020408	0.020408	9.853000
SPTBN5_41853000_P	53.119135	321.616000	0.378378	0.378378	4078.282000
SPTBN5_41866133_P	174.705513	321.616000	0.692308	0.692308	8431.408000
SPTBN5_41866338_C	140.579714	321.616000	0.542857	0.542857	5713.825000
SPTBN5_41878336_C	59.571041	319.100000	0.387755	0.387755	5291.607000
SPTBN5_41879981_P	-0.464163	1.225000	0.000000	0.000000	6.885000
SPTBN5_41882579_C	-21.528596	321.616000	0.153846	0.153846	2292.570000
SPTBN5_41887922_C	111.876621	321.801000	0.689655	0.689655	12013.159000
SQRDL_45669582_P	-0.278633	2.294000	0.061224	0.020408	16.210000
SQRDL_45688399_C	99.460521	321.616000	0.416667	0.416667	6269.743000
SRP14_40038766_P	-0.398306	1.410000	0.040816	0.000000	9.887000
SRP14_40038870_C	32.991653	321.616000	0.306122	0.306122	4256.360000
STARD9_42575846_P	-0.189878	1.946000	0.040816	0.000000	13.388000
STARD9_42588510_P	0.247633	2.730000	0.183673	0.020408	27.951000
STARD9_42605781_P	0.536510	2.604000	0.142857	0.020408	35.196000
STARD9_42616676_P	-0.472429	0.374000	0.000000	0.000000	6.358000
STARD9_42669332_C	-1.105339	321.616000	0.232143	0.232143	4108.012000
STARD9_42674959_C	117.490529	321.616000	0.558824	0.558824	5054.965000
STARD9_42695318_C	82.919000	321.616000	0.527778	0.527778	5315.571000
STARD9_42718174_C	44.071340	321.616000	0.540000	0.540000	6085.848000
STRC_43605501_P	0.046531	1.532000	0.040816	0.000000	16.995000
STRC_43612371_C	1.121052	3.240000	0.379310	0.293103	72.861000
TERB2_44956694_P	-0.615245	2.594000	0.102041	0.040816	15.410000
TERB2_44956727_P	1.669125	3.446000	0.562500	0.406250	58.964000
TERB2_44956777_C	0.701517	3.505000	0.293103	0.241379	57.053000
TERB2_44956972_C	0.885259	3.316000	0.362069	0.327586	69.488000
TERB2_44957284_P	-0.185429	1.530000	0.061224	0.000000	10.256000
TERB2_44958507_C	1.334621	3.832000	0.379310	0.310345	85.136000
TERB2_44958996_P	-0.218061	0.918000	0.000000	0.000000	8.347000
TERB2_44973950_C	1.710052	4.546000	0.448276	0.379310	102.737000
TGM5_43233930_P	-0.005959	1.165000	0.000000	0.000000	13.919000
TGM5_43234763_C	0.798207	3.672000	0.275862	0.189655	59.573000
TGM7_43279171_P	1.033592	3.845000	0.387755	0.285714	61.340000
TGM7_43284808_C	96.559621	321.801000	0.655172	0.655172	11984.227000
TGM7_43292995_P	0.040878	1.322000	0.020408	0.000000	17.612000
TGM7_43293443_C	86.134214	321.616000	0.571429	0.571429	2538.194000
THBS1_39581223_C	0.090966	1.887000	0.137931	0.000000	27.260000
THBS1_39581593_P	-0.143980	2.884000	0.040816	0.020408	15.215000
THBS1_39583515_P	0.126653	1.460000	0.061224	0.000000	21.673000
THBS1_39585273_P	153.476667	320.093000	0.750000	0.750000	8412.033000
THBS1_39591618_C	9.487750	321.616000	0.550000	0.550000	4285.141000
THBS1_39593222_C	7.131434	321.616000	0.301887	0.301887	4496.590000
TJP1_29704439_P	-0.316612	1.199000	0.000000	0.000000	12.122000
TJP1_29726570_P	105.889136	318.320000	0.454545	0.454545	3101.570000
TJP1_29732625_C	-23.440732	321.616000	0.341463	0.341463	3770.617000
TJP1_29732796_P	196.090971	321.616000	0.794118	0.794118	8271.050000
TJP1_29741325_C	-33.929255	321.616000	0.218182	0.218182	3785.634000
TJP1_29742636_C	-39.589857	321.616000	0.183673	0.183673	2830.528000
TMEM62_43150509_P	0.362041	2.175000	0.122449	0.040816	28.419000
TMEM62_43160789_C	71.496816	321.616000	0.571429	0.571429	7619.840000
TMEM62_43161061_P	0.024367	0.957000	0.000000	0.000000	14.550000
TMEM62_43178706_C	43.868547	321.616000	0.358491	0.358491	5958.067000
TMEM87A_42213465_P	-0.436184	0.677000	0.000000	0.000000	6.093000
TMEM87A_42231186_C	92.342961	321.616000	0.607843	0.607843	8899.701000
TMEM87A_42260952_C	1.449138	3.330000	0.517241	0.327586	88.209000
TMEM87A_42264436_P	0.152327	2.271000	0.081633	0.061224	23.803000
TMEM87A_42268340_P	0.229122	2.552000	0.040816	0.040816	24.646000
TMEM87A_42273249_C	1.054431	3.306000	0.448276	0.275862	74.114000
TP53BP1_43410336_P	1.047531	2.852000	0.346939	0.142857	53.757000
TP53BP1_43413454_P	0.337163	1.466000	0.040816	0.000000	23.446000
TP53BP1_43416219_C	-120.113370	321.616000	0.296296	0.296296	2496.606000
TP53BP1_43441890_P	-0.758918	-0.423000	0.000000	0.000000	0.000000
TP53BP1_43446381_C	1.767810	3.867000	0.517241	0.413793	104.253000
TP53BP1_43456081_P	0.403898	2.636000	0.102041	0.061224	31.822000
TP53BP1_43474667_C	1.565534	4.095000	0.465517	0.310345	96.557000
TP53BP1_43475559_C	1.243552	4.080000	0.362069	0.241379	80.545000
TRPM1_31040112_C	-33.841320	321.616000	0.220000	0.220000	2859.945000
TRPM1_31042159_P	85.468558	321.616000	0.558140	0.558140	7622.634000
TRPM1_31061436_C	23.992353	321.616000	0.274510	0.274510	4353.752000
TRPM1_31065461_P	0.088939	1.426000	0.040816	0.000000	17.501000
TRPM1_31070306_P	-0.434796	0.765000	0.000000	0.000000	5.461000
TRPM1_31101651_C	0.018241	1.668000	0.051724	0.000000	24.221000
TTBK2_42768869_P	-1.124694	-0.995000	0.000000	0.000000	0.000000
TTBK2_42794638_C	-34.168273	321.616000	0.218182	0.218182	3192.013000
TUBGCP4_43371427_C	-12.947167	321.616000	0.361111	0.361111	3469.894000
TUBGCP4_43376221_C	54.780000	321.616000	0.480000	0.480000	5400.334000
TUBGCP4_43376818_P	0.019408	1.879000	0.020408	0.000000	16.668000
TUBGCP4_43380158_C	21.954667	321.616000	0.354167	0.354167	4800.353000
TUBGCP4_43394928_P	0.194367	0.787000	0.000000	0.000000	19.204000
TUBGCP4_43397047_P	0.015408	1.752000	0.040816	0.000000	16.787000
TUBGCP4_43397316_C	39.570740	321.616000	0.340000	0.340000	4788.598000
TUBGCP4_43401579_P	0.087735	1.426000	0.040816	0.000000	18.622000
TUBGCP4_43401845_C	97.250167	321.616000	0.562500	0.562500	6730.321000
TUBGCP4_43402088_P	-0.509143	0.606000	0.000000	0.000000	3.636000
TUBGCP4_43403466_P	-0.146857	2.111000	0.020408	0.020408	14.777000
TUBGCP4_43403794_C	102.645651	321.616000	0.651163	0.651163	5926.977000
TUBGCP5_23002072_P	-0.116694	1.054000	0.000000	0.000000	12.022000
TUBGCP5_23004487_P	-0.265490	1.038000	0.000000	0.000000	12.112000
TUBGCP5_23008693_C	-12.771772	321.616000	0.245614	0.245614	3563.156000
TUBGCP5_23011127_C	71.946158	321.616000	0.368421	0.368421	2137.284000
TUBGCP5_23019579_P	-0.712776	-0.368000	0.000000	0.000000	0.000000
TUBGCP5_23024731_C	112.903829	321.616000	0.487805	0.487805	5379.153000
TUBGCP5_23027466_P	-0.193857	0.961000	0.000000	0.000000	9.055000
TUBGCP5_23032189_P	0.115163	1.739000	0.061224	0.000000	18.531000
TUBGCP5_23037093_C	56.850774	321.616000	0.415094	0.415094	6920.548000
TUBGCP5_23039392_C	-8.637480	321.616000	0.320000	0.320000	3762.581000
TYRO3_41559376_C	0.583052	2.633000	0.310345	0.068966	46.805000
TYRO3_41564778_P	0.147653	3.396000	0.020408	0.020408	19.373000
UBE3A_25354347_C	26.277341	321.616000	0.365854	0.365854	4757.588000
UBE3A_25367412_P	-0.002000	1.530000	0.081633	0.000000	18.112000
UBR1_42952272_C	-9.336704	321.616000	0.259259	0.259259	4149.767000
UBR1_42958196_P	0.212143	1.257000	0.000000	0.000000	22.676000
UBR1_42961786_P	-0.723796	-0.414000	0.000000	0.000000	0.000000
UBR1_42963929_C	1.603552	4.545000	0.465517	0.344828	100.079000
UBR1_42970514_C	69.299077	321.616000	0.500000	0.500000	8149.784000
UBR1_42984881_C	-59.237283	321.616000	0.282609	0.282609	2914.836000
UBR1_43021269_C	51.356100	321.616000	0.325000	0.325000	4089.666000
UBR1_43022696_C	28.845745	321.616000	0.404255	0.404255	5950.608000
UBR1_43028109_P	-0.048204	1.706000	0.061224	0.000000	16.312000
UBR1_43048386_C	65.611125	321.616000	0.375000	0.375000	2882.861000
UBR1_43048605_P	0.471000	2.244000	0.163265	0.081633	31.679000
UBR1_43054470_P	0.149612	1.839000	0.020408	0.000000	21.174000
UBR1_43059920_P	146.767286	321.801000	0.734694	0.734694	11373.640000
UBR1_43070789_C	46.248591	321.616000	0.363636	0.363636	5017.414000
UBR1_43074719_P	0.222898	1.324000	0.020408	0.000000	19.715000
UBR1_43078000_P	-0.098061	1.565000	0.061224	0.000000	16.675000
VPS39_42165712_C	47.916667	321.616000	0.450980	0.450980	6382.713000
VPS39_42178444_C	47.171571	321.616000	0.339286	0.339286	5936.154000
VPS39_42194255_P	-0.839041	-0.400000	0.000000	0.000000	0.000000
VPS39_42206381_P	0.130918	2.218000	0.081633	0.020408	21.628000
WDR76_43827087_C	0.336224	2.390000	0.103448	0.034483	35.715000
WDR76_43835870_P	-0.360082	0.408000	0.000000	0.000000	8.976000
WDR76_43839568_P	0.091898	1.823000	0.102041	0.000000	23.362000
WDR76_43851240_C	1.168534	4.037000	0.448276	0.344828	84.734000
WDR76_43857158_C	-16.987191	321.616000	0.425532	0.425532	4430.609000
WDR76_43858818_C	-26.666622	321.616000	0.378378	0.378378	4073.699000
WDR76_43858878_P	0.130204	1.357000	0.020408	0.000000	19.096000
WDR76_43859973_P	-0.283531	0.876000	0.000000	0.000000	7.053000
ZNF106_42422896_P	-0.145816	1.247000	0.000000	0.000000	14.998000
ZNF106_42456952_C	3.745140	321.616000	0.380000	0.380000	4484.592000
ZSCAN29_43368917_C	1.437552	3.703000	0.379310	0.344828	86.699000
ZSCAN29_43369100_P	1.515306	3.311000	0.489796	0.367347	77.225000
ADAM10_58611802_C	72.283606	321.616000	0.363636	0.363636	3750.407000
ADAM10_58627694_C	-26.085420	321.616000	0.300000	0.300000	4154.713000
ADAM10_58682440_P	43.209163	321.801000	0.571429	0.571429	8715.689000
ADAM10_58699084_P	-0.772959	-0.695000	0.000000	0.000000	0.000000
ALDH1A2_57961131_C	34.209143	321.616000	0.285714	0.285714	5059.728000
ALDH1A2_57962006_C	32.404000	321.616000	0.293103	0.293103	5093.913000
ALDH1A2_57964236_P	0.086714	1.579000	0.020408	0.000000	18.841000
ALDH1A2_57995340_P	-0.158184	1.135000	0.000000	0.000000	11.512000
ANKDD1A_64912312_P	-0.033265	2.166000	0.081633	0.040816	19.159000
ANKDD1A_64915599_P	-0.211857	1.541000	0.020408	0.000000	10.935000
ANKDD1A_64942560_C	-23.753680	321.616000	0.220000	0.220000	2860.626000
ANKDD1A_64944742_C	123.903933	321.801000	0.666667	0.666667	5703.341000
ANXA2_60351187_C	-46.818980	321.616000	0.240000	0.240000	2615.554000
ANXA2_60351809_P	76.239067	321.616000	0.366667	0.366667	3214.082000
AP4E1_50908923_C	110.966825	321.616000	0.525000	0.525000	5100.370000
AP4E1_50912144_C	90.529703	321.616000	0.486486	0.486486	4736.542000
AP4E1_50941186_P	0.426082	1.827000	0.142857	0.000000	28.207000
AP4E1_50941559_C	-61.645191	321.616000	0.212766	0.212766	2969.084000
AP4E1_50949878_P	-66.460957	321.616000	0.347826	0.347826	4576.704000
AP4E1_50978868_P	0.062735	1.089000	0.000000	0.000000	17.709000
AP4E1_50984140_C	25.863268	321.616000	0.512195	0.512195	6006.616000
AP4E1_50997878_C	1.288586	4.121000	0.362069	0.293103	82.694000
AP4E1_50998883_P	0.371633	2.660000	0.122449	0.061224	31.396000
AP4E1_51000786_P	0.350633	1.900000	0.122449	0.000000	29.577000
AQP9_58166605_P	0.051061	2.178000	0.020408	0.020408	19.074000
AQP9_58166794_C	22.789433	321.616000	0.433333	0.433333	3496.242000
ARPP19_52568034_P	-0.023082	2.333000	0.102041	0.040816	20.804000
ARPP19_52569110_C	0.125552	1.798000	0.068966	0.000000	25.123000
ATP8B4_49933758_P	0.087612	1.617000	0.020408	0.000000	16.919000
ATP8B4_49934268_P	97.790632	319.100000	0.631579	0.631579	3437.213000
ATP8B4_49961971_C	1.021845	3.165000	0.293103	0.120690	65.553000
ATP8B4_49996671_C	36.717089	321.801000	0.553571	0.553571	9663.007000
BNIP2_59669270_C	-44.773745	321.616000	0.290909	0.290909	4317.928000
BNIP2_59672631_C	48.259694	321.616000	0.333333	0.333333	3139.500000
BNIP2_59675798_P	0.125122	1.657000	0.102041	0.000000	22.053000
BNIP2_59680006_P	-0.141469	1.714000	0.020408	0.000000	13.476000
BNIP2_59680599_P	0.061327	0.619000	0.000000	0.000000	14.237000
BNIP2_59682402_C	-48.709192	321.616000	0.211538	0.211538	3478.348000
BNIP2_59689129_C	1.137362	2.874000	0.482759	0.396552	73.994000
C2CD4B_62165189_C	-0.198207	1.478000	0.017241	0.000000	13.765000
C2CD4B_62165590_P	0.230980	2.199000	0.061224	0.020408	23.382000
CA12_63328092_C	1.268655	3.164000	0.482759	0.362069	87.647000
CA12_63359945_P	0.036571	1.664000	0.040816	0.000000	19.342000
CCNB2_59105216_P	-0.301898	2.507000	0.020408	0.020408	13.459000
CCNB2_59106215_P	0.094510	1.706000	0.040816	0.000000	22.238000
CCNB2_59107445_C	16.259972	321.616000	0.500000	0.500000	4419.158000
CCNB2_59116921_C	-12.618019	321.616000	0.245283	0.245283	3496.211000
CCPG1_55377274_P	-0.034694	1.719000	0.081633	0.000000	17.118000
CCPG1_55378795_P	-0.484857	0.426000	0.000000	0.000000	5.538000
CCPG1_55389359_C	1.794948	4.068000	0.465517	0.413793	108.999000
CCPG1_55408215_C	0.355310	2.803000	0.189655	0.137931	38.010000
CEP152_48741941_C	59.251521	321.616000	0.375000	0.375000	4394.980000
CEP152_48748875_P	0.325245	1.847000	0.081633	0.000000	26.918000
CEP152_48760858_P	0.139694	2.275000	0.102041	0.020408	20.820000
CEP152_48767054_C	0.786914	4.649000	0.344828	0.241379	66.123000
CEP152_48768950_C	1.074603	4.013000	0.396552	0.224138	72.966000
CEP152_48781190_C	10.653767	321.616000	0.372093	0.372093	5032.958000
CEP152_48781358_P	52.919382	321.616000	0.558824	0.558824	5345.358000
CEP152_48783967_C	117.044778	321.616000	0.629630	0.629630	5368.632000
CEP152_48788795_C	-17.860818	321.616000	0.318182	0.318182	3844.688000
CEP152_48793070_P	-0.227204	0.823000	0.000000	0.000000	10.597000
CEP152_48796257_P	0.225551	1.271000	0.000000	0.000000	20.407000
CEP152_48797434_P	1.608143	4.129000	0.551020	0.326531	82.518000
CEP152_48798346_P	0.043776	1.506000	0.040816	0.000000	15.929000
CEP152_48810955_C	0.122345	2.851000	0.103448	0.051724	28.273000
CGNL1_57376562_C	-0.108586	1.831000	0.051724	0.000000	20.078000
CGNL1_57439596_C	64.170750	321.616000	0.576923	0.576923	9332.380000
CGNL1_57452037_P	0.104327	1.696000	0.040816	0.000000	18.778000
CGNL1_57452284_C	2.283482	321.616000	0.267857	0.267857	4789.305000
CGNL1_57461575_P	-0.520388	1.399000	0.020408	0.000000	6.534000
CGNL1_57476506_P	-0.130531	2.451000	0.040816	0.020408	16.006000
CGNL1_57516981_C	85.086224	321.801000	0.637931	0.637931	11614.046000
CGNL1_57543695_P	10.664372	321.616000	0.279070	0.279070	3817.364000
CILP_65205055_P	-0.380061	0.673000	0.000000	0.000000	7.147000
CILP_65209689_C	1.082621	3.336000	0.465517	0.137931	70.665000
COPS2_49128901_P	78.099708	319.100000	0.625000	0.625000	4069.378000
COPS2_49129471_C	13.951089	321.616000	0.357143	0.357143	5450.115000
COPS2_49130713_C	-36.309611	321.616000	0.277778	0.277778	3365.921000
COPS2_49134099_P	-111.888194	321.616000	0.277778	0.277778	3124.881000
CORO2B_68689713_P	-0.136041	1.680000	0.020408	0.000000	14.569000
CORO2B_68714036_C	65.890269	321.616000	0.634615	0.634615	5509.383000
CSNK1G1_64213884_C	-17.304844	321.616000	0.406250	0.406250	3831.219000
CSNK1G1_64306164_P	-0.662000	-0.497000	0.000000	0.000000	0.000000
CTD-2308G16.1_51752897_C	-0.012586	2.247000	0.120690	0.051724	23.296000
CTD-2308G16.1_51753031_P	-0.270939	1.567000	0.040816	0.000000	10.751000
CYP19A1_51214821_P	-0.111061	1.080000	0.000000	0.000000	11.430000
CYP19A1_51215064_C	-44.382545	321.616000	0.303030	0.303030	3137.172000
DENND4A_65665339_C	49.595422	321.616000	0.400000	0.400000	5629.435000
DENND4A_65671786_C	-101.450843	321.616000	0.196078	0.196078	2848.750000
DENND4A_65676633_P	-41.285087	321.616000	0.413043	0.413043	5984.656000
DENND4A_65676723_P	0.280163	1.770000	0.040816	0.000000	22.874000
DENND4A_65701756_C	-10.933473	321.616000	0.254545	0.254545	3832.759000
DENND4A_65702867_C	70.689511	321.616000	0.361702	0.361702	5280.758000
DENND4A_65713901_P	0.026041	1.422000	0.102041	0.000000	17.111000
DENND4A_65790462_P	-0.034633	1.275000	0.000000	0.000000	10.986000
DMXL2_51453544_C	92.421600	321.616000	0.350000	0.350000	4426.812000
DMXL2_51462875_P	0.194020	2.327000	0.061224	0.020408	22.273000
DMXL2_51468388_P	0.061551	0.843000	0.000000	0.000000	17.277000
DMXL2_51475231_P	-0.663408	0.580000	0.000000	0.000000	3.480000
DMXL2_51476583_C	147.897171	321.616000	0.514286	0.514286	5575.514000
DMXL2_51478265_C	75.920000	321.616000	0.407407	0.407407	3461.304000
DMXL2_51478515_P	-0.087286	1.289000	0.000000	0.000000	14.864000
DMXL2_51489369_P	-0.181388	1.530000	0.040816	0.000000	9.999000
DMXL2_51491572_C	-60.378804	321.616000	0.176471	0.176471	2820.535000
DMXL2_51517072_C	79.228846	321.616000	0.358974	0.358974	4423.768000
DMXL2_51542327_C	1.544786	321.616000	0.339286	0.339286	4825.744000
DMXL2_51544794_P	0.365020	1.717000	0.061224	0.000000	26.262000
DMXL2_51554476_P	0.191592	1.849000	0.040816	0.000000	23.113000
DMXL2_51564119_C	-85.156373	321.616000	0.254902	0.254902	4082.293000
DPP8_65455836_P	2.598408	2.874000	0.979592	0.918367	127.322000
DPP8_65460144_P	-0.121755	0.512000	0.000000	0.000000	10.752000
DPP8_65466442_P	0.028592	2.915000	0.061224	0.020408	17.290000
DPP8_65474203_C	-79.798500	321.616000	0.134615	0.134615	2239.738000
DPP8_65479215_P	0.528837	2.745000	0.163265	0.061224	34.470000
DPP8_65490183_C	-95.029211	321.616000	0.263158	0.263158	3146.982000
DPP8_65512289_C	1.627655	3.975000	0.448276	0.396552	102.126000
DPP8_65515650_C	1.092500	2.874000	0.517241	0.258621	70.158000
DYX1C1_55432031_P	-0.572694	0.317000	0.000000	0.000000	5.389000
DYX1C1_55434899_C	-18.159302	321.616000	0.264151	0.264151	3763.490000
FAM214A_52587145_C	-31.583269	321.616000	0.442308	0.442308	7283.616000
FAM214A_52593572_C	-3.921656	321.616000	0.468750	0.468750	4777.174000
FAM214A_52665139_P	-0.820694	-0.630000	0.000000	0.000000	0.000000
FAM214A_52677758_P	0.054714	2.083000	0.081633	0.020408	20.901000
FAM214A_52678439_P	0.550694	2.869000	0.183673	0.142857	35.187000
FAM214A_52678566_C	0.481914	2.842000	0.189655	0.051724	39.484000
FAM227B_49371296_C	0.152931	2.578000	0.120690	0.051724	29.819000
FAM227B_49378566_P	-0.935551	-0.866000	0.000000	0.000000	0.000000
FAM227B_49522895_P	-0.914714	-0.891000	0.000000	0.000000	0.000000
FAM227B_49541674_C	1.253017	3.775000	0.396552	0.241379	81.264000
FAM227B_49576961_P	0.032510	1.300000	0.000000	0.000000	18.610000
FAM227B_49620694_C	-0.122224	1.644000	0.034483	0.000000	19.093000
FAM81A_59458304_P	-0.153143	1.711000	0.081633	0.000000	13.733000
FAM81A_59458641_C	1.560672	3.551000	0.620690	0.327586	91.858000
FAM81A_59508964_C	1.359741	4.590000	0.413793	0.362069	94.329000
FAM81A_59519282_P	-0.890143	-0.317000	0.000000	0.000000	0.000000
FBN1_48596277_C	-93.061929	321.616000	0.214286	0.214286	2421.697000
FBN1_48620209_P	-0.434898	-0.364000	0.000000	0.000000	0.000000
FBN1_48645569_C	0.244069	1.695000	0.051724	0.000000	28.777000
GABPB1_50309685_C	2.667022	321.616000	0.333333	0.333333	4787.232000
GABPB1_50335593_P	0.045510	1.519000	0.040816	0.000000	16.618000
GALK2_49235588_P	0.329857	1.431000	0.061224	0.000000	24.633000
GALK2_49292532_C	39.644582	321.616000	0.327273	0.327273	5694.652000
GCOM1_57592104_C	0.585310	3.247000	0.396552	0.155172	53.507000
GCOM1_57594702_P	-0.151184	0.710000	0.000000	0.000000	10.882000
GCOM1_57610638_P	-0.022878	1.767000	0.020408	0.000000	19.142000
GCOM1_57626311_P	0.066776	1.975000	0.040816	0.000000	17.470000
GCOM1_57637769_C	0.568603	4.157000	0.241379	0.189655	55.446000
GCOM1_57639540_C	-109.247548	321.616000	0.261905	0.261905	2554.638000
GCOM1_57641053_P	-0.359408	1.360000	0.020408	0.000000	10.928000
GCOM1_57675063_C	1.639741	4.076000	0.517241	0.310345	98.581000
GLDN_51377495_C	0.945810	3.809000	0.482759	0.362069	77.478000
GLDN_51399887_P	-0.174551	1.290000	0.000000	0.000000	13.348000
GLDN_51400493_C	84.685917	321.616000	0.291667	0.291667	4421.392000
GLDN_51402627_P	0.039612	1.829000	0.040816	0.000000	17.429000
GNB5_52125942_C	-11.853375	321.616000	0.291667	0.291667	4441.124000
GNB5_52128190_C	-51.488588	321.616000	0.323529	0.323529	3488.364000
GNB5_52133754_P	-0.149612	1.844000	0.020408	0.000000	12.750000
GNB5_52173036_P	-0.363837	-0.302000	0.000000	0.000000	0.000000
GRAMD2_72166988_C	-45.583849	321.801000	0.433962	0.433962	6897.333000
GRAMD2_72189543_P	0.287347	1.840000	0.040816	0.000000	25.179000
GTF2A2_59648141_P	-0.038184	1.238000	0.000000	0.000000	12.557000
GTF2A2_59652200_C	-16.673434	321.616000	0.283019	0.283019	4127.629000
HACD3_65551335_P	0.110347	1.969000	0.061224	0.000000	20.784000
HACD3_65551713_C	1.189224	3.859000	0.465517	0.379310	84.029000
HACD3_65571319_P	0.305653	1.750000	0.020408	0.000000	22.165000
HACD3_65571649_C	-0.818312	321.616000	0.250000	0.250000	3499.123000
HERC1_63626265_P	-0.039184	2.013000	0.020408	0.020408	15.157000
HERC1_63630460_C	-53.717364	321.616000	0.200000	0.200000	1935.360000
HERC1_63633842_C	33.327109	321.616000	0.290909	0.290909	5010.466000
HERC1_63639039_P	0.155878	1.693000	0.020408	0.000000	19.490000
HERC1_63649719_C	-36.934510	321.616000	0.306122	0.306122	3723.634000
HERC1_63654113_C	-2.298339	321.616000	0.410714	0.410714	3593.875000
HERC1_63658538_C	44.077034	321.616000	0.293103	0.293103	5437.798000
HERC1_63660017_P	0.154388	2.038000	0.040816	0.020408	20.303000
HERC1_63660967_C	0.824592	321.616000	0.367347	0.367347	5524.414000
HERC1_63662837_P	0.533122	2.373000	0.122449	0.020408	33.041000
HERC1_63669900_P	0.303653	2.443000	0.163265	0.020408	28.857000
HERC1_63680071_C	-39.429148	321.616000	0.222222	0.222222	3525.939000
HERC1_63680873_P	-35.473387	319.100000	0.258065	0.258065	2503.965000
HERC1_63693866_P	0.082857	1.916000	0.040816	0.000000	20.557000
HERC1_63694306_C	78.288488	321.616000	0.439024	0.439024	5719.815000
HERC1_63747718_C	17.079776	321.616000	0.285714	0.285714	3985.119000
HERC1_63756431_C	-42.405868	321.616000	0.315789	0.315789	3342.330000
HERC1_63781429_P	-0.702163	-0.630000	0.000000	0.000000	0.000000
HERC1_63803459_P	-0.594878	0.735000	0.000000	0.000000	5.031000
HERC1_63820631_P	-0.283327	1.072000	0.000000	0.000000	11.425000
HERC1_63833821_C	0.579914	2.937000	0.189655	0.068966	43.949000
ICE2_60427367_P	0.026102	0.909000	0.000000	0.000000	17.561000
ICE2_60437342_P	-0.046347	0.800000	0.000000	0.000000	12.396000
ICE2_60442410_C	21.594586	321.625000	0.534483	0.534483	9787.067000
ICE2_60448842_C	0.754241	3.300000	0.344828	0.224138	56.889000
ICE2_60478160_P	-0.120857	1.402000	0.020408	0.000000	14.639000
ICE2_60478997_C	0.327241	2.256000	0.241379	0.120690	43.140000
IGDCC3_65329720_C	13.218212	321.616000	0.269231	0.269231	4411.485000
IGDCC3_65330544_C	45.112448	321.616000	0.551724	0.551724	4246.987000
IGDCC3_65331044_C	-63.293267	321.616000	0.200000	0.200000	1945.128000
IGDCC3_65331809_P	-0.440612	1.381000	0.040816	0.000000	8.997000
IGDCC3_65333251_C	19.873744	321.616000	0.325581	0.325581	4325.688000
IGDCC3_65333630_P	-0.135939	1.645000	0.020408	0.000000	13.621000
IGDCC3_65335143_P	-0.504592	0.978000	0.000000	0.000000	7.356000
IGDCC3_65367477_P	-1.632000	-1.632000	0.000000	0.000000	0.000000
IGDCC3_65375507_P	0.054980	1.793000	0.061224	0.000000	17.051000
IGDCC3_65377680_C	0.092397	1.822000	0.051724	0.000000	24.205000
IGDCC4_65389147_P	-0.321816	0.924000	0.000000	0.000000	9.192000
