MAF_file	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop	decoy_id_clean
HOMER2_82862708	0.234245	2.058000	0.081633	0.020408	22.687000	HOMER2_82862708
HYKK_78530326	-1.124551	-0.866000	0.000000	0.000000	0.000000	HYKK_78530326
ICE2_60468532	0.511592	3.443000	0.183673	0.040816	33.199000	ICE2_60468532
ICE2_60468542	0.038778	0.587000	0.000000	0.000000	2.762000	ICE2_60468542
ICE2_60477004	0.101776	1.857000	0.122449	0.000000	19.405000	ICE2_60477004
IGDCC3_65334893	0.229107	1.470000	0.035714	0.000000	11.612000	IGDCC3_65334893
IGDCC3_65334922	-0.049429	1.133000	0.000000	0.000000	8.621000	IGDCC3_65334922
IGDCC3_65335149	-0.457571	0.978000	0.000000	0.000000	7.506000	IGDCC3_65335149
IGDCC3_65335184	-0.329912	0.657000	0.000000	0.000000	5.447000	IGDCC3_65335184
IGDCC4_65396760	-0.466837	1.154000	0.000000	0.000000	10.069000	IGDCC4_65396760
IGF1R_98797787	-0.423837	0.481000	0.000000	0.000000	2.886000	IGF1R_98797787
IGF1R_98911841	-0.794347	0.857000	0.000000	0.000000	5.359000	IGF1R_98911841
IGF1R_98914058	-0.160694	0.851000	0.000000	0.000000	13.133000	IGF1R_98914058
IGF1R_98914481	-0.238449	1.000000	0.000000	0.000000	11.546000	IGF1R_98914481
IGF1R_98922940	-0.242388	1.301000	0.040816	0.000000	11.978000	IGF1R_98922940
IGF1R_98929717	-0.186122	1.331000	0.040816	0.000000	12.620000	IGF1R_98929717
IGF1R_98936519	-0.205571	2.431000	0.020408	0.020408	15.975000	IGF1R_98936519
IGF1R_98939863	-0.285796	0.943000	0.000000	0.000000	11.065000	IGF1R_98939863
INTS14_65584494	0.726143	2.627000	0.081633	0.020408	40.704000	INTS14_65584494
INTS14_65597447	0.316694	1.387000	0.183673	0.000000	27.367000	INTS14_65597447
INTS14_65597888	0.415347	1.722000	0.122449	0.000000	30.807000	INTS14_65597888
INTS14_65599961	-9.327630	13.778000	0.555556	0.555556	203.100000	INTS14_65599961
IQCH_67496724	-0.774612	-0.679000	0.000000	0.000000	0.000000	IQCH_67496724
IQGAP1_90433106	0.133163	1.683000	0.102041	0.000000	21.076000	IQGAP1_90433106
IQGAP1_90437171	-0.846490	-0.630000	0.000000	0.000000	0.000000	IQGAP1_90437171
IQGAP1_90449248	0.285653	2.834000	0.081633	0.040816	26.098000	IQGAP1_90449248
IQGAP1_90477542	-0.156347	1.301000	0.020408	0.000000	11.225000	IQGAP1_90477542
IQGAP1_90477546	-0.763667	-0.504000	0.000000	0.000000	0.000000	IQGAP1_90477546
IREB2_78465701	0.097592	1.711000	0.061224	0.000000	19.621000	IREB2_78465701
IREB2_78465703	0.420000	0.420000	0.000000	0.000000	0.420000	IREB2_78465703
IREB2_78465707	0.416667	0.842000	0.000000	0.000000	1.684000	IREB2_78465707
IREB2_78472209	-0.119347	1.330000	0.020408	0.000000	13.231000	IREB2_78472209
IREB2_78472214	-0.212000	0.493000	0.000000	0.000000	0.493000	IREB2_78472214
IREB2_78493821	-0.135796	2.142000	0.061224	0.040816	13.276000	IREB2_78493821
ISLR2_74130361	0.170143	1.516000	0.061224	0.000000	21.530000	ISLR2_74130361
ISLR2_74130376	0.129500	2.249000	0.071429	0.071429	7.272000	ISLR2_74130376
ITGA11_68327446	-0.607755	1.299000	0.000000	0.000000	5.935000	ITGA11_68327446
KIF23_69421465	-0.036714	1.607000	0.040816	0.000000	15.110000	KIF23_69421465
KIF23_69436430	60.791714	319.100000	0.387755	0.387755	5912.840000	KIF23_69436430
KIF23_69438538	-0.365857	0.527000	0.000000	0.000000	3.689000	KIF23_69438538
LACTB_63123660	-1.710327	-1.632000	0.000000	0.000000	0.000000	LACTB_63123660
LACTB_63128001	0.199245	1.883000	0.040816	0.000000	20.606000	LACTB_63128001
LINS1_100575997	-0.333286	0.550000	0.000000	0.000000	4.400000	LINS1_100575997
LOXL1_73943574	-0.331102	2.220000	0.020408	0.020408	10.690000	LOXL1_73943574
LRRC28_99360285	-0.306082	0.720000	0.000000	0.000000	8.568000	LRRC28_99360285
LRRC49_70914856	0.240755	1.624000	0.061224	0.000000	22.095000	LRRC49_70914856
LRRC49_71011086	0.133449	1.910000	0.061224	0.000000	19.900000	LRRC49_71011086
LRRK1_101066513	-0.194102	2.517000	0.040816	0.020408	15.668000	LRRK1_101066513
LYSMD4_99730231	-0.547633	1.155000	0.000000	0.000000	6.895000	LYSMD4_99730231
MAN2A2_90904995	-0.154204	1.847000	0.040816	0.000000	16.859000	MAN2A2_90904995
MAN2A2_90909296	107.065694	321.801000	0.673469	0.673469	10390.246000	MAN2A2_90909296
MAN2A2_90910756	40.133027	318.798000	0.486486	0.486486	1712.040000	MAN2A2_90910756
MAN2C1_75362260	-0.278020	1.358000	0.020408	0.000000	8.465000	MAN2C1_75362260
MAN2C1_75362286	-0.482120	1.164000	0.000000	0.000000	3.344000	MAN2C1_75362286
MAP2K1_66410444	-0.061857	2.213000	0.081633	0.020408	18.165000	MAP2K1_66410444
MAP2K1_66436652	0.101796	2.084000	0.020408	0.020408	17.846000	MAP2K1_66436652
MAP2K1_66453755	0.130980	2.475000	0.040816	0.020408	23.611000	MAP2K1_66453755
MAP2K1_66483595	0.301408	2.354000	0.122449	0.081633	29.863000	MAP2K1_66483595
MAP2K5_67664103	0.004714	1.656000	0.040816	0.000000	17.764000	MAP2K5_67664103
MAP2K5_67673303	0.253735	2.327000	0.142857	0.040816	24.355000	MAP2K5_67673303
MAP2K5_67777957	0.257694	1.890000	0.040816	0.000000	22.095000	MAP2K5_67777957
MEF2A_99671972	0.327694	2.013000	0.061224	0.020408	26.382000	MEF2A_99671972
MEGF11_65969932	-0.470531	2.283000	0.081633	0.020408	13.124000	MEGF11_65969932
MESP1_89750442	145.546449	321.801000	0.734694	0.734694	11311.713000	MESP1_89750442
MORF4L1_78876212	-0.227367	0.371000	0.000000	0.000000	8.904000	MORF4L1_78876212
MORF4L1_78878771	0.019347	1.252000	0.000000	0.000000	17.802000	MORF4L1_78878771
MRPL46_88466103	-0.005367	0.796000	0.000000	0.000000	15.109000	MRPL46_88466103
MTFMT_65005332	-0.430000	1.889000	0.040816	0.000000	8.710000	MTFMT_65005332
MTFMT_65020716	0.144388	1.702000	0.040816	0.000000	23.649000	MTFMT_65020716
MTHFS_79889556	-0.253265	0.978000	0.000000	0.000000	11.042000	MTHFS_79889556
MYO9A_71827174	-0.169531	1.423000	0.020408	0.000000	13.798000	MYO9A_71827174
MYO9A_71850429	0.138735	1.544000	0.040816	0.000000	20.447000	MYO9A_71850429
MYO9A_71850433	0.263333	1.053000	0.000000	0.000000	1.563000	MYO9A_71850433
MYO9A_71888907	0.080878	1.640000	0.020408	0.000000	18.679000	MYO9A_71888907
MYO9A_71903495	0.031102	1.966000	0.081633	0.000000	19.510000	MYO9A_71903495
MYO9A_71904191	0.129041	1.694000	0.020408	0.000000	19.786000	MYO9A_71904191
MYO9A_71938455	0.161531	1.652000	0.081633	0.000000	24.193000	MYO9A_71938455
NEIL1_75350992	-0.102980	1.629000	0.081633	0.000000	16.290000	NEIL1_75350992
NEO1_73124339	-0.340592	0.670000	0.000000	0.000000	7.622000	NEO1_73124339
NEO1_73272157	-0.010408	1.795000	0.040816	0.000000	15.825000	NEO1_73272157
NEO1_73280684	0.513755	2.373000	0.142857	0.020408	34.218000	NEO1_73280684
NEO1_73297584	0.167224	2.531000	0.061224	0.020408	22.738000	NEO1_73297584
NEO1_73298883	0.013531	1.101000	0.000000	0.000000	19.740000	NEO1_73298883
NMB_84657398	0.291306	1.407000	0.081633	0.000000	25.432000	NMB_84657398
NRG4_75957348	-0.109531	0.557000	0.000000	0.000000	11.697000	NRG4_75957348
NTRK3_87938205	0.011122	1.312000	0.081633	0.000000	19.522000	NTRK3_87938205
NTRK3_88131890	-0.205408	0.911000	0.000000	0.000000	12.459000	NTRK3_88131890
ODF3L1_75725731	-0.280245	1.070000	0.000000	0.000000	11.056000	ODF3L1_75725731
PARP16_65269619	0.193163	1.403000	0.142857	0.000000	22.573000	PARP16_65269619
PARP6_72262624	-0.281633	1.158000	0.000000	0.000000	10.068000	PARP6_72262624
PARP6_72269118	-0.154327	1.249000	0.000000	0.000000	14.880000	PARP6_72269118
PCSK6_101393050	-0.333571	1.637000	0.020408	0.000000	10.280000	PCSK6_101393050
PCSK6_101430328	-0.311694	1.214000	0.000000	0.000000	10.857000	PCSK6_101430328
PDE8A_85083047	-0.300980	2.667000	0.020408	0.020408	10.007000	PDE8A_85083047
PDE8A_85085162	-0.379612	1.431000	0.020408	0.000000	10.376000	PDE8A_85085162
PDE8A_85092705	-0.704102	0.885000	0.000000	0.000000	6.802000	PDE8A_85092705
PDE8A_85092715	-0.715111	0.408000	0.000000	0.000000	0.408000	PDE8A_85092715
PDE8A_85113660	-0.047347	1.514000	0.020408	0.000000	14.473000	PDE8A_85113660
PIAS1_68110236	0.070653	1.742000	0.040816	0.000000	20.225000	PIAS1_68110236
PIAS1_68146239	-0.373980	0.875000	0.000000	0.000000	5.813000	PIAS1_68146239
PIAS1_68146245	-0.044000	0.718000	0.000000	0.000000	1.436000	PIAS1_68146245
PIAS1_68168931	0.182000	2.072000	0.081633	0.020408	20.971000	PIAS1_68168931
PIAS1_68171275	-0.734163	-0.417000	0.000000	0.000000	0.000000	PIAS1_68171275
PKM_72217665	-0.081776	1.083000	0.000000	0.000000	13.270000	PKM_72217665
PKM_72217669	0.790333	1.398000	0.333333	0.000000	2.371000	PKM_72217669
PML_74043481	-0.421673	1.363000	0.061224	0.000000	9.471000	PML_74043481
POLG_89322443	0.054408	1.558000	0.040816	0.000000	19.389000	POLG_89322443
PRC1_90973617	-1.128082	-0.866000	0.000000	0.000000	0.000000	PRC1_90973617
PSMA4_78548352	0.030755	1.912000	0.020408	0.000000	18.570000	PSMA4_78548352
PSTPIP1_77025395	-0.674082	1.376000	0.020408	0.000000	6.385000	PSTPIP1_77025395
RAB8B_63258856	-0.795796	-0.630000	0.000000	0.000000	0.000000	RAB8B_63258856
RASGRF1_79000645	-0.386878	1.176000	0.000000	0.000000	8.688000	RASGRF1_79000645
RASGRF1_79000654	-0.040000	1.016000	0.000000	0.000000	2.099000	RASGRF1_79000654
RASGRF1_79018507	-0.489327	1.274000	0.000000	0.000000	8.572000	RASGRF1_79018507
RASL12_65059038	-0.277694	1.477000	0.040816	0.000000	12.219000	RASL12_65059038
RBPMS2_64741382	0.049898	2.318000	0.102041	0.040816	19.284000	RBPMS2_64741382
RCN2_76934607	0.119653	2.304000	0.102041	0.020408	21.746000	RCN2_76934607
REC114_73557845	0.030612	1.724000	0.020408	0.000000	19.989000	REC114_73557845
RHCG_89474463	0.094306	1.600000	0.061224	0.000000	21.670000	RHCG_89474463
RHCG_89486741	-0.121449	1.464000	0.020408	0.000000	14.794000	RHCG_89486741
RLBP1_89219187	0.006449	2.089000	0.040816	0.020408	16.462000	RLBP1_89219187
RLBP1_89219190	0.572500	0.711000	0.000000	0.000000	1.145000	RLBP1_89219190
RLBP1_89219195	-0.586250	-0.316000	0.000000	0.000000	0.000000	RLBP1_89219195
RLBP1_89219234	-0.628500	1.053000	0.000000	0.000000	3.726000	RLBP1_89219234
RLBP1_89219238	0.321667	1.743000	0.333333	0.000000	1.743000	RLBP1_89219238
RLBP1_89220357	-0.115939	1.688000	0.020408	0.000000	13.567000	RLBP1_89220357
RORA_60505181	0.036265	1.978000	0.040816	0.000000	20.226000	RORA_60505181
RP11-138H10.2_87044417	-1.308143	-1.135000	0.000000	0.000000	0.000000	RP11-138H10.2_87044417
RP11-382A20.3_83159690	-0.249245	0.909000	0.000000	0.000000	8.692000	RP11-382A20.3_83159690
RP11-697E2.12_90295035	1.389082	4.054000	0.510204	0.408163	74.833000	RP11-697E2.12_90295035
RP11-697E2.12_90295037	-0.304000	-0.304000	0.000000	0.000000	0.000000	RP11-697E2.12_90295037
RP11-697E2.12_90295039	-0.514000	-0.514000	0.000000	0.000000	0.000000	RP11-697E2.12_90295039
RP11-697E2.12_90295041	0.528000	0.528000	0.000000	0.000000	0.528000	RP11-697E2.12_90295041
RP11-697E2.12_90295043	0.904000	0.904000	0.000000	0.000000	0.904000	RP11-697E2.12_90295043
RP11-697E2.12_90295045	-0.062500	0.307000	0.000000	0.000000	0.307000	RP11-697E2.12_90295045
SCAMP5_75014752	-0.186388	1.089000	0.000000	0.000000	11.404000	SCAMP5_75014752
SCAPER_76703600	-0.230653	1.092000	0.000000	0.000000	13.543000	SCAPER_76703600
SCAPER_76703604	0.792000	0.898000	0.000000	0.000000	2.376000	SCAPER_76703604
SCAPER_76765787	0.174592	1.668000	0.102041	0.000000	22.102000	SCAPER_76765787
SCAPER_76799654	-0.062388	0.750000	0.000000	0.000000	14.184000	SCAPER_76799654
SH2D7_78094407	-0.619837	0.960000	0.000000	0.000000	5.247000	SH2D7_78094407
SH3GL3_83563914	-0.342327	0.654000	0.000000	0.000000	7.432000	SH3GL3_83563914
SH3GL3_83567508	-0.084939	1.549000	0.061224	0.000000	16.712000	SH3GL3_83567508
SH3GL3_83573261	-0.294469	1.409000	0.040816	0.000000	11.770000	SH3GL3_83573261
SIN3A_75393351	0.130776	1.928000	0.061224	0.000000	22.666000	SIN3A_75393351
SIN3A_75426009	0.333204	2.071000	0.244898	0.081633	31.172000	SIN3A_75426009
SKOR1_67830490	-0.031816	1.960000	0.061224	0.000000	19.397000	SKOR1_67830490
SKOR1_67830511	-0.430750	1.960000	0.050000	0.000000	4.429000	SKOR1_67830511
SLC28A1_84888594	-0.049939	1.466000	0.081633	0.000000	17.870000	SLC28A1_84888594
SLC28A1_84888598	0.677000	0.977000	0.000000	0.000000	2.031000	SLC28A1_84888598
SLCO3A1_92127059	-0.510918	1.435000	0.020408	0.000000	9.680000	SLCO3A1_92127059
SLCO3A1_92147261	-0.387653	0.742000	0.000000	0.000000	9.091000	SLCO3A1_92147261
SMAD3_67185857	-0.321184	0.892000	0.000000	0.000000	11.531000	SMAD3_67185857
SMAD6_66708737	0.042612	1.718000	0.061224	0.000000	19.039000	SMAD6_66708737
SMAD6_66768491	0.001388	2.217000	0.102041	0.040816	22.039000	SMAD6_66768491
SNRPA1_101281911	-0.442122	1.585000	0.020408	0.000000	10.556000	SNRPA1_101281911
SNRPA1_101281915	0.242500	0.765000	0.000000	0.000000	1.715000	SNRPA1_101281915
SNX1_64130467	0.387163	2.351000	0.102041	0.061224	30.384000	SNX1_64130467
SNX1_64137148	-0.139082	1.454000	0.020408	0.000000	13.690000	SNX1_64137148
SPG21_64970469	0.132143	1.796000	0.102041	0.000000	22.397000	SPG21_64970469
SPG21_64976041	-0.011714	1.643000	0.020408	0.000000	16.765000	SPG21_64976041
SPG21_64979754	-0.257918	1.475000	0.020408	0.000000	10.814000	SPG21_64979754
ST8SIA2_92437750	-0.310408	1.553000	0.040816	0.000000	12.236000	ST8SIA2_92437750
ST8SIA2_92437757	0.098333	0.912000	0.000000	0.000000	2.022000	ST8SIA2_92437757
STRA6_74180310	-0.241714	1.287000	0.000000	0.000000	11.182000	STRA6_74180310
TARSL2_101658106	-0.225449	1.114000	0.000000	0.000000	9.364000	TARSL2_101658106
TARSL2_101658110	0.542667	0.730000	0.000000	0.000000	1.628000	TARSL2_101658110
TARSL2_101710244	-0.327837	0.865000	0.000000	0.000000	9.137000	TARSL2_101710244
TARSL2_101710249	-0.434750	0.401000	0.000000	0.000000	0.802000	TARSL2_101710249
TARSL2_101712338	-0.418347	1.283000	0.000000	0.000000	9.962000	TARSL2_101712338
TARSL2_101720783	-0.275531	1.098000	0.000000	0.000000	8.898000	TARSL2_101720783
TARSL2_101721444	0.029265	0.730000	0.000000	0.000000	14.452000	TARSL2_101721444
TARSL2_101721447	-0.455500	0.310000	0.000000	0.000000	0.310000	TARSL2_101721447
TARSL2_101722324	-0.409980	1.814000	0.020408	0.000000	9.390000	TARSL2_101722324
TBC1D21_73883396	-0.233122	1.440000	0.081633	0.000000	12.880000	TBC1D21_73883396
TBC1D21_73883398	-1.309000	-1.309000	0.000000	0.000000	0.000000	TBC1D21_73883398
TBC1D2B_78011333	-0.227000	1.791000	0.020408	0.000000	14.099000	TBC1D2B_78011333
TBC1D2B_78016314	-0.386327	1.297000	0.000000	0.000000	8.000000	TBC1D2B_78016314
TBC1D2B_78016318	-0.733000	-0.502000	0.000000	0.000000	0.000000	TBC1D2B_78016318
TBC1D2B_78016320	-0.398000	-0.398000	0.000000	0.000000	0.000000	TBC1D2B_78016320
TBC1D2B_78021636	-0.209102	1.500000	0.102041	0.000000	13.710000	TBC1D2B_78021636
TBC1D2B_78027194	-0.294122	0.962000	0.000000	0.000000	10.766000	TBC1D2B_78027194
THAP10_70882674	-0.005565	0.593000	0.000000	0.000000	6.604000	THAP10_70882674
THSD4_71776853	0.110551	1.035000	0.000000	0.000000	17.658000	THSD4_71776853
TICRR_89592797	0.089061	1.209000	0.000000	0.000000	20.121000	TICRR_89592797
TICRR_89607821	0.022367	1.558000	0.020408	0.000000	19.420000	TICRR_89607821
TICRR_89608695	0.112796	1.673000	0.040816	0.000000	16.970000	TICRR_89608695
TICRR_89609009	-0.304204	1.478000	0.020408	0.000000	10.775000	TICRR_89609009
TICRR_89626305	-0.482000	1.265000	0.000000	0.000000	9.005000	TICRR_89626305
TIPIN_66339607	-0.102816	1.204000	0.000000	0.000000	9.332000	TIPIN_66339607
TLN2_62647776	-0.375143	1.568000	0.020408	0.000000	12.641000	TLN2_62647776
TLN2_62654064	-0.275388	1.101000	0.000000	0.000000	9.003000	TLN2_62654064
TLN2_62719596	-0.228388	1.665000	0.020408	0.000000	11.519000	TLN2_62719596
TLN2_62719600	-1.339000	-0.566000	0.000000	0.000000	0.000000	TLN2_62719600
TLN2_62738080	-0.012510	1.329000	0.020408	0.000000	14.968000	TLN2_62738080
TLN2_62743898	-0.481490	1.622000	0.020408	0.000000	11.062000	TLN2_62743898
TLN2_62771848	-0.279755	1.174000	0.000000	0.000000	10.512000	TLN2_62771848
TLN2_62781793	-0.068653	1.625000	0.020408	0.000000	14.393000	TLN2_62781793
TLN2_62794720	-0.024612	1.763000	0.040816	0.000000	18.111000	TLN2_62794720
TLN2_62794724	0.203333	0.639000	0.000000	0.000000	1.019000	TLN2_62794724
TMC3_81334298	-0.557245	1.726000	0.020408	0.000000	8.830000	TMC3_81334298
TMC3_81344373	-0.514469	2.085000	0.040816	0.020408	11.607000	TMC3_81344373
TMC3_81345037	-0.134061	1.009000	0.000000	0.000000	11.258000	TMC3_81345037
TMC3_81345040	-0.876000	-0.539000	0.000000	0.000000	0.000000	TMC3_81345040
TMC3_81345042	0.430000	0.430000	0.000000	0.000000	0.860000	TMC3_81345042
TMC3_81345054	0.008091	1.012000	0.000000	0.000000	3.366000	TMC3_81345054
TMC3_81352671	-0.557959	-0.417000	0.000000	0.000000	0.000000	TMC3_81352671
TMEM202_72405639	-0.132714	1.206000	0.000000	0.000000	14.324000	TMEM202_72405639
TMEM266_76202856	-0.333224	1.617000	0.020408	0.000000	10.947000	TMEM266_76202856
TPM1_63062480	5.400395	318.320000	0.209302	0.209302	1322.802000	TPM1_63062480
TRIP4_64400165	-0.573490	-0.363000	0.000000	0.000000	0.000000	TRIP4_64400165
TRIP4_64406171	0.171551	1.646000	0.020408	0.000000	20.593000	TRIP4_64406171
TRIP4_64417714	0.130735	2.555000	0.061224	0.020408	24.264000	TRIP4_64417714
TTC23_99242221	-0.366816	0.701000	0.000000	0.000000	6.639000	TTC23_99242221
UACA_70669970	0.299388	2.257000	0.122449	0.061224	26.587000	UACA_70669970
UACA_70672329	0.125735	1.350000	0.061224	0.000000	19.602000	UACA_70672329
UACA_70677542	-0.381755	1.019000	0.000000	0.000000	9.174000	UACA_70677542
UACA_70677564	-0.431952	1.121000	0.000000	0.000000	2.876000	UACA_70677564
UACA_70691546	0.127490	1.709000	0.040816	0.000000	21.667000	UACA_70691546
UACA_70699155	0.051347	2.130000	0.040816	0.020408	18.003000	UACA_70699155
UBE2Q2_75874907	0.086898	1.359000	0.061224	0.000000	17.376000	UBE2Q2_75874907
UBE2Q2_75879899	-0.056286	1.356000	0.081633	0.000000	17.344000	UBE2Q2_75879899
UBE2Q2_75883677	0.005735	2.158000	0.040816	0.020408	14.948000	UBE2Q2_75883677
UBL7_74454834	0.256388	1.655000	0.061224	0.000000	24.317000	UBL7_74454834
UBL7_74457166	-0.081531	1.006000	0.000000	0.000000	11.506000	UBL7_74457166
ULK3_74839427	11.140081	309.292000	0.297297	0.297297	722.426000	ULK3_74839427
UNC45A_90947954	21.897429	321.801000	0.530612	0.530612	8201.671000	UNC45A_90947954
USP3_63535797	-0.089776	2.115000	0.061224	0.020408	19.497000	USP3_63535797
USP3_63570302	-0.410061	0.903000	0.000000	0.000000	8.524000	USP3_63570302
USP3_63572948	-0.125755	2.146000	0.020408	0.020408	13.147000	USP3_63572948
VPS13C_61855567	0.063898	2.633000	0.081633	0.040816	20.274000	VPS13C_61855567
VPS13C_61878903	0.085204	2.020000	0.122449	0.040816	23.234000	VPS13C_61878903
VPS13C_61878907	0.298667	0.709000	0.000000	0.000000	1.233000	VPS13C_61878907
VPS13C_61880230	0.765265	3.210000	0.244898	0.081633	43.681000	VPS13C_61880230
VPS13C_61880234	0.456333	1.452000	0.333333	0.000000	1.906000	VPS13C_61880234
VPS13C_61910744	-0.165286	1.268000	0.000000	0.000000	15.768000	VPS13C_61910744
VPS13C_61925627	0.058490	2.461000	0.040816	0.020408	19.984000	VPS13C_61925627
VPS13C_61926058	0.032224	2.355000	0.061224	0.020408	20.479000	VPS13C_61926058
VPS13C_61926138	-0.314000	0.866000	0.000000	0.000000	7.238000	VPS13C_61926138
VPS13C_61928511	0.514571	1.962000	0.081633	0.000000	35.000000	VPS13C_61928511
VPS13C_61936447	-0.241531	1.179000	0.000000	0.000000	12.447000	VPS13C_61936447
VPS13C_61937345	0.106857	2.153000	0.163265	0.020408	23.324000	VPS13C_61937345
VPS13C_61947763	-0.161959	1.707000	0.020408	0.000000	13.833000	VPS13C_61947763
VPS13C_61952324	-0.245163	2.099000	0.102041	0.040816	15.996000	VPS13C_61952324
VPS13C_61957287	-0.181837	1.300000	0.000000	0.000000	14.415000	VPS13C_61957287
VPS13C_61961941	3.440476	309.301000	0.095238	0.095238	618.602000	VPS13C_61961941
VPS13C_61967130	-0.002286	2.264000	0.040816	0.020408	15.719000	VPS13C_61967130
VPS13C_61967134	-0.449000	0.385000	0.000000	0.000000	0.385000	VPS13C_61967134
VPS13C_61967855	0.029959	2.030000	0.020408	0.020408	18.516000	VPS13C_61967855
VPS13C_61967858	-0.309333	0.578000	0.000000	0.000000	0.578000	VPS13C_61967858
VPS13C_61977507	-0.184429	2.251000	0.102041	0.061224	16.955000	VPS13C_61977507
VPS13C_61982963	0.086653	1.442000	0.061224	0.000000	19.368000	VPS13C_61982963
VPS13C_61986760	-0.430306	0.516000	0.000000	0.000000	6.708000	VPS13C_61986760
VPS13C_62009272	-0.097673	2.579000	0.020408	0.020408	15.936000	VPS13C_62009272
VPS13C_62022647	0.050878	1.643000	0.020408	0.000000	16.750000	VPS13C_62022647
VPS13C_62042222	0.457327	2.271000	0.040816	0.040816	30.271000	VPS13C_62042222
VPS33B_91008903	0.005102	1.712000	0.020408	0.000000	17.167000	VPS33B_91008903
WDR61_78290423	0.189531	1.288000	0.000000	0.000000	19.343000	WDR61_78290423
WDR93_89709728	-0.645143	-0.409000	0.000000	0.000000	0.000000	WDR93_89709728
WDR93_89728491	-0.443388	1.462000	0.040816	0.000000	11.800000	WDR93_89728491
WDR93_89728494	-0.650500	0.426000	0.000000	0.000000	0.426000	WDR93_89728494
WDR93_89728848	-0.163612	1.797000	0.020408	0.000000	15.642000	WDR93_89728848
WDR93_89731307	-0.320469	0.910000	0.000000	0.000000	9.037000	WDR93_89731307
WDR93_89731931	-0.102122	1.293000	0.000000	0.000000	15.756000	WDR93_89731931
WHAMM_82817701	0.073347	1.600000	0.020408	0.000000	17.574000	WHAMM_82817701
WHAMM_82818828	0.100163	1.234000	0.000000	0.000000	17.646000	WHAMM_82818828
WHAMM_82821639	-0.421184	0.943000	0.000000	0.000000	9.509000	WHAMM_82821639
WHAMM_82821644	0.608750	1.424000	0.500000	0.000000	3.237000	WHAMM_82821644
WHAMM_82821835	1.088061	2.184000	0.469388	0.183673	56.532000	WHAMM_82821835
WHAMM_82821838	0.803000	0.969000	0.000000	0.000000	1.606000	WHAMM_82821838
WHAMM_82825517	0.152673	1.310000	0.061224	0.000000	19.708000	WHAMM_82825517
ZFAND6_80126443	-0.416816	1.199000	0.000000	0.000000	9.385000	ZFAND6_80126443
ZFAND6_80132834	-0.669571	-0.417000	0.000000	0.000000	0.000000	ZFAND6_80132834
ZNF592_84756437	0.056306	1.915000	0.061224	0.000000	19.225000	ZNF592_84756437
ZNF592_84799000	-0.379776	0.719000	0.000000	0.000000	6.611000	ZNF592_84799000
ZNF609_64673710	0.153102	1.239000	0.000000	0.000000	17.185000	ZNF609_64673710
ZNF710_90044647	-0.201796	1.464000	0.061224	0.000000	13.408000	ZNF710_90044647
ZNF710_90069895	-0.097898	1.489000	0.020408	0.000000	16.456000	ZNF710_90069895
ZWILCH_66508708	-0.189755	1.129000	0.000000	0.000000	12.365000	ZWILCH_66508708
ZWILCH_66508712	1.010333	1.695000	0.333333	0.000000	3.031000	ZWILCH_66508712
ZWILCH_66509487	0.244408	1.349000	0.163265	0.000000	23.690000	ZWILCH_66509487
ZWILCH_66518177	-0.096306	1.793000	0.081633	0.000000	20.197000	ZWILCH_66518177
ZWILCH_66520266	-0.212571	0.585000	0.000000	0.000000	10.530000	ZWILCH_66520266
ZWILCH_66529750	-0.278673	1.210000	0.000000	0.000000	11.855000	ZWILCH_66529750
ZWILCH_66535215	-0.602000	-0.497000	0.000000	0.000000	0.000000	ZWILCH_66535215
ZWILCH_66540770	-0.132673	0.309000	0.000000	0.000000	9.579000	ZWILCH_66540770
ABAT_8714476	-0.308347	2.501000	0.040816	0.020408	16.289000	ABAT_8714476
ABAT_8752000	0.018306	1.680000	0.081633	0.000000	19.603000	ABAT_8752000
ABCA3_2280551	-0.362735	0.819000	0.000000	0.000000	9.620000	ABCA3_2280551
ABCA3_2288394	-0.424469	1.100000	0.000000	0.000000	6.278000	ABCA3_2288394
ABCA3_2302222	-1.250429	-1.135000	0.000000	0.000000	0.000000	ABCA3_2302222
ABCA3_2325313	-0.593714	0.979000	0.000000	0.000000	7.263000	ABCA3_2325313
ABCC1_15978726	-0.085980	1.538000	0.020408	0.000000	14.212000	ABCC1_15978726
ABCC1_16047934	-0.353347	2.053000	0.020408	0.020408	10.982000	ABCC1_16047934
ABCC1_16048047	141.878750	321.801000	0.729167	0.729167	10991.679000	ABCC1_16048047
ABCC1_16052628	-0.808796	0.790000	0.000000	0.000000	4.824000	ABCC1_16052628
ABCC1_16052689	36.685333	309.266000	0.166667	0.166667	309.266000	ABCC1_16052689
ABCC1_16102983	-0.182224	2.543000	0.061224	0.020408	18.509000	ABCC1_16102983
ABCC1_16104011	-1.365857	-1.135000	0.000000	0.000000	0.000000	ABCC1_16104011
ABCC1_16125159	-0.129510	1.381000	0.020408	0.000000	13.304000	ABCC1_16125159
ABCC6_16157874	149.980673	321.801000	0.734694	0.734694	11492.883000	ABCC6_16157874
ABCC6_16170662	-0.129918	1.306000	0.020408	0.000000	9.160000	ABCC6_16170662
ABCC6_16186105	-0.442816	0.432000	0.000000	0.000000	6.480000	ABCC6_16186105
ABCC6_16189052	-0.591837	1.537000	0.020408	0.000000	7.611000	ABCC6_16189052
ABCC6_16190095	-0.157449	1.187000	0.000000	0.000000	10.419000	ABCC6_16190095
