ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3346	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43449451	43449549	43449451	43449528	43450069	43450221	3346	0,0,22,22,15,15	0,0,14,24,31,21	25,31,46,17,20,17	42,27,30,31,25,27	120	99	1	1.0	NA,NA,0.565,0.431,0.285,0.371	0.329,0.486,0.558,0.311,0.398,0.342	0.009
3347	"ENSMUSG00000028459.11"	"Cd72"	chr4	-	43453082	43453211	43453082	43453172	43453640	43453712	3347	0,0,5,3,1,0	0,0,36,39,16,21	1,2,5,8,4,3	40,23,42,57,53,38	138	99	1	1.0	NA,NA,0.091,0.052,0.043,0.0	0.018,0.059,0.079,0.091,0.051,0.054	-0.012
3361	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44308905	44309049	44308947	44309049	44306989	44307106	3361	0,0,12,22,27,15	0,0,1,0,0,0	19,17,13,21,31,4	0,0,0,0,0,0	141	99	1	1.0	NA,NA,0.894,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.026
3443	"ENSMUSG00000002477.5"	"Snrpd1"	chr18	+	10626825	10627017	10626948	10627017	10623630	10623707	3443	0,0,515,771,690,592	0,0,11,10,16,24	938,754,977,817,778,803	23,14,24,18,30,8	222	99	1	1.0	NA,NA,0.954,0.972,0.951,0.917	0.948,0.96,0.948,0.953,0.92,0.978	-0.003
3515	"ENSMUSG00000042198.12"	"Chchd7"	chr4	+	3939378	3939526	3939423	3939526	3938913	3939131	3515	0,0,64,36,34,59	0,0,12,19,15,7	66,47,57,64,62,50	14,16,17,15,2,9	144	99	1	1.0	NA,NA,0.786,0.566,0.609,0.853	0.764,0.669,0.697,0.746,0.955,0.793	-0.067
3516	"ENSMUSG00000042198.12"	"Chchd7"	chr4	+	3942634	3942819	3942720	3942819	3941245	3941311	3516	0,0,5,0,2,0	0,0,44,81,53,48	2,2,0,8,0,2	43,58,76,48,64,69	185	99	1	1.0	NA,NA,0.057,0.0,0.02,0.0	0.024,0.018,0.0,0.082,0.0,0.015	-0.004
3531	"ENSMUSG00000028212.16"	"Ccne2"	chr4	+	11192814	11192911	11192817	11192911	11192680	11192717	3531	0,0,17,13,20,13	0,0,2,2,0,3	20,12,11,26,27,8	2,3,1,4,1,3	102	99	1	1.0	NA,NA,0.892,0.863,1.0,0.808	0.907,0.795,0.914,0.863,0.963,0.721	0.03
3533	"ENSMUSG00000045205.16"	"Dpy19l4"	chr4	-	11292553	11292688	11292553	11292686	11295935	11296059	3533	0,0,52,88,80,64	0,0,0,2,0,0	77,65,91,60,88,83	1,1,1,0,4,0	101	99	1	1.0	NA,NA,1.0,0.977,1.0,1.0	0.987,0.985,0.989,1.0,0.956,1.0	0.008
3967	"ENSMUSG00000058006.12"	"Mdn1"	chr4	+	32751211	32751393	32751226	32751393	32750912	32751068	3967	0,0,18,32,21,29	0,0,0,0,0,1	28,22,31,37,19,59	0,0,0,0,0,0	114	99	1	1.0	NA,NA,1.0,1.0,1.0,0.962	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
3968	"ENSMUSG00000058006.12"	"Mdn1"	chr4	+	32761203	32761371	32761209	32761371	32760619	32760942	3968	0,0,23,16,18,23	0,0,0,2,0,0	17,21,13,30,44,35	0,0,0,0,0,1	105	99	1	1.0	NA,NA,1.0,0.883,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.971	-0.024
4065	"ENSMUSG00000001376.17"	"Vps50"	chr6	+	3601367	3603315	3602659	3603315	3600127	3600317	4065	0,0,14,2,8,11	0,0,101,86,92,102	2,5,10,7,10,7	92,100,134,100,104,143	1391	99	1	1.0	NA,NA,0.01,0.002,0.006,0.008	0.002,0.004,0.005,0.005,0.007,0.003	0.002
4079	"ENSMUSG00000025887.10"	"Casp12"	chr9	+	5353622	5353868	5353633	5353868	5352671	5352845	4079	0,0,0,0,0,0	0,0,13,35,28,24	0,0,0,0,0,2	33,18,21,30,25,20	110	99	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.083	-0.014
4179	"ENSMUSG00000033538.13"	"Casp4"	chr9	+	5321257	5321512	5321425	5321512	5308859	5308914	4179	0,0,11,12,20,7	0,0,0,6,1,1	15,11,27,22,5,15	0,0,1,0,2,0	267	99	1	1.0	NA,NA,1.0,0.426,0.881,0.722	1.0,1.0,0.909,1.0,0.481,1.0	-0.141
4181	"ENSMUSG00000049723.14"	"Mmp12"	chr9	+	7348666	7348832	7348677	7348832	7347490	7347538	4181	0,0,5,6,6,3	0,0,0,0,0,0	14,13,26,11,19,11	0,0,2,0,0,0	110	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.921,1.0,1.0,1.0	0.013
4466	"ENSMUSG00000028453.10"	"Fancg"	chr4	-	43003226	43003344	43003226	43003312	43003782	43003932	4466	0,0,26,29,20,27	0,0,2,1,3,0	44,51,37,36,37,23	2,1,1,6,3,2	131	99	1	1.0	NA,NA,0.908,0.956,0.834,1.0	0.943,0.975,0.965,0.819,0.903,0.897	0.007
4467	"ENSMUSG00000028453.10"	"Fancg"	chr4	-	43004743	43005033	43004743	43005008	43005210	43005277	4467	0,0,20,23,5,10	0,0,1,1,3,0	15,14,27,13,29,21	0,4,0,0,0,0	124	99	1	1.0	NA,NA,0.941,0.948,0.571,1.0	1.0,0.736,1.0,1.0,1.0,1.0	-0.091
4497	"ENSMUSG00000078773.11"	"Rad54b"	chr4	+	11601550	11601758	11601632	11601758	11599675	11599901	4497	0,0,9,13,11,3	0,0,2,0,5,1	6,13,11,7,5,9	3,1,1,7,1,3	181	99	1	1.0	NA,NA,0.711,1.0,0.546,0.621	0.522,0.877,0.857,0.354,0.732,0.621	0.059
4536	"ENSMUSG00000036073.17"	"Galt"	chr4	+	41756343	41756422	41756346	41756422	41755960	41756130	4536	0,0,44,17,34,23	0,0,21,21,52,29	15,26,34,37,38,45	32,21,30,21,22,26	102	99	1	1.0	NA,NA,0.67,0.44,0.388,0.435	0.313,0.546,0.524,0.631,0.626,0.627	-0.061
4581	"ENSMUSG00000040410.14"	"Fbxl4"	chr4	+	22390676	22390921	22390713	22390921	22385906	22386252	4581	0,0,36,88,49,42	0,0,2,0,2,0	63,62,101,74,60,56	0,1,1,8,3,4	136	99	1	1.0	NA,NA,0.929,1.0,0.947,1.0	1.0,0.978,0.987,0.871,0.936,0.911	0.022
5138	"ENSMUSG00000025899.14"	"Alkbh8"	chr9	+	3349357	3349490	3349419	3349490	3345780	3345876	5138	0,0,0,0,0,0	0,0,0,0,0,2	0,0,1,2,0,0	3,0,0,2,2,1	161	99	1	1.0	NA,NA,NA,NA,NA,0.0	0.0,NA,1.0,0.381,0.0,0.0	-0.276
5139	"ENSMUSG00000025899.14"	"Alkbh8"	chr9	+	3349357	3349490	3349419	3349490	3347803	3347908	5139	0,0,0,6,0,0	0,0,43,45,73,45	0,1,3,3,3,0	47,43,49,53,43,41	161	99	1	1.0	NA,NA,0.0,0.076,0.0,0.0	0.0,0.014,0.036,0.034,0.041,0.0	-0.002
5241	"ENSMUSG00000041235.12"	"Chd7"	chr4	+	8863908	8864049	8863941	8864049	8862489	8862711	5241	0,0,57,59,52,51	0,0,0,0,1,0	53,40,68,85,54,61	0,1,0,0,0,0	132	99	1	1.0	NA,NA,1.0,1.0,0.975,1.0	1.0,0.968,1.0,1.0,1.0,1.0	-0.001
5247	"ENSMUSG00000069045.11"	"Ddx3y"	chrY	-	1282900	1282968	1282900	1282948	1284321	1284382	5247	0,0,1,1,4,6	0,0,69,125,109,101	3,4,2,0,0,5	90,115,120,126,90,145	119	99	1	1.0	NA,NA,0.012,0.007,0.03,0.047	0.027,0.028,0.014,0.0,0.0,0.028	0.008
