ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
359	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53693986	53694084	53694607	53694859	53686387	53686517	53696889	53696978	359	0,0,8,10,27,11	0,0,12,50,47,25	10,11,12,9,6,7	35,40,37,48,40,30	197	198	1	1.0	NA,NA,0.401,0.167,0.366,0.307	0.223,0.217,0.246,0.159,0.131,0.19	0.116
360	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24629159	24629352	24649539	24650266	24612553	24617546	24682054	24682270	360	0,0,26,26,21,20	0,0,1,0,0,0	40,20,29,18,28,33	0,0,0,0,0,0	198	198	1	1.0	NA,NA,0.963,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
361	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24632642	24632701	24682054	24682270	24629159	24629352	24708952	24709051	361	0,0,8,19,11,23	0,0,12,4,19,7	26,21,22,24,15,20	17,11,22,14,13,11	198	158	1	1.0	NA,NA,0.347,0.791,0.316,0.724	0.55,0.604,0.444,0.578,0.479,0.592	0.003
362	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24682054	24682270	24632642	24632701	24708952	24709051	362	0,0,9,19,11,24	0,0,28,23,22,27	26,21,23,24,15,20	42,40,55,47,37,48	198	198	1	1.0	NA,NA,0.243,0.452,0.333,0.471	0.382,0.344,0.295,0.338,0.288,0.294	0.051
363	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24708952	24709051	24632642	24632701	24743857	24743965	363	0,0,20,27,20,22	0,0,28,23,22,25	36,23,30,33,26,20	43,40,55,47,37,48	198	198	1	1.0	NA,NA,0.417,0.54,0.476,0.468	0.456,0.365,0.353,0.412,0.413,0.294	0.093
364	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24743857	24743965	24649301	24650266	24792616	24792797	364	0,0,21,24,20,21	0,0,25,25,21,20	21,18,22,23,20,26	40,20,27,18,28,32	198	198	1	1.0	NA,NA,0.457,0.49,0.488,0.512	0.344,0.474,0.449,0.561,0.417,0.448	0.038
365	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24708952	24709051	24649539	24650266	24743857	24743965	365	0,0,20,27,18,24	0,0,30,25,25,24	36,23,30,33,26,20	44,23,28,19,30,38	198	198	1	1.0	NA,NA,0.4,0.519,0.419,0.5	0.45,0.5,0.517,0.635,0.464,0.345	-0.026
366	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24708952	24709051	24743857	24743965	24682054	24682270	24792616	24792797	366	0,0,26,25,24,25	0,0,1,14,10,8	24,21,23,24,22,32	16,18,19,15,12,17	198	198	1	1.0	NA,NA,0.963,0.641,0.706,0.758	0.6,0.538,0.548,0.615,0.647,0.653	0.167
367	"ENSMUSG00000028222.2"	"Calb1"	chr4	+	15895628	15895685	15898877	15898955	15895440	15895524	15900768	15900824	367	0,0,126,147,110,120	0,0,93,114,120,82	34,31,26,67,109,109	39,22,47,44,91,114	156	177	1	1.0	NA,NA,0.606,0.594,0.51,0.624	0.497,0.615,0.386,0.633,0.576,0.52	0.046
369	"ENSMUSG00000028410.13"	"Dnaja1"	chr4	+	40723972	40724150	40726104	40726209	40723702	40723844	40727955	40728183	369	0,0,689,810,872,832	0,0,598,811,668,652	952,900,863,916,1042,1016	882,684,782,878,823,909	198	198	1	1.0	NA,NA,0.535,0.5,0.566,0.561	0.519,0.568,0.525,0.511,0.559,0.528	0.005
370	"ENSMUSG00000028410.13"	"Dnaja1"	chr4	+	40726104	40726209	40727955	40728183	40723972	40724150	40730172	40730287	370	0,0,600,804,765,711	0,0,1000,1229,1234,1054	891,679,957,982,881,1019	1412,1243,1341,1358,1374,1420	198	198	1	1.0	NA,NA,0.375,0.395,0.383,0.403	0.387,0.353,0.416,0.42,0.391,0.418	-0.008
374	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43518643	43518719	43519002	43519078	43518401	43518464	43519226	43519297	374	0,0,4,4,2,4	0,0,18,13,8,21	4,2,2,3,6,11	11,14,28,26,25,12	175	175	1	1.0	NA,NA,0.182,0.235,0.2,0.16	0.267,0.125,0.067,0.103,0.194,0.478	-0.011
381	"ENSMUSG00000015189.12"	"Casd1"	chr6	+	4625465	4625555	4629961	4630081	4624051	4624474	4631007	4631164	381	0,0,84,49,62,44	0,0,87,89,81,86	47,40,39,52,62,52	95,64,68,95,66,91	189	198	1	1.0	NA,NA,0.503,0.366,0.445,0.349	0.341,0.396,0.375,0.364,0.496,0.374	0.025
382	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9583811	9583856	9598268	9598301	9542224	9542310	9601306	9601363	382	0,0,17,12,11,15	0,0,14,24,13,9	19,19,11,18,22,22	16,28,22,14,23,14	132	144	1	1.0	NA,NA,0.57,0.353,0.48,0.645	0.564,0.425,0.353,0.584,0.511,0.632	0.001
383	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9604515	9604629	9607796	9607871	9602468	9602501	9610842	9610938	383	0,0,108,99,94,95	0,0,147,166,160,150	121,97,133,113,131,108	231,191,201,221,216,211	174	198	1	1.0	NA,NA,0.455,0.404,0.401,0.419	0.373,0.366,0.43,0.368,0.408,0.368	0.034
384	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9607796	9607871	9610842	9610938	9604515	9604629	9639197	9639347	384	0,0,8,10,12,8	0,0,76,66,76,60	4,13,13,13,13,15	88,108,109,93,111,89	195	174	1	1.0	NA,NA,0.086,0.119,0.123,0.106	0.039,0.097,0.096,0.111,0.095,0.131	0.014
385	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9607796	9607871	9635900	9635969	9604515	9604629	9639197	9639347	385	0,0,81,84,62,77	0,0,76,66,76,60	108,75,86,110,88,94	88,108,109,93,111,89	168	174	1	1.0	NA,NA,0.525,0.569,0.458,0.571	0.56,0.418,0.45,0.551,0.451,0.522	0.039
386	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9610842	9610938	9635900	9635969	9604515	9604629	9639197	9639347	386	0,0,81,84,62,77	0,0,8,10,12,8	108,75,86,110,88,94	4,13,13,13,13,15	168	195	1	1.0	NA,NA,0.922,0.907,0.857,0.918	0.969,0.87,0.885,0.908,0.887,0.879	0.001
387	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9610842	9610938	9635900	9635969	9607796	9607871	9639197	9639347	387	0,0,81,81,63,76	0,0,154,113,115,107	98,72,79,106,77,71	139,128,131,139,148,119	168	195	1	1.0	NA,NA,0.379,0.454,0.389,0.452	0.45,0.395,0.412,0.47,0.377,0.409	-0.0
388	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9610842	9610938	9639197	9639347	9607796	9607871	9668780	9669162	388	0,0,128,155,192,119	0,0,154,111,115,107	177,198,147,166,177,172	139,128,131,139,146,119	198	195	1	1.0	NA,NA,0.45,0.579,0.622,0.523	0.556,0.604,0.525,0.54,0.544,0.587	-0.016
395	"ENSMUSG00000035572.16"	"Dcaf10"	chr4	+	45349536	45349591	45359760	45359958	45348105	45348219	45370305	45370508	395	0,0,5,3,7,1	0,0,57,60,35,57	3,2,3,1,3,5	47,82,68,71,66,55	154	198	1	1.0	NA,NA,0.101,0.06,0.205,0.022	0.076,0.03,0.054,0.018,0.055,0.105	0.041
411	"ENSMUSG00000028232.13"	"Tmem68"	chr4	-	3551751	3551891	3554353	3554414	3549040	3550579	3560498	3560692	411	0,0,32,64,82,74	0,0,92,137,121,103	56,70,105,64,67,78	137,119,163,135,138,158	160	198	1	1.0	NA,NA,0.301,0.366,0.456,0.471	0.336,0.421,0.444,0.37,0.375,0.379	0.011
412	"ENSMUSG00000028232.13"	"Tmem68"	chr4	-	3551751	3551891	3560498	3560692	3549040	3550579	3564092	3564257	412	0,0,91,136,126,121	0,0,81,132,116,94	151,133,125,127,120,148	123,117,139,105,130,147	198	198	1	1.0	NA,NA,0.529,0.507,0.521,0.563	0.551,0.532,0.473,0.547,0.48,0.502	0.016
413	"ENSMUSG00000028232.13"	"Tmem68"	chr4	-	3569363	3569752	3570320	3570372	3564092	3564257	3574703	3574809	413	0,0,13,17,9,15	0,0,122,160,177,133	17,8,13,22,13,7	222,172,189,221,159,178	151	198	1	1.0	NA,NA,0.123,0.122,0.063,0.129	0.091,0.057,0.083,0.115,0.097,0.049	0.027
419	"ENSMUSG00000028246.13"	"Faxc"	chr4	+	21948691	21948888	21958443	21958667	21936632	21936768	21982385	21982502	419	0,0,46,54,74,56	0,0,77,40,56,44	42,45,71,54,55,69	41,52,51,68,43,60	198	198	1	1.0	NA,NA,0.374,0.574,0.569,0.56	0.506,0.464,0.582,0.443,0.561,0.535	0.004
420	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59324867	59324907	59329462	59329721	59315711	59315805	59332936	59333033	420	0,0,16,12,9,7	0,0,5,8,9,4	9,16,18,8,10,12	3,2,7,9,11,1	198	139	1	1.0	NA,NA,0.692,0.513,0.412,0.551	0.678,0.849,0.644,0.384,0.39,0.894	-0.098
421	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59365721	59365914	59379598	59379785	59351637	59351729	59380860	59380958	421	0,0,18,17,17,15	0,0,14,11,13,11	21,14,12,19,28,16	16,4,7,8,6,11	198	198	1	1.0	NA,NA,0.563,0.607,0.567,0.577	0.568,0.778,0.632,0.704,0.824,0.593	-0.105
422	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59369530	59369640	59380860	59380958	59365721	59365914	59390572	59390752	422	0,0,6,7,4,6	0,0,11,3,15,6	7,3,5,7,8,10	19,7,16,6,4,10	197	198	1	1.0	NA,NA,0.354,0.701,0.211,0.501	0.27,0.301,0.239,0.54,0.668,0.501	0.022
423	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59412169	59412322	59423994	59424150	59411269	59411449	59427950	59428064	423	0,0,29,5,3,20	0,0,13,2,10,10	10,9,19,15,15,18	11,11,6,18,4,6	198	198	1	1.0	NA,NA,0.69,0.714,0.231,0.667	0.476,0.45,0.76,0.455,0.789,0.75	-0.038
424	"ENSMUSG00000085614.1"	"1700123M08Rik"	chr4	+	11976443	11976587	11980141	11980408	11966573	11966683	11993864	11993999	424	0,0,4,2,4,0	0,0,0,1,5,4	11,3,7,3,3,0	6,16,3,9,5,3	198	198	1	1.0	NA,NA,1.0,0.667,0.444,0.0	0.647,0.158,0.7,0.25,0.375,0.0	0.173
440	"ENSMUSG00000035696.15"	"Rnf38"	chr4	-	44149024	44149238	44152359	44152553	44143447	44143615	44168242	44168287	440	0,0,0,2,1,0	0,0,41,45,46,41	2,0,2,1,0,4	39,43,41,53,43,53	198	198	1	1.0	NA,NA,0.0,0.043,0.021,0.0	0.049,0.0,0.047,0.019,0.0,0.07	-0.015
448	"ENSMUSG00000041135.15"	"Ripk2"	chr4	-	16139204	16139254	16151916	16152074	16138073	16138235	16155034	16155190	448	0,0,7,21,8,6	0,0,4,4,9,2	13,19,25,7,22,8	5,9,5,21,9,6	198	149	1	1.0	NA,NA,0.568,0.798,0.401,0.693	0.662,0.614,0.79,0.201,0.648,0.501	0.046
449	"ENSMUSG00000041135.15"	"Ripk2"	chr4	-	16151916	16152074	16155034	16155190	16139204	16139254	16158276	16158430	449	0,0,11,10,9,0	0,0,22,22,20,12	12,17,18,4,14,8	23,23,17,35,30,24	198	198	1	1.0	NA,NA,0.333,0.312,0.31,0.0	0.343,0.425,0.514,0.103,0.318,0.25	-0.087
451	"ENSMUSG00000029752.12"	"Asns"	chr6	-	7681933	7682035	7682270	7682456	7681249	7681377	7685168	7685406	451	0,0,566,554,491,394	0,0,257,275,271,234	615,662,738,577,546,590	333,351,353,263,342,305	198	198	1	1.0	NA,NA,0.688,0.668,0.644,0.627	0.649,0.654,0.676,0.687,0.615,0.659	0.0
458	"ENSMUSG00000040183.13"	"Ankrd6"	chr4	-	32818604	32818709	32821256	32821334	32817418	32817550	32822152	32822251	458	0,0,20,15,24,11	0,0,47,40,39,36	24,14,31,16,26,18	40,45,35,28,33,32	177	198	1	1.0	NA,NA,0.323,0.296,0.408,0.255	0.402,0.258,0.498,0.39,0.468,0.386	-0.08
459	"ENSMUSG00000040183.13"	"Ankrd6"	chr4	-	32824395	32824494	32827088	32827187	32823405	32823504	32828709	32828808	459	0,0,33,19,47,26	0,0,24,18,32,16	38,26,32,37,28,29	37,16,31,36,28,39	198	198	1	1.0	NA,NA,0.579,0.514,0.595,0.619	0.507,0.619,0.508,0.507,0.5,0.426	0.066
463	"ENSMUSG00000073888.13"	"Ccl27a"	chr4	-	41771137	41771235	41773464	41773524	41769843	41769976	41773735	41773803	463	0,0,100,113,81,116	0,0,79,74,99,98	100,67,110,130,126,130	118,63,100,80,80,92	159	197	1	1.0	NA,NA,0.611,0.654,0.503,0.595	0.512,0.569,0.577,0.668,0.661,0.636	-0.013
488	"ENSMUSG00000028444.17"	"Cntfr"	chr4	-	41675019	41675104	41686796	41686886	41670842	41671076	41695310	41695442	488	0,0,51,53,56,48	0,0,81,56,61,47	62,58,88,54,70,62	108,75,116,115,96,85	189	184	1	1.0	NA,NA,0.38,0.48,0.472,0.499	0.359,0.43,0.425,0.314,0.415,0.415	0.065
496	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5100431	5100587	5110999	5111053	5077479	5077615	5113600	5113830	496	0,0,101,111,149,90	0,0,33,41,43,28	59,59,65,89,108,99	14,16,16,33,35,33	198	153	1	1.0	NA,NA,0.703,0.677,0.728,0.713	0.765,0.74,0.758,0.676,0.705,0.699	-0.019
520	"ENSMUSG00000047187.9"	"Rab2a"	chr4	+	8561151	8561223	8572525	8572593	8535643	8535908	8577954	8578037	520	0,0,266,260,243,293	0,0,472,547,547,497	314,263,299,298,319,291	543,503,643,484,633,531	171	167	1	1.0	NA,NA,0.355,0.317,0.303,0.365	0.361,0.338,0.312,0.376,0.33,0.349	-0.009
521	"ENSMUSG00000047187.9"	"Rab2a"	chr4	+	8578470	8578563	8582381	8582493	8577954	8578037	8604373	8604442	521	0,0,600,636,689,623	0,0,819,847,923,804	695,609,764,640,744,681	933,943,1000,885,1052,963	192	198	1	1.0	NA,NA,0.43,0.436,0.435,0.444	0.434,0.4,0.441,0.427,0.422,0.422	0.012
550	"ENSMUSG00000041216.15"	"Clvs1"	chr4	+	9281387	9282012	9350646	9350821	9269316	9269471	9424185	9424296	550	0,0,36,51,49,46	0,0,48,52,82,65	52,58,50,39,66,42	81,92,82,81,64,94	198	198	1	1.0	NA,NA,0.429,0.495,0.374,0.414	0.391,0.387,0.379,0.325,0.508,0.309	0.045
551	"ENSMUSG00000041216.15"	"Clvs1"	chr4	+	9281387	9282012	9424185	9424296	9269316	9269471	9429739	9429975	551	0,0,36,51,49,46	0,0,37,60,40,29	53,58,50,39,66,40	42,41,52,43,47,41	198	198	1	1.0	NA,NA,0.493,0.459,0.551,0.613	0.558,0.586,0.49,0.476,0.584,0.494	-0.002
552	"ENSMUSG00000047193.16"	"Dync2h1"	chr9	-	6955906	6955996	6967079	6967289	6941594	6941704	6983389	6983506	552	0,0,33,27,36,17	0,0,17,21,12,14	42,26,29,34,25,30	25,20,17,12,12,24	198	189	1	1.0	NA,NA,0.649,0.551,0.741,0.537	0.616,0.554,0.62,0.73,0.665,0.544	-0.002
556	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3276693	3276729	3287903	3288092	3273421	3273578	3295039	3295182	556	0,0,13,17,8,12	0,0,24,31,14,21	31,4,7,6,8,8	27,23,9,22,12,17	198	135	1	1.0	NA,NA,0.27,0.272,0.28,0.28	0.439,0.106,0.347,0.157,0.312,0.243	0.008
557	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3309645	3309755	3295321	3295416	3325360	3325478	557	0,0,2,2,1,2	0,0,20,12,23,12	5,1,4,0,0,1	14,16,18,21,15,9	198	198	1	1.0	NA,NA,0.091,0.143,0.042,0.143	0.263,0.059,0.182,0.0,0.0,0.1	0.004
558	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3325360	3325478	3295321	3295416	3327493	3327507	558	0,0,22,17,20,12	0,0,10,10,14,6	18,7,28,19,16,16	5,10,7,4,6,4	198	198	1	1.0	NA,NA,0.688,0.63,0.588,0.667	0.783,0.412,0.8,0.826,0.727,0.8	-0.081
559	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3325360	3325478	3295321	3295416	3337379	3337589	559	0,0,29,28,38,12	0,0,8,10,14,6	37,13,40,42,28,21	5,12,7,4,6,4	198	198	1	1.0	NA,NA,0.784,0.737,0.731,0.667	0.881,0.52,0.851,0.913,0.824,0.84	-0.075
567	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41366889	41366930	41371724	41371849	41348995	41349231	41378946	41379870	567	0,0,123,130,116,91	0,0,98,127,144,101	128,128,161,162,159,132	139,127,146,142,164,141	140	198	1	1.0	NA,NA,0.64,0.591,0.533,0.56	0.566,0.588,0.609,0.617,0.578,0.57	-0.007
568	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41366889	41366930	41378946	41379870	41348995	41349231	41387174	41387357	568	0,0,124,135,115,94	0,0,99,79,85,79	127,129,160,157,153,129	129,96,114,100,93,95	140	198	1	1.0	NA,NA,0.639,0.707,0.657,0.627	0.582,0.655,0.665,0.689,0.699,0.658	-0.001
569	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41366889	41366930	41388095	41388197	569	0,0,1,3,2,2	0,0,92,105,125,88	3,11,7,13,8,5	125,128,151,120,106,127	198	198	1	1.0	NA,NA,0.011,0.028,0.016,0.022	0.023,0.079,0.044,0.098,0.07,0.038	-0.039
570	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41371724	41371849	41388095	41388197	570	0,0,131,170,170,128	0,0,96,118,127,102	186,180,193,182,195,174	157,134,167,140,114,141	198	198	1	1.0	NA,NA,0.577,0.59,0.572,0.557	0.542,0.573,0.536,0.565,0.631,0.552	0.007
579	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59601372	59601567	59606471	59606543	59597256	59597355	59610509	59610875	579	0,0,103,144,119,123	0,0,95,71,97,64	180,193,181,177,181,233	74,99,111,95,102,95	198	171	1	1.0	NA,NA,0.484,0.637,0.514,0.624	0.677,0.627,0.585,0.617,0.605,0.679	-0.067
580	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59606471	59606543	59610509	59610875	59601372	59601567	59612681	59612810	580	0,0,61,64,61,59	0,0,87,112,87,55	89,102,96,111,92,105	116,158,147,136,133,151	171	198	1	1.0	NA,NA,0.448,0.398,0.448,0.554	0.47,0.428,0.431,0.486,0.445,0.446	0.011
583	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44306989	44307106	44308905	44309049	44306031	44306117	44310289	44310358	583	0,0,10,13,16,15	0,0,8,12,11,4	12,8,12,20,14,7	6,3,14,6,8,7	198	198	1	1.0	NA,NA,0.556,0.52,0.593,0.789	0.667,0.727,0.462,0.769,0.636,0.5	-0.012
584	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44308905	44309049	44310289	44310358	44306989	44307106	44312163	44312256	584	0,0,10,19,24,14	0,0,7,8,5,7	13,14,11,14,25,3	6,8,8,3,4,1	198	168	1	1.0	NA,NA,0.548,0.668,0.803,0.629	0.648,0.598,0.538,0.798,0.841,0.718	-0.028
585	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44308947	44309049	44310289	44310358	44306989	44307106	44312163	44312256	585	0,0,0,0,1,0	0,0,7,8,5,7	0,0,0,0,0,0	6,8,8,3,4,1	198	168	1	1.0	NA,NA,0.0,0.0,0.145,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.036
593	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53840626	53840783	53848865	53849050	53826044	53826220	53850473	53850561	593	0,0,23,28,30,35	0,0,71,86,78,75	38,43,30,43,56,33	118,77,86,107,80,83	198	198	1	1.0	NA,NA,0.245,0.246,0.278,0.318	0.244,0.358,0.259,0.287,0.412,0.284	-0.036
595	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11248170	11248311	11252775	11252950	11247831	11247903	11253980	11254258	595	0,0,85,69,67,60	0,0,26,35,34,9	62,64,92,87,90,69	33,28,45,32,23,31	198	198	1	1.0	NA,NA,0.766,0.663,0.663,0.87	0.653,0.696,0.672,0.731,0.796,0.69	0.034
605	"ENSMUSG00000041261.9"	"Car8"	chr4	-	8189296	8189392	8221549	8221674	8185575	8185638	8237918	8238110	605	0,0,54,30,44,41	0,0,27,33,45,29	76,25,57,59,54,67	49,35,72,40,54,47	198	195	1	1.0	NA,NA,0.663,0.472,0.491,0.582	0.604,0.413,0.438,0.592,0.496,0.584	0.031
607	"ENSMUSG00000050323.14"	"Ndufaf6"	chr4	-	11060860	11060994	11066650	11066707	11059011	11059113	11070199	11070322	607	0,0,4,12,7,1	0,0,18,21,40,33	1,3,9,8,5,9	37,45,38,29,48,30	156	198	1	1.0	NA,NA,0.22,0.42,0.182,0.037	0.033,0.078,0.231,0.259,0.117,0.276	0.049
608	"ENSMUSG00000050323.14"	"Ndufaf6"	chr4	-	11062049	11062152	11066650	11066707	11060860	11060994	11070199	11070322	608	0,0,3,12,7,1	0,0,46,57,42,46	1,3,7,9,5,8	47,43,49,39,54,31	156	198	1	1.0	NA,NA,0.076,0.211,0.175,0.027	0.026,0.081,0.153,0.227,0.105,0.247	-0.018
609	"ENSMUSG00000045205.16"	"Dpy19l4"	chr4	-	11281003	11281124	11285053	11285173	11277928	11277985	11287474	11287633	609	0,0,40,87,57,41	0,0,62,63,73,44	58,73,63,56,42,64	84,85,67,62,73,67	198	198	1	1.0	NA,NA,0.392,0.58,0.438,0.482	0.408,0.462,0.485,0.475,0.365,0.489	0.026
610	"ENSMUSG00000066324.2"	"Impad1"	chr4	-	4769311	4769473	4776313	4776409	4762483	4767972	4778192	4778355	610	0,0,75,100,120,58	0,0,129,175,231,162	86,104,94,113,89,131	222,187,226,173,245,242	195	198	1	1.0	NA,NA,0.371,0.367,0.345,0.267	0.282,0.361,0.297,0.399,0.269,0.355	0.01
686	"ENSMUSG00000025898.6"	"Cwf19l2"	chr9	+	3430437	3431087	3441054	3441145	3428667	3428783	3442960	3443047	686	0,0,26,39,37,27	0,0,18,36,23,38	52,69,49,71,49,67	36,27,34,36,39,27	198	190	1	1.0	NA,NA,0.581,0.51,0.607,0.405	0.581,0.71,0.58,0.654,0.547,0.704	-0.104
687	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4427029	4427144	4432772	4432887	4424319	4424454	4456004	4456252	687	0,0,92,90,107,111	0,0,82,89,70,59	51,49,43,54,62,77	87,71,62,60,84,92	198	198	1	1.0	NA,NA,0.529,0.503,0.605,0.653	0.37,0.408,0.41,0.474,0.425,0.456	0.149
688	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4432772	4432887	4456004	4456252	4424319	4424454	4461905	4462104	688	0,0,71,68,81,65	0,0,59,55,71,72	45,56,50,65,74,65	36,32,29,45,39,50	198	198	1	1.0	NA,NA,0.546,0.553,0.533,0.474	0.556,0.636,0.633,0.591,0.655,0.565	-0.08
689	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4456004	4456252	4464113	4464484	4427029	4427144	4472011	4472218	689	0,0,79,81,73,82	0,0,21,23,23,18	75,59,56,79,72,70	35,30,16,20,49,25	198	198	1	1.0	NA,NA,0.79,0.779,0.76,0.82	0.682,0.663,0.778,0.798,0.595,0.737	0.078
690	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4519485	4519539	4537634	4537819	4513222	4513381	4664767	4665007	690	0,0,102,137,154,98	0,0,47,48,49,49	122,117,98,100,80,110	33,48,68,58,66,52	198	153	1	1.0	NA,NA,0.626,0.688,0.708,0.607	0.741,0.653,0.527,0.571,0.484,0.62	0.058
691	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4537634	4537819	4664767	4665007	4519485	4519539	4793809	4793968	691	0,0,153,167,167,153	0,0,242,198,298,209	145,133,152,135,137,106	216,234,207,255,216,232	198	198	1	1.0	NA,NA,0.387,0.458,0.359,0.423	0.402,0.362,0.423,0.346,0.388,0.314	0.034
703	"ENSMUSG00000015243.4"	"Abca1"	chr4	-	53050934	53051009	53059256	53059362	53050288	53050458	53060332	53060365	703	0,0,188,236,197,195	0,0,183,227,226,195	198,214,190,224,194,182	201,183,214,260,207,185	198	174	1	1.0	NA,NA,0.474,0.477,0.434,0.468	0.464,0.507,0.438,0.431,0.452,0.464	0.004
707	"ENSMUSG00000040720.15"	"Virma"	chr4	+	11534188	11534321	11542106	11542203	11530827	11531045	11544830	11544997	707	0,0,55,56,43,30	0,0,31,55,47,44	23,34,32,36,47,27	66,68,61,57,38,42	198	196	1	1.0	NA,NA,0.637,0.502,0.475,0.403	0.256,0.331,0.342,0.385,0.55,0.389	0.129
752	"ENSMUSG00000040410.14"	"Fbxl4"	chr4	+	22403531	22403745	22422716	22422788	22390676	22390921	22427149	22427462	752	0,0,50,60,36,43	0,0,12,15,13,15	44,36,60,62,47,37	21,14,37,27,10,17	198	171	1	1.0	NA,NA,0.783,0.776,0.705,0.712	0.644,0.69,0.583,0.665,0.802,0.653	0.071
753	"ENSMUSG00000040410.14"	"Fbxl4"	chr4	+	22403531	22403745	22422716	22423927	22390676	22390921	22427149	22427462	753	0,0,50,60,36,43	0,0,0,1,0,3	44,36,60,62,47,37	3,0,0,1,1,0	198	198	1	1.0	NA,NA,1.0,0.984,1.0,0.935	0.936,1.0,1.0,0.984,0.979,1.0	-0.003
762	"ENSMUSG00000028274.17"	"Rngtt"	chr4	+	33404152	33404253	33443600	33443667	33379368	33379437	33498950	33499074	762	0,0,20,39,31,19	0,0,21,25,24,33	29,47,46,29,41,51	24,30,30,39,14,23	198	166	1	1.0	NA,NA,0.444,0.567,0.52,0.326	0.503,0.568,0.562,0.384,0.711,0.65	-0.099
769	"ENSMUSG00000050945.8"	"Zfp438"	chr18	-	5213118	5214919	5245385	5245453	5210028	5211198	5288860	5288938	769	0,0,13,4,2,7	0,0,12,18,6,11	12,15,8,10,12,7	21,11,15,11,17,2	167	198	1	1.0	NA,NA,0.562,0.209,0.283,0.43	0.404,0.618,0.387,0.519,0.456,0.806	-0.161
784	"ENSMUSG00000025888.6"	"Casp1"	chr9	+	5299279	5299546	5299802	5299865	5298507	5298723	5302416	5302529	784	0,0,42,40,28,15	0,0,12,10,18,9	31,20,27,27,34,15	16,11,24,4,23,13	198	162	1	1.0	NA,NA,0.741,0.766,0.56,0.577	0.613,0.598,0.479,0.847,0.547,0.486	0.066
880	"ENSMUSG00000069045.11"	"Ddx3y"	chrY	-	1280309	1280439	1282900	1282948	1279422	1279578	1284321	1284382	880	0,0,33,35,40,29	0,0,99,125,135,138	30,33,49,32,22,39	162,151,150,200,165,156	147	198	1	1.0	NA,NA,0.31,0.274,0.285,0.221	0.2,0.227,0.306,0.177,0.152,0.252	0.054
881	"ENSMUSG00000069045.11"	"Ddx3y"	chrY	-	1280309	1280439	1282900	1282968	1279422	1279578	1284321	1284382	881	0,0,1,0,0,3	0,0,99,125,135,138	1,3,2,0,0,2	162,151,150,200,165,156	167	198	1	1.0	NA,NA,0.012,0.0,0.0,0.025	0.007,0.023,0.016,0.0,0.0,0.015	-0.001
