ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5958	"ENSMUSG00000028431.11"	"Elp1"	chr4	-	56759800	56759914	56758963	56759075	56762248	56762309	5958	0,0,174,159,152,128	0,0,0,0,0,0	192,148,178,118,151,169	2,0,0,0,0,1	213	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.978,1.0,1.0,1.0,1.0,0.987	0.006
5959	"ENSMUSG00000028431.11"	"Elp1"	chr4	-	56775016	56775090	56774687	56774766	56775424	56775540	5959	0,0,161,140,162,118	0,0,0,0,0,0	182,127,165,147,169,170	0,0,0,0,0,2	173	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.98	0.003
5960	"ENSMUSG00000028431.11"	"Elp1"	chr4	-	56795505	56795586	56794089	56794175	56796503	56796585	5960	0,0,186,160,139,127	0,0,0,0,0,0	163,142,142,143,154,184	0,2,0,0,0,0	180	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.975,1.0,1.0,1.0,1.0	0.004
5961	"ENSMUSG00000028431.11"	"Elp1"	chr4	-	56799974	56800137	56798657	56798810	56802158	56802331	5961	0,0,211,161,176,167	0,0,0,0,0,0	190,186,240,181,187,222	0,1,0,0,0,0	262	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.986,1.0,1.0,1.0,1.0	0.002
5962	"ENSMUSG00000003032.8"	"Klf4"	chr4	-	55531629	55531750	55529998	55530983	55531866	55532466	5962	0,0,30,11,16,22	0,0,0,0,0,2	15,11,10,18,27,5	1,1,1,0,2,0	220	99	1	1.0	NA,NA,1.0,1.0,1.0,0.832	0.871,0.832,0.818,1.0,0.859,1.0	0.061
5966	"ENSMUSG00000028426.10"	"Rad23b"	chr4	+	55378233	55378289	55370203	55370472	55383586	55383714	5966	0,0,135,162,166,129	0,0,0,0,0,1	183,152,200,186,194,144	0,0,0,0,0,0	155	99	1	1.0	NA,NA,1.0,1.0,1.0,0.988	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
5967	"ENSMUSG00000028426.10"	"Rad23b"	chr4	+	55380988	55381116	55378233	55378289	55382479	55382615	5967	0,0,933,1014,1025,928	0,0,0,2,0,0	1202,1166,1175,1155,1195,955	0,4,0,2,0,4	227	99	1	1.0	NA,NA,1.0,0.995,1.0,1.0	1.0,0.992,1.0,0.996,1.0,0.99	0.002
5968	"ENSMUSG00000028426.10"	"Rad23b"	chr4	+	55380988	55381116	55378233	55378289	55383586	55383714	5968	0,0,274,323,319,274	0,0,0,0,0,0	370,385,347,381,407,285	0,4,0,0,0,0	227	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.977,1.0,1.0,1.0,1.0	0.004
5969	"ENSMUSG00000028426.10"	"Rad23b"	chr4	+	55382479	55382615	55378233	55378289	55383586	55383714	5969	0,0,551,592,641,499	0,0,0,0,0,0	586,638,690,639,693,564	0,4,0,0,0,0	235	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.985,1.0,1.0,1.0,1.0	0.003
5970	"ENSMUSG00000028426.10"	"Rad23b"	chr4	+	55382479	55382615	55380988	55381116	55383586	55383714	5970	0,0,1225,1281,1350,1157	0,0,0,0,0,0	1397,1418,1519,1414,1476,1238	0,0,0,2,2,1	235	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.997,0.997,0.998	0.001
5971	"ENSMUSG00000028426.10"	"Rad23b"	chr4	+	55383586	55383714	55382479	55382615	55385409	55385601	5971	0,0,911,987,1144,884	0,0,0,0,0,0	1163,1133,1195,1065,1258,1036	0,0,1,0,0,0	227	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.998,1.0,1.0,1.0	0.0
5984	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53481463	53481553	53440412	53440716	53491387	53491530	5984	0,0,151,138,138,108	0,0,0,0,0,0	205,175,241,231,197,192	5,4,0,0,0,0	189	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.956,0.958,1.0,1.0,1.0,1.0	0.014
5985	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53491387	53491530	53481463	53481553	53517544	53517681	5985	0,0,443,374,408,359	0,0,0,0,0,1	569,565,608,604,581,457	0,1,5,1,0,1	242	99	1	1.0	NA,NA,1.0,1.0,1.0,0.993	1.0,0.996,0.98,0.996,1.0,0.995	0.004
5986	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53517544	53517681	53491387	53491530	53528654	53528709	5986	0,0,682,577,636,538	0,0,0,4,2,2	833,790,889,840,819,629	2,0,6,2,0,1	236	99	1	1.0	NA,NA,1.0,0.984,0.993,0.991	0.994,1.0,0.984,0.994,1.0,0.996	-0.003
5987	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53528654	53528748	53517544	53517681	53538389	53538479	5987	0,0,192,200,191,165	0,0,0,0,0,0	262,218,272,227,213,199	0,0,0,1,0,0	193	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.991,1.0,1.0	0.002
5988	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53528654	53528748	53517544	53517681	53541300	53541440	5988	0,0,185,196,186,159	0,0,0,1,0,0	255,203,251,223,210,196	0,0,0,0,0,0	193	99	1	1.0	NA,NA,1.0,0.99,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
5989	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53536322	53536492	53528654	53528748	53538389	53538479	5989	0,0,528,509,576,501	0,0,7,4,5,6	667,634,850,722,605,641	8,15,22,5,3,3	269	99	1	1.0	NA,NA,0.965,0.979,0.977,0.968	0.968,0.94,0.934,0.982,0.987,0.987	0.006
5990	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53538389	53538479	53517544	53517681	53541300	53541440	5990	0,0,149,144,148,136	0,0,0,1,0,0	186,169,215,196,197,204	0,0,0,0,0,0	189	99	1	1.0	NA,NA,1.0,0.987,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
5991	"ENSMUSG00000028412.17"	"Slc44a1"	chr4	+	53538389	53538479	53528654	53528748	53541300	53541440	5991	0,0,156,148,153,142	0,0,0,0,0,0	194,184,237,200,200,207	1,0,0,0,0,0	189	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.99,1.0,1.0,1.0,1.0,1.0	0.002
5994	"ENSMUSG00000087192.7"	"4930412L05Rik"	chr4	-	53214472	53214566	53209303	53209525	53214643	53214674	5994	0,0,0,1,2,0	0,0,1,0,0,0	0,0,3,2,0,0	0,0,0,0,0,0	193	99	1	1.0	NA,NA,0.0,1.0,1.0,NA	NA,NA,1.0,1.0,NA,NA	-0.333
5995	"ENSMUSG00000087192.7"	"4930412L05Rik"	chr4	-	53215244	53215293	53214643	53214674	53215499	53215536	5995	0,0,0,0,3,0	0,0,0,0,0,0	0,0,0,2,0,1	0,0,1,0,0,0	148	99	1	1.0	NA,NA,NA,NA,1.0,NA	NA,NA,0.0,1.0,NA,1.0	0.333
5997	"ENSMUSG00000015247.10"	"Nipsnap3b"	chr4	+	53015014	53015225	53011879	53012047	53017048	53017207	5997	0,0,152,230,119,112	0,0,1,0,0,2	212,135,213,198,222,207	1,0,0,1,0,1	310	99	1	1.0	NA,NA,0.98,1.0,1.0,0.947	0.985,1.0,1.0,0.984,1.0,0.985	-0.011
5998	"ENSMUSG00000015247.10"	"Nipsnap3b"	chr4	+	53020181	53020331	53017048	53017207	53021110	53021197	5998	0,0,147,178,175,147	0,0,0,0,0,0	232,171,245,230,254,161	1,0,0,2,4,0	249	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.989,1.0,1.0,0.979,0.962,1.0	0.012
6001	"ENSMUSG00000042505.6"	"Sdhaf3"	chr6	+	6957003	6957137	6956006	6956200	7038853	7042979	6001	0,0,3,9,5,2	0,0,25,31,37,34	4,5,7,10,8,0	43,35,39,40,28,62	233	99	1	1.0	NA,NA,0.049,0.11,0.054,0.024	0.038,0.057,0.071,0.096,0.108,0.0	-0.002
6023	"ENSMUSG00000063446.4"	"Plppr1"	chr4	+	49206387	49206495	49059281	49059617	49282255	49282444	6023	0,0,73,32,56,31	0,0,1,0,0,0	83,39,59,64,41,41	1,0,0,0,0,0	207	99	1	1.0	NA,NA,0.972,1.0,1.0,1.0	0.975,1.0,1.0,1.0,1.0,1.0	-0.003
6024	"ENSMUSG00000063446.4"	"Plppr1"	chr4	+	49282255	49282444	49206387	49206495	49300920	49301053	6024	0,0,99,66,106,79	0,0,0,0,0,0	121,97,102,105,93,107	1,0,0,0,0,0	288	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.977,1.0,1.0,1.0,1.0,1.0	0.004
6028	"ENSMUSG00000039693.11"	"Msantd3"	chr4	+	48549921	48549997	48540545	48540568	48552379	48552553	6028	0,0,1,6,0,7	0,0,5,7,7,6	5,4,2,2,1,4	6,10,7,8,10,9	175	99	1	1.0	NA,NA,0.102,0.327,0.0,0.398	0.32,0.185,0.139,0.124,0.054,0.201	0.036
6032	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46674446	46674576	46667486	46667604	46677469	46677652	6032	0,0,488,423,462,364	0,0,0,1,1,0	340,375,368,423,457,380	0,0,0,1,0,0	229	99	1	1.0	NA,NA,1.0,0.995,0.995,1.0	1.0,1.0,1.0,0.995,1.0,1.0	-0.002
6033	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46677469	46677652	46667486	46667604	46681103	46681328	6033	0,0,352,365,350,285	0,0,0,0,2,0	316,268,313,333,321,368	0,0,0,3,2,0	282	99	1	1.0	NA,NA,1.0,1.0,0.984,1.0	1.0,1.0,1.0,0.975,0.983,1.0	0.003
6034	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46681103	46681328	46677469	46677652	46684271	46684382	6034	0,0,552,526,526,409	0,0,0,0,0,0	443,401,457,475,532,553	0,4,1,0,0,0	324	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.968,0.993,1.0,1.0,1.0	0.006
6036	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46749521	46749582	46739793	46739874	46787428	46787665	6036	0,0,317,338,329,248	0,0,0,0,0,1	281,305,253,297,328,346	0,0,0,0,0,0	160	99	1	1.0	NA,NA,1.0,1.0,1.0,0.994	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
6037	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46804058	46804124	46798476	46798677	46815637	46815739	6037	0,0,233,236,232,192	0,0,3,1,9,0	216,185,194,253,263,274	3,1,0,1,0,4	165	99	1	1.0	NA,NA,0.979,0.993,0.939,1.0	0.977,0.991,1.0,0.993,1.0,0.976	-0.012
6038	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46815637	46815739	46804058	46804124	46846280	46846451	6038	0,0,312,312,315,257	0,0,0,1,0,1	306,229,223,330,354,372	0,0,0,0,0,0	201	99	1	1.0	NA,NA,1.0,0.994,1.0,0.992	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
6039	"ENSMUSG00000039809.10"	"Gabbr2"	chr4	-	46846280	46846451	46815637	46815739	46875664	46875802	6039	0,0,386,350,406,304	0,0,4,0,2,0	405,282,264,413,398,476	2,0,0,0,0,3	270	99	1	1.0	NA,NA,0.973,1.0,0.987,1.0	0.987,1.0,1.0,1.0,1.0,0.983	-0.005
6043	"ENSMUSG00000028333.10"	"Anp32b"	chr4	+	46460089	46460239	46450901	46451349	46463806	46463929	6043	0,0,472,560,610,564	0,0,0,0,0,1	767,583,892,697,751,713	0,0,0,0,0,0	249	99	1	1.0	NA,NA,1.0,1.0,1.0,0.996	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
6044	"ENSMUSG00000038668.14"	"Lpar1"	chr4	-	58486476	58487224	58435254	58437634	58504621	58504781	6044	0,0,307,327,313,283	0,0,0,0,0,1	441,380,418,388,429,342	0,1,0,0,0,0	847	99	1	1.0	NA,NA,1.0,1.0,1.0,0.971	1.0,0.978,1.0,1.0,1.0,1.0	-0.004
6045	"ENSMUSG00000038668.14"	"Lpar1"	chr4	-	58543809	58543948	58504621	58504781	58553133	58553357	6045	0,0,0,2,2,4	0,0,22,31,22,40	1,0,0,0,3,0	39,34,45,44,29,34	238	99	1	1.0	NA,NA,0.0,0.026,0.036,0.04	0.011,0.0,0.0,0.0,0.041,0.0	0.017
6046	"ENSMUSG00000028329.13"	"Xpa"	chr4	-	46180206	46180398	46175221	46175415	46183117	46183235	6046	0,0,27,24,27,29	0,0,27,26,40,26	13,18,16,17,33,29	33,25,62,36,34,37	291	99	1	1.0	NA,NA,0.254,0.239,0.187,0.275	0.118,0.197,0.081,0.138,0.248,0.211	0.073
6047	"ENSMUSG00000028329.13"	"Xpa"	chr4	-	46193049	46193157	46185590	46185696	46196048	46196304	6047	0,0,62,73,95,44	0,0,2,0,0,0	72,71,74,83,78,73	0,0,0,0,0,1	207	99	1	1.0	NA,NA,0.937,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.972	-0.011
6048	"ENSMUSG00000028330.8"	"Ncbp1"	chr4	+	46150638	46150760	46149861	46149969	46152015	46152085	6048	0,0,390,330,375,377	0,0,0,1,0,0	441,436,500,432,524,427	0,0,0,0,0,0	221	99	1	1.0	NA,NA,1.0,0.993,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
6049	"ENSMUSG00000028330.8"	"Ncbp1"	chr4	+	46161260	46161323	46159658	46159723	46162091	46162166	6049	0,0,164,223,211,236	0,0,2,0,0,0	271,191,239,254,223,239	0,0,0,0,0,0	162	99	1	1.0	NA,NA,0.98,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.005
6050	"ENSMUSG00000028330.8"	"Ncbp1"	chr4	+	46165165	46165288	46162960	46163064	46166737	46166840	6050	0,0,213,242,233,199	0,0,4,1,2,0	341,243,324,304,224,260	0,0,0,0,0,0	222	99	1	1.0	NA,NA,0.96,0.991,0.981,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.017
6051	"ENSMUSG00000028330.8"	"Ncbp1"	chr4	+	46170471	46170585	46169944	46170073	46171892	46171979	6051	0,0,325,264,298,280	0,0,0,0,0,2	353,327,397,371,357,344	0,2,7,0,0,0	213	99	1	1.0	NA,NA,1.0,1.0,1.0,0.985	1.0,0.987,0.963,1.0,1.0,1.0	0.005
6052	"ENSMUSG00000035495.15"	"Tstd2"	chr4	-	46124042	46124148	46120447	46120566	46124899	46125025	6052	0,0,65,54,60,48	0,0,3,0,0,0	58,53,48,71,40,63	0,0,0,0,0,0	205	99	1	1.0	NA,NA,0.913,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.022
6053	"ENSMUSG00000035495.15"	"Tstd2"	chr4	-	46124899	46125025	46120447	46120566	46129226	46129347	6053	0,0,27,19,10,23	0,0,4,1,0,0	21,22,20,35,19,22	0,0,2,0,0,0	225	99	1	1.0	NA,NA,0.748,0.893,1.0,1.0	1.0,1.0,0.815,1.0,1.0,1.0	-0.059
6054	"ENSMUSG00000035495.15"	"Tstd2"	chr4	-	46133381	46133655	46132145	46132156	46135386	46135778	6054	0,0,2,0,1,1	0,0,26,26,34,22	0,4,0,1,0,3	40,33,37,48,50,25	373	99	1	1.0	NA,NA,0.02,0.0,0.008,0.012	0.0,0.031,0.0,0.005,0.0,0.031	-0.001
6055	"ENSMUSG00000035495.15"	"Tstd2"	chr4	-	46137320	46137428	46135386	46135594	46138379	46138409	6055	0,0,0,2,0,0	0,0,14,26,25,20	0,0,2,2,0,0	36,18,24,34,14,24	207	99	1	1.0	NA,NA,0.0,0.035,0.0,0.0	0.0,0.0,0.038,0.027,0.0,0.0	-0.002
6056	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	45987461	45987674	45972232	45972436	45989077	45989219	6056	0,0,91,117,122,115	0,0,0,0,0,0	138,99,143,128,144,139	0,0,2,0,1,0	312	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.958,1.0,0.979,1.0	0.01
6057	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	45989077	45989219	45972232	45972436	45992196	45992270	6057	0,0,0,2,0,0	0,0,0,0,0,0	0,0,2,0,5,0	0,0,0,0,2,1	241	99	1	1.0	NA,NA,NA,1.0,NA,NA	NA,NA,1.0,NA,0.507,0.0	0.498
6058	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	45990049	45990230	45989077	45989219	45992196	45992270	6058	0,0,131,106,89,78	0,0,0,2,0,0	122,83,116,112,116,91	0,0,0,0,0,0	280	99	1	1.0	NA,NA,1.0,0.949,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.013
6059	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	45994306	45994524	45992196	45992270	46005116	46005700	6059	0,0,89,117,131,89	0,0,0,4,1,1	118,84,135,132,113,113	1,3,4,0,1,2	317	99	1	1.0	NA,NA,1.0,0.901,0.976,0.965	0.974,0.897,0.913,1.0,0.972,0.946	0.01
6060	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	46010789	46010901	46007454	46007641	46013065	46013268	6060	0,0,133,146,134,113	0,0,0,0,0,2	154,156,188,149,153,137	0,0,0,0,0,0	211	99	1	1.0	NA,NA,1.0,1.0,1.0,0.964	1.0,1.0,1.0,1.0,1.0,1.0	-0.009
6061	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	46025656	46026159	46023394	46023505	46029646	46029807	6061	0,0,219,257,281,213	0,0,0,0,0,2	224,231,282,277,313,265	0,0,0,0,0,0	602	99	1	1.0	NA,NA,1.0,1.0,1.0,0.946	1.0,1.0,1.0,1.0,1.0,1.0	-0.014
6062	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	46029646	46029807	46023394	46023505	46034295	46034761	6062	0,0,34,45,65,58	0,0,0,0,0,0	77,58,69,71,73,53	0,0,1,0,0,2	260	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,0.963,1.0,1.0,0.91	0.021
6063	"ENSMUSG00000035517.17"	"Tdrd7"	chr4	+	46029646	46029807	46025656	46026159	46034295	46034761	6063	0,0,76,93,120,89	0,0,0,2,0,0	125,90,112,138,114,96	0,0,1,0,1,2	260	99	1	1.0	NA,NA,1.0,0.947,1.0,1.0	1.0,1.0,0.977,1.0,0.977,0.948	0.003
6064	"ENSMUSG00000044813.15"	"Shb"	chr4	-	45458126	45458342	45447505	45447677	45489054	45489175	6064	0,0,93,73,73,90	0,0,0,1,0,0	98,89,113,78,126,70	0,0,0,0,0,0	315	99	1	1.0	NA,NA,1.0,0.958,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.01
6065	"ENSMUSG00000078713.8"	"Tomm5"	chr4	-	45106614	45106793	45105211	45105644	45107912	45108038	6065	0,0,0,0,1,0	0,0,199,200,200,221	0,0,0,1,0,4	235,234,255,259,245,224	278	99	1	1.0	NA,NA,0.0,0.0,0.002,0.0	0.0,0.0,0.0,0.001,0.0,0.006	-0.001
6066	"ENSMUSG00000078713.8"	"Tomm5"	chr4	-	45106838	45106888	45105211	45105644	45107912	45108108	6066	0,0,13,11,14,16	0,0,199,200,200,221	10,17,17,28,30,11	235,234,255,259,245,224	149	99	1	1.0	NA,NA,0.042,0.035,0.044,0.046	0.027,0.046,0.042,0.067,0.075,0.032	-0.006
6074	"ENSMUSG00000028479.18"	"Gne"	chr4	-	44059775	44060227	44055204	44055357	44066754	44066920	6074	0,0,222,134,145,140	0,0,0,3,0,3	153,215,182,191,227,154	2,1,0,1,1,2	551	99	1	1.0	NA,NA,1.0,0.889,1.0,0.893	0.932,0.975,1.0,0.972,0.976,0.933	-0.019
6075	"ENSMUSG00000028479.18"	"Gne"	chr4	-	44063086	44063146	44059971	44060227	44066754	44066960	6075	0,0,0,0,2,3	0,0,63,43,34,40	1,0,1,0,3,2	32,57,35,55,60,33	159	99	1	1.0	NA,NA,0.0,0.0,0.035,0.045	0.019,0.0,0.017,0.0,0.03,0.036	0.003
6076	"ENSMUSG00000028479.18"	"Gne"	chr4	-	44066754	44066960	44059699	44060227	44072361	44072624	6076	0,0,128,96,84,91	0,0,0,0,0,1	80,112,110,146,138,86	0,0,0,0,2,0	305	99	1	1.0	NA,NA,1.0,1.0,1.0,0.967	1.0,1.0,1.0,1.0,0.957,1.0	-0.001
6077	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44018812	44018850	44012261	44013008	44025448	44025560	6077	0,0,171,135,162,120	0,0,0,0,0,2	146,166,202,157,136,127	0,0,0,0,0,0	137	99	1	1.0	NA,NA,1.0,1.0,1.0,0.977	1.0,1.0,1.0,1.0,1.0,1.0	-0.006
6078	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44019873	44019991	44018812	44018850	44025448	44025560	6078	0,0,1972,1804,1787,1466	0,0,5,7,5,4	1655,1660,1818,1833,1775,1641	8,10,0,14,10,4	217	99	1	1.0	NA,NA,0.994,0.992,0.994,0.994	0.99,0.987,1.0,0.984,0.988,0.995	0.003
6079	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44030214	44030268	44025448	44025560	44031399	44031435	6079	0,0,566,506,512,578	0,0,69,90,70,43	532,573,704,653,635,628	75,82,140,122,90,71	153	99	1	1.0	NA,NA,0.841,0.784,0.826,0.897	0.821,0.819,0.765,0.776,0.82,0.851	0.028
6080	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44030214	44030268	44025448	44025560	44032400	44032846	6080	0,0,320,339,307,272	0,0,751,711,592,561	291,257,340,351,356,276	582,563,578,555,595,504	153	99	1	1.0	NA,NA,0.216,0.236,0.251,0.239	0.244,0.228,0.276,0.29,0.279,0.262	-0.028
6081	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44031399	44031435	44025448	44025560	44032400	44032846	6081	0,0,132,147,123,106	0,0,751,711,592,561	122,149,220,193,172,135	582,563,578,555,595,504	135	99	1	1.0	NA,NA,0.114,0.132,0.132,0.122	0.133,0.163,0.218,0.203,0.175,0.164	-0.051
6082	"ENSMUSG00000028478.18"	"Clta"	chr4	+	44031399	44031435	44030214	44030268	44032400	44032846	6082	0,0,447,410,436,480	0,0,139,189,177,115	441,521,582,557,522,523	149,135,137,186,162,112	135	99	1	1.0	NA,NA,0.702,0.614,0.644,0.754	0.685,0.739,0.757,0.687,0.703,0.774	-0.046
6083	"ENSMUSG00000028480.14"	"Glipr2"	chr4	+	43968111	43968220	43957400	43957773	43970499	43970577	6083	0,0,32,40,33,27	0,0,1,0,0,0	29,44,38,24,42,35	0,0,0,0,0,0	208	99	1	1.0	NA,NA,0.938,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.016
6084	"ENSMUSG00000028480.14"	"Glipr2"	chr4	+	43968571	43968675	43968111	43968220	43970499	43970577	6084	0,0,449,504,417,339	0,0,0,0,0,1	395,439,551,475,435,363	0,0,0,0,0,0	203	99	1	1.0	NA,NA,1.0,1.0,1.0,0.994	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
6086	"ENSMUSG00000028475.9"	"Spaar"	chr4	+	43756919	43757598	43756122	43756165	43759258	43759462	6086	0,0,2,0,2,1	0,0,0,0,0,0	5,7,2,0,4,3	0,0,0,1,0,0	778	99	1	1.0	NA,NA,1.0,NA,1.0,1.0	1.0,1.0,1.0,0.0,1.0,1.0	0.167
6089	"ENSMUSG00000028470.10"	"Hint2"	chr4	-	43654512	43654585	43654226	43654411	43654715	43654790	6089	0,0,130,123,152,116	0,0,0,0,0,0	129,129,161,159,145,124	0,0,0,0,0,2	172	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.973	0.005
6090	"ENSMUSG00000028470.10"	"Hint2"	chr4	-	43654512	43654614	43654227	43654411	43654715	43654820	6090	0,0,28,23,33,20	0,0,0,0,0,0	18,25,40,42,25,23	0,0,0,0,0,2	201	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.85	0.025
6091	"ENSMUSG00000028469.15"	"Npr2"	chr4	+	43643334	43643409	43643053	43643174	43643605	43643683	6091	0,0,120,95,88,112	0,0,19,15,18,13	126,102,145,104,88,118	10,9,11,11,22,27	174	99	1	1.0	NA,NA,0.782,0.783,0.736,0.831	0.878,0.866,0.882,0.843,0.695,0.713	-0.03
6096	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43569488	43569661	43569180	43569285	43569829	43569955	6096	0,0,138,170,152,136	0,0,0,0,0,0	142,106,189,156,108,166	1,3,0,0,0,0	272	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	0.981,0.928,1.0,1.0,1.0,1.0	0.015
6097	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43569829	43569955	43569488	43569661	43570036	43570190	6097	0,0,116,138,126,117	0,0,0,0,0,0	111,70,140,86,101,126	0,0,0,0,1,0	225	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.978,1.0	0.004
6098	"ENSMUSG00000028467.15"	"Gba2"	chr4	-	43570345	43570448	43570036	43570190	43570671	43570911	6098	0,0,162,153,213,119	0,0,0,0,0,1	124,111,156,146,120,203	0,0,0,1,0,0	202	99	1	1.0	NA,NA,1.0,1.0,1.0,0.983	1.0,1.0,1.0,0.986,1.0,1.0	-0.002
6100	"ENSMUSG00000028465.16"	"Tln1"	chr4	-	43538431	43538602	43538189	43538339	43538677	43538779	6100	0,0,201,167,165,141	0,0,0,0,0,0	129,111,161,114,146,136	0,0,0,0,1,0	270	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.982,1.0	0.003
6101	"ENSMUSG00000028465.16"	"Tln1"	chr4	-	43554277	43554338	43553445	43553550	43555046	43555174	6101	0,0,137,127,110,96	0,0,0,0,0,0	129,100,86,111,135,99	0,3,0,0,0,0	160	99	1	1.0	NA,NA,1.0,1.0,1.0,1.0	1.0,0.954,1.0,1.0,1.0,1.0	0.008
6102	"ENSMUSG00000028458.12"	"Tesk1"	chr4	+	43445040	43445123	43444572	43444719	43445283	43445374	6102	0,0,177,132,147,103	0,0,0,1,0,1	147,145,184,155,178,148	0,0,0,0,0,0	182	99	1	1.0	NA,NA,1.0,0.986,1.0,0.982	1.0,1.0,1.0,1.0,1.0,1.0	-0.008
6103	"ENSMUSG00000028458.12"	"Tesk1"	chr4	+	43445283	43445374	43444707	43445123	43445522	43445606	6103	0,0,280,215,210,183	0,0,0,0,9,2	286,246,299,292,303,255	0,0,1,6,0,0	190	99	1	1.0	NA,NA,1.0,1.0,0.924,0.979	1.0,1.0,0.994,0.962,1.0,1.0	-0.017
6105	"ENSMUSG00000035969.15"	"Rusc2"	chr4	+	43413004	43413054	43382056	43382199	43414627	43414755	6105	0,0,7,2,7,3	0,0,99,57,87,85	0,4,2,2,7,1	86,96,105,101,97,80	149	99	1	1.0	NA,NA,0.045,0.023,0.051,0.023	0.0,0.027,0.012,0.013,0.046,0.008	0.018
6106	"ENSMUSG00000035969.15"	"Rusc2"	chr4	+	43413004	43413054	43383509	43383759	43414627	43414755	6106	0,0,13,4,7,2	0,0,78,59,39,58	0,4,4,2,6,2	73,95,110,86,74,76	149	99	1	1.0	NA,NA,0.1,0.043,0.107,0.022	0.0,0.027,0.024,0.015,0.051,0.017	0.046
