ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
305	"ENSMUSG00000038544.14"	"Inip"	chr4	-	59773915	59774006	59775446	59775549	59769636	59772459	59782253	59782334	305	0,0,30,46,31,25	0,0,26,21,25,25	45,32,44,48,32,43	21,30,29,42,39,30	202	190	1	1.0	NA,NA,0.52,0.673,0.538,0.485	0.668,0.501,0.588,0.518,0.436,0.574	0.007
328	"ENSMUSG00000090053.9"	"Pakap"	chr4	+	57568369	57568415	57638009	57638090	57434246	57434556	57647989	57648120	328	0,0,16,26,13,21	0,0,30,46,48,28	22,9,10,15,10,38	42,40,50,59,32,57	145	180	1	1.0	NA,NA,0.398,0.412,0.252,0.482	0.394,0.218,0.199,0.24,0.28,0.453	0.089
329	"ENSMUSG00000090053.9"	"Pakap"	chr4	+	57568369	57568415	57647989	57648120	57434246	57434556	57688415	57688530	329	0,0,16,26,13,21	0,0,77,95,85,60	22,9,10,14,8,38	69,106,81,100,74,89	145	230	1	1.0	NA,NA,0.248,0.303,0.195,0.357	0.336,0.119,0.164,0.182,0.146,0.404	0.051
331	"ENSMUSG00000086150.1"	"Bach2os"	chr4	-	32561533	32562009	32565507	32565554	32559679	32560574	32571583	32571662	331	0,0,0,0,0,0	0,0,21,29,25,19	0,1,0,0,0,1	21,27,30,28,42,36	146	575	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.0,0.127,0.0,0.0,0.0,0.099	-0.038
337	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12155648	12155768	12157650	12157764	12153408	12153978	12164087	12164192	337	0,0,195,182,161,188	0,0,102,142,132,111	224,245,247,188,203,206	156,109,164,123,145,118	213	219	1	1.0	NA,NA,0.663,0.569,0.556,0.635	0.596,0.698,0.608,0.611,0.59,0.642	-0.018
338	"ENSMUSG00000028218.19"	"Fam92a"	chr4	-	12164268	12164274	12165765	12165771	12164087	12164192	12168222	12168324	338	0,0,189,255,259,205	0,0,0,0,0,4	262,269,293,247,256,214	0,0,2,1,0,1	105	105	1	1.0	NA,NA,1.0,1.0,1.0,0.981	1.0,1.0,0.993,0.996,1.0,0.995	-0.002
354	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43101800	43101874	43115102	43115160	43096898	43097022	43165743	43165978	354	0,0,9,6,10,11	0,0,0,4,0,2	14,10,17,6,18,4	5,0,7,4,7,4	173	157	1	1.0	NA,NA,1.0,0.576,1.0,0.833	0.718,1.0,0.688,0.576,0.7,0.476	0.159
355	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43215451	43217965	43227924	43227947	43209497	43209723	43230117	43230164	355	0,0,108,127,128,141	0,0,1,0,0,0	276,280,274,211,161,136	1,1,6,3,0,0	2613	122	1	1.0	NA,NA,0.835,1.0,1.0,1.0	0.928,0.929,0.681,0.767,1.0,1.0	0.075
358	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53693983	53694084	53694607	53694859	53686387	53686517	53696889	53696978	358	0,0,4,1,10,3	0,0,26,89,94,49	10,0,6,3,4,7	61,93,77,92,76,67	200	351	1	1.0	NA,NA,0.213,0.019,0.157,0.097	0.223,0.0,0.12,0.054,0.085,0.155	0.015
359	"ENSMUSG00000054752.16"	"Fsd1l"	chr4	+	53693986	53694084	53694607	53694859	53686387	53686517	53696889	53696978	359	0,0,8,10,27,11	0,0,26,89,94,49	10,11,12,9,8,7	61,93,77,92,76,67	197	351	1	1.0	NA,NA,0.354,0.167,0.339,0.286	0.226,0.174,0.217,0.148,0.158,0.157	0.107
360	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24629159	24629352	24649539	24650266	24612553	24617546	24682054	24682270	360	0,0,131,122,155,129	0,0,11,5,7,3	219,168,190,213,164,188	4,10,8,4,14,14	826	292	1	1.0	NA,NA,0.808,0.896,0.887,0.938	0.951,0.856,0.894,0.95,0.805,0.826	0.002
361	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24632642	24632701	24682054	24682270	24629159	24629352	24708952	24709051	361	0,0,26,32,28,44	0,0,12,4,19,7	43,37,33,37,29,40	17,11,22,14,13,11	315	158	1	1.0	NA,NA,0.521,0.801,0.425,0.759	0.559,0.628,0.429,0.57,0.528,0.646	0.067
362	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24682054	24682270	24632642	24632701	24708952	24709051	362	0,0,27,32,28,45	0,0,133,119,156,136	43,37,34,37,29,40	221,188,216,242,173,203	315	826	1	1.0	NA,NA,0.347,0.414,0.32,0.465	0.338,0.34,0.292,0.286,0.305,0.341	0.07
363	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24649539	24650266	24708952	24709051	24632642	24632701	24743857	24743965	363	0,0,20,27,20,22	0,0,133,119,156,134	36,23,30,33,26,20	222,188,216,242,173,203	198	826	1	1.0	NA,NA,0.385,0.486,0.348,0.406	0.404,0.338,0.367,0.363,0.385,0.291	0.048
364	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24743857	24743965	24649301	24650266	24792616	24792797	364	0,0,21,24,20,21	0,0,43,38,38,41	21,18,22,23,20,26	57,36,38,31,42,52	207	315	1	1.0	NA,NA,0.426,0.49,0.445,0.438	0.359,0.432,0.468,0.53,0.42,0.432	0.01
365	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24682054	24682270	24708952	24709051	24649539	24650266	24743857	24743965	365	0,0,20,27,18,24	0,0,48,38,42,45	36,23,30,33,26,20	61,39,39,32,44,58	198	315	1	1.0	NA,NA,0.399,0.531,0.405,0.459	0.484,0.484,0.55,0.621,0.485,0.354	-0.048
366	"ENSMUSG00000040387.16"	"Klhl32"	chr4	-	24708952	24709051	24743857	24743965	24682054	24682270	24792616	24792797	366	0,0,26,25,24,25	0,0,1,14,10,8	24,21,23,24,22,32	16,18,19,15,12,17	207	198	1	1.0	NA,NA,0.961,0.631,0.697,0.749	0.589,0.527,0.537,0.605,0.637,0.643	0.17
367	"ENSMUSG00000028222.2"	"Calb1"	chr4	+	15895628	15895685	15898877	15898955	15895440	15895524	15900768	15900824	367	0,0,126,147,110,120	0,0,93,116,120,82	34,31,26,67,109,109	39,22,47,44,91,114	156	177	1	1.0	NA,NA,0.606,0.59,0.51,0.624	0.497,0.615,0.386,0.633,0.576,0.52	0.045
369	"ENSMUSG00000028410.13"	"Dnaja1"	chr4	+	40723972	40724150	40726104	40726209	40723702	40723844	40727955	40728183	369	0,0,793,934,996,959	0,0,598,811,668,652	1120,1054,1013,1061,1183,1155	882,685,783,878,823,909	277	204	1	1.0	NA,NA,0.494,0.459,0.523,0.52	0.483,0.531,0.488,0.471,0.514,0.483	0.004
370	"ENSMUSG00000028410.13"	"Dnaja1"	chr4	+	40726104	40726209	40727955	40728183	40723972	40724150	40730172	40730287	370	0,0,600,804,765,711	0,0,1245,1503,1527,1302	891,680,958,982,881,1019	1755,1545,1690,1672,1708,1774	204	327	1	1.0	NA,NA,0.436,0.462,0.445,0.467	0.449,0.414,0.476,0.485,0.453,0.479	-0.007
374	"ENSMUSG00000028464.16"	"Tpm2"	chr4	-	43518643	43518719	43519002	43519078	43518401	43518464	43519226	43519297	374	0,0,4,4,2,4	0,0,18,13,8,21	4,2,2,3,6,11	11,14,28,26,25,12	175	175	1	1.0	NA,NA,0.182,0.235,0.2,0.16	0.267,0.125,0.067,0.103,0.194,0.478	-0.011
381	"ENSMUSG00000015189.12"	"Casd1"	chr6	+	4625465	4625555	4629961	4630081	4624051	4624474	4631007	4631164	381	0,0,84,49,62,44	0,0,89,89,81,86	47,40,39,52,62,52	95,64,70,95,66,91	189	219	1	1.0	NA,NA,0.522,0.389,0.47,0.372	0.364,0.42,0.392,0.388,0.521,0.398	0.024
382	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9583811	9583856	9598268	9598301	9542224	9542310	9601306	9601363	382	0,0,17,12,11,15	0,0,14,24,13,9	19,19,11,18,22,22	16,28,22,14,23,14	132	144	1	1.0	NA,NA,0.57,0.353,0.48,0.645	0.564,0.425,0.353,0.584,0.511,0.632	0.001
383	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9604515	9604629	9607796	9607871	9602468	9602501	9610842	9610938	383	0,0,108,99,94,95	0,0,147,166,160,150	121,100,133,116,131,108	231,192,201,221,216,211	174	213	1	1.0	NA,NA,0.474,0.422,0.418,0.437	0.391,0.389,0.448,0.391,0.426,0.385	0.033
384	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9607796	9607871	9610842	9610938	9604515	9604629	9639197	9639347	384	0,0,8,10,12,8	0,0,76,66,76,60	5,13,13,13,13,15	88,111,109,96,111,89	195	174	1	1.0	NA,NA,0.086,0.119,0.123,0.106	0.048,0.095,0.096,0.108,0.095,0.131	0.013
385	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9607796	9607871	9635900	9635969	9604515	9604629	9639197	9639347	385	0,0,81,84,62,77	0,0,76,66,76,60	108,75,86,110,88,94	88,111,109,96,111,89	168	174	1	1.0	NA,NA,0.525,0.569,0.458,0.571	0.56,0.412,0.45,0.543,0.451,0.522	0.041
386	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9610842	9610938	9635900	9635969	9604515	9604629	9639197	9639347	386	0,0,81,84,62,77	0,0,8,10,12,8	108,75,86,110,88,94	5,13,13,13,13,15	168	195	1	1.0	NA,NA,0.922,0.907,0.857,0.918	0.962,0.87,0.885,0.908,0.887,0.879	0.003
387	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9610842	9610938	9635900	9635969	9607796	9607871	9639197	9639347	387	0,0,81,81,63,76	0,0,154,113,115,107	98,72,79,106,77,71	140,128,131,139,148,119	168	195	1	1.0	NA,NA,0.379,0.454,0.389,0.452	0.448,0.395,0.412,0.47,0.377,0.409	0.0
388	"ENSMUSG00000028207.18"	"Asph"	chr4	-	9610842	9610938	9639197	9639347	9607796	9607871	9668780	9669162	388	0,0,132,158,200,128	0,0,154,111,115,107	187,210,157,176,186,187	140,128,131,139,146,119	249	195	1	1.0	NA,NA,0.402,0.527,0.577,0.484	0.511,0.562,0.484,0.498,0.499,0.552	-0.02
395	"ENSMUSG00000035572.16"	"Dcaf10"	chr4	+	45349536	45349591	45359760	45359958	45348105	45348219	45370305	45370508	395	0,0,5,3,7,1	0,0,69,68,38,61	3,2,3,1,3,5	54,95,77,88,78,65	154	297	1	1.0	NA,NA,0.123,0.078,0.262,0.031	0.097,0.039,0.07,0.021,0.069,0.129	0.053
411	"ENSMUSG00000028232.13"	"Tmem68"	chr4	-	3551751	3551891	3554353	3554414	3549040	3550579	3560498	3560692	411	0,0,32,64,82,74	0,0,92,137,121,103	56,70,105,64,67,78	138,121,163,135,141,159	160	239	1	1.0	NA,NA,0.342,0.411,0.503,0.518	0.377,0.464,0.49,0.415,0.415,0.423	0.013
412	"ENSMUSG00000028232.13"	"Tmem68"	chr4	-	3551751	3551891	3560498	3560692	3549040	3550579	3564092	3564257	412	0,0,120,187,188,160	0,0,81,132,116,94	194,171,180,169,175,190	124,119,139,105,133,148	293	239	1	1.0	NA,NA,0.547,0.536,0.569,0.581	0.561,0.54,0.514,0.568,0.518,0.512	0.023
413	"ENSMUSG00000028232.13"	"Tmem68"	chr4	-	3569363	3569752	3570320	3570372	3564092	3564257	3574703	3574809	413	0,0,13,17,9,15	0,0,323,415,432,352	17,8,13,22,13,7	565,453,454,527,421,476	151	488	1	1.0	NA,NA,0.115,0.117,0.063,0.121	0.089,0.054,0.085,0.119,0.091,0.045	0.024
419	"ENSMUSG00000028246.13"	"Faxc"	chr4	+	21948691	21948888	21958443	21958667	21936632	21936768	21982385	21982502	419	0,0,68,78,96,73	0,0,100,67,92,74	63,59,98,69,75,85	64,80,81,107,74,96	296	323	1	1.0	NA,NA,0.426,0.56,0.532,0.518	0.518,0.446,0.569,0.413,0.525,0.491	0.015
420	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59324867	59324907	59329462	59329721	59315711	59315805	59332936	59333033	420	0,0,24,19,14,12	0,0,5,8,9,4	17,21,25,17,21,21	3,2,7,9,11,1	358	139	1	1.0	NA,NA,0.651,0.48,0.377,0.538	0.688,0.803,0.581,0.423,0.426,0.891	-0.124
421	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59365721	59365914	59379598	59379785	59351637	59351729	59380860	59380958	421	0,0,33,18,23,18	0,0,25,17,17,17	29,15,20,20,30,18	19,8,11,19,11,14	286	292	1	1.0	NA,NA,0.574,0.519,0.58,0.519	0.609,0.657,0.65,0.518,0.736,0.568	-0.075
422	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59369530	59369640	59380860	59380958	59365721	59365914	59390572	59390752	422	0,0,6,7,4,6	0,0,11,3,15,6	7,3,5,7,8,10	19,7,16,6,4,10	197	209	1	1.0	NA,NA,0.367,0.712,0.221,0.515	0.281,0.313,0.249,0.553,0.68,0.515	0.022
423	"ENSMUSG00000038578.15"	"Susd1"	chr4	-	59412169	59412322	59423994	59424150	59411269	59411449	59427950	59428064	423	0,0,29,5,3,20	0,0,17,2,13,10	10,9,22,19,15,19	12,11,8,20,4,6	255	252	1	1.0	NA,NA,0.628,0.712,0.186,0.664	0.452,0.447,0.731,0.484,0.787,0.758	-0.062
424	"ENSMUSG00000085614.1"	"1700123M08Rik"	chr4	+	11976443	11976587	11980141	11980408	11966573	11966683	11993864	11993999	424	0,0,4,2,4,0	0,0,5,5,10,6	11,3,7,3,3,0	9,24,12,26,10,4	243	366	1	1.0	NA,NA,0.546,0.376,0.376,0.0	0.648,0.158,0.468,0.148,0.311,0.0	0.036
440	"ENSMUSG00000035696.15"	"Rnf38"	chr4	-	44149024	44149238	44152359	44152553	44143447	44143615	44168242	44168287	440	0,0,14,16,21,13	0,0,65,68,77,62	21,12,15,23,16,20	58,64,70,86,69,72	293	313	1	1.0	NA,NA,0.187,0.201,0.226,0.183	0.279,0.167,0.186,0.222,0.199,0.229	-0.014
448	"ENSMUSG00000041135.15"	"Ripk2"	chr4	-	16139204	16139254	16151916	16152074	16138073	16138235	16155034	16155190	448	0,0,10,22,8,7	0,0,4,4,9,2	13,25,25,7,26,8	5,9,5,21,9,6	257	149	1	1.0	NA,NA,0.592,0.761,0.34,0.67	0.601,0.617,0.744,0.162,0.626,0.436	0.06
449	"ENSMUSG00000041135.15"	"Ripk2"	chr4	-	16151916	16152074	16155034	16155190	16139204	16139254	16158276	16158430	449	0,0,11,14,9,0	0,0,25,23,20,13	13,18,18,7,18,8	23,29,17,35,34,24	255	257	1	1.0	NA,NA,0.307,0.38,0.312,0.0	0.363,0.385,0.516,0.168,0.348,0.251	-0.089
451	"ENSMUSG00000029752.12"	"Asns"	chr6	-	7681933	7682035	7682270	7682456	7681249	7681377	7685168	7685406	451	0,0,662,647,588,457	0,0,257,275,271,234	707,772,847,667,647,673	333,351,356,263,342,306	285	201	1	1.0	NA,NA,0.645,0.624,0.605,0.579	0.6,0.608,0.627,0.641,0.572,0.608	0.004
458	"ENSMUSG00000040183.13"	"Ankrd6"	chr4	-	32818604	32818709	32821256	32821334	32817418	32817550	32822152	32822251	458	0,0,20,15,24,11	0,0,47,40,39,36	24,14,31,16,26,18	40,45,36,28,33,32	177	204	1	1.0	NA,NA,0.329,0.302,0.415,0.26	0.409,0.264,0.498,0.397,0.476,0.393	-0.08
459	"ENSMUSG00000040183.13"	"Ankrd6"	chr4	-	32824395	32824494	32827088	32827187	32823405	32823504	32828709	32828808	459	0,0,33,19,47,26	0,0,24,18,32,16	38,26,32,37,30,31	37,16,31,36,28,39	198	198	1	1.0	NA,NA,0.579,0.514,0.595,0.619	0.507,0.619,0.508,0.507,0.517,0.443	0.06
463	"ENSMUSG00000073888.13"	"Ccl27a"	chr4	-	41771137	41771235	41773464	41773524	41769843	41769976	41773735	41773803	463	0,0,100,113,81,116	0,0,79,74,99,98	100,67,110,130,126,130	118,65,100,80,81,92	159	197	1	1.0	NA,NA,0.611,0.654,0.503,0.595	0.512,0.561,0.577,0.668,0.658,0.636	-0.011
469	"ENSMUSG00000005936.19"	"Kctd20"	chr17	+	28963250	28963371	28963960	28964158	28962809	28962912	28964973	28965084	469	0,0,0,0,0,0	0,0,21,36,22,27	0,1,0,0,0,0	31,22,24,20,29,34	220	297	1	1.0	NA,NA,0.0,0.0,0.0,0.0	0.0,0.058,0.0,0.0,0.0,0.0	-0.01
488	"ENSMUSG00000028444.17"	"Cntfr"	chr4	-	41675019	41675104	41686796	41686886	41670842	41671076	41695310	41695442	488	0,0,51,53,56,48	0,0,81,56,61,47	62,58,88,54,70,62	108,75,117,115,96,85	189	184	1	1.0	NA,NA,0.38,0.48,0.472,0.499	0.359,0.43,0.423,0.314,0.415,0.415	0.065
496	"ENSMUSG00000032827.15"	"Ppp1r9a"	chr6	+	5100431	5100587	5110999	5111053	5077479	5077615	5113600	5113830	496	0,0,108,126,158,104	0,0,33,41,43,28	62,78,78,94,115,104	14,16,16,33,35,33	255	153	1	1.0	NA,NA,0.663,0.648,0.688,0.69	0.727,0.745,0.745,0.631,0.663,0.654	-0.022
520	"ENSMUSG00000047187.9"	"Rab2a"	chr4	+	8561151	8561223	8572525	8572593	8535643	8535908	8577954	8578037	520	0,0,266,260,243,293	0,0,472,547,547,497	314,263,299,298,320,291	543,503,643,484,633,531	171	167	1	1.0	NA,NA,0.355,0.317,0.303,0.365	0.361,0.338,0.312,0.376,0.331,0.349	-0.01
521	"ENSMUSG00000047187.9"	"Rab2a"	chr4	+	8578470	8578563	8582381	8582493	8577954	8578037	8604373	8604442	521	0,0,600,638,689,623	0,0,819,847,923,804	695,609,765,641,744,681	933,943,1000,886,1052,963	192	211	1	1.0	NA,NA,0.446,0.453,0.451,0.46	0.45,0.415,0.457,0.443,0.437,0.437	0.013
524	"ENSMUSG00000033411.16"	"Ctdspl2"	chr2	+	121978891	121979041	121981151	121981364	121977330	121977469	121986948	121987027	524	0,0,0,1,0,0	0,0,3,9,7,7	2,0,0,0,0,0	7,12,9,6,6,5	249	312	1	1.0	NA,NA,0.0,0.122,0.0,0.0	0.264,0.0,0.0,0.0,0.0,0.0	-0.014
550	"ENSMUSG00000041216.15"	"Clvs1"	chr4	+	9281387	9282012	9350646	9350821	9269316	9269471	9424185	9424296	550	0,0,295,245,266,279	0,0,55,56,97,75	326,351,301,333,308,285	106,111,97,98,78,110	724	274	1	1.0	NA,NA,0.67,0.623,0.509,0.585	0.538,0.545,0.54,0.563,0.599,0.495	0.05
551	"ENSMUSG00000041216.15"	"Clvs1"	chr4	+	9281387	9282012	9424185	9424296	9269316	9269471	9429739	9429975	551	0,0,295,245,266,279	0,0,37,62,40,29	327,351,301,333,308,283	43,41,52,43,47,41	724	210	1	1.0	NA,NA,0.698,0.534,0.659,0.736	0.688,0.713,0.627,0.692,0.655,0.667	-0.017
552	"ENSMUSG00000047193.16"	"Dync2h1"	chr9	-	6955906	6955996	6967079	6967289	6941594	6941704	6983389	6983506	552	0,0,51,32,52,23	0,0,17,21,12,14	60,34,41,42,34,48	25,20,17,12,12,24	309	189	1	1.0	NA,NA,0.647,0.482,0.726,0.501	0.595,0.51,0.596,0.682,0.634,0.55	-0.006
556	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3276693	3276729	3287903	3288092	3273421	3273578	3295039	3295182	556	0,0,17,21,9,15	0,0,24,31,14,21	36,8,8,12,13,11	27,23,9,22,12,17	288	135	1	1.0	NA,NA,0.249,0.241,0.232,0.251	0.385,0.14,0.294,0.204,0.337,0.233	-0.022
557	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3309645	3309755	3295321	3295416	3325360	3325478	557	0,0,2,2,1,2	0,0,20,12,23,12	5,1,4,0,0,1	14,16,18,21,15,9	209	246	1	1.0	NA,NA,0.105,0.164,0.049,0.164	0.296,0.069,0.207,0.0,0.0,0.116	0.006
558	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3325360	3325478	3295321	3295416	3327493	3327507	558	0,0,22,17,21,12	0,0,10,10,14,6	18,7,28,19,16,16	5,10,7,4,6,4	217	246	1	1.0	NA,NA,0.714,0.658,0.63,0.694	0.803,0.442,0.819,0.843,0.751,0.819	-0.072
559	"ENSMUSG00000063889.16"	"Crem"	chr18	-	3299161	3299308	3325360	3325478	3295321	3295416	3337379	3337589	559	0,0,29,28,39,12	0,0,8,10,14,6	37,13,40,42,28,21	5,12,7,4,6,4	217	246	1	1.0	NA,NA,0.804,0.76,0.759,0.694	0.893,0.551,0.866,0.922,0.841,0.856	-0.067
567	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41366889	41366930	41371724	41371849	41348995	41349231	41378946	41379870	567	0,0,123,130,116,91	0,0,98,127,144,101	128,128,161,162,159,132	139,127,146,142,164,141	140	224	1	1.0	NA,NA,0.668,0.621,0.563,0.59	0.596,0.617,0.638,0.646,0.608,0.6	-0.007
568	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41366889	41366930	41378946	41379870	41348995	41349231	41387174	41387357	568	0,0,124,135,115,94	0,0,706,701,684,683	127,129,160,157,153,129	871,840,987,940,837,826	140	1023	1	1.0	NA,NA,0.562,0.585,0.551,0.501	0.516,0.529,0.542,0.55,0.572,0.533	0.009
569	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41366889	41366930	41388095	41388197	569	0,0,608,625,601,606	0,0,116,121,146,115	745,755,880,853,752,736	158,171,180,136,138,158	1023	282	1	1.0	NA,NA,0.591,0.587,0.532,0.592	0.565,0.549,0.574,0.634,0.6,0.562	-0.005
570	"ENSMUSG00000028437.14"	"Ubap1"	chr4	+	41378946	41379870	41387174	41387357	41371724	41371849	41388095	41388197	570	0,0,738,792,769,732	0,0,120,134,148,129	928,924,1066,1022,939,905	190,177,196,156,146,172	1023	282	1	1.0	NA,NA,0.629,0.62,0.589,0.61	0.574,0.59,0.6,0.644,0.639,0.592	0.006
577	"ENSMUSG00000001418.13"	"Glmp"	chr3	+	88325676	88325931	88326114	88326312	88325081	88325201	88326410	88326629	577	0,0,1,5,0,1	0,0,1,3,0,0	0,2,0,0,1,5	1,2,0,5,0,0	354	297	1	1.0	NA,NA,0.456,0.583,NA,1.0	0.0,0.456,NA,0.0,1.0,1.0	0.188
579	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59601372	59601567	59606471	59606543	59597256	59597355	59610509	59610875	579	0,0,130,197,160,179	0,0,95,71,97,64	264,268,246,248,253,333	74,99,111,95,102,95	294	171	1	1.0	NA,NA,0.443,0.617,0.49,0.619	0.675,0.612,0.563,0.603,0.591,0.671	-0.077
580	"ENSMUSG00000028383.17"	"Hsdl2"	chr4	+	59606471	59606543	59610509	59610875	59601372	59601567	59612681	59612810	580	0,0,61,64,61,59	0,0,277,274,262,202	89,102,96,111,92,105	320,396,386,361,347,368	171	465	1	1.0	NA,NA,0.375,0.388,0.388,0.443	0.431,0.412,0.403,0.455,0.419,0.437	-0.028
583	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44306989	44307106	44308905	44309049	44306031	44306117	44310289	44310358	583	0,0,10,13,16,15	0,0,8,12,11,4	12,8,12,20,14,7	6,3,14,6,8,7	216	243	1	1.0	NA,NA,0.584,0.549,0.621,0.808	0.692,0.75,0.491,0.789,0.663,0.529	-0.012
584	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44308905	44309049	44310289	44310358	44306989	44307106	44312163	44312256	584	0,0,10,19,24,14	0,0,7,8,5,7	13,14,11,14,25,3	6,8,8,3,4,1	243	168	1	1.0	NA,NA,0.497,0.621,0.768,0.58	0.6,0.547,0.487,0.763,0.812,0.675	-0.031
585	"ENSMUSG00000035683.13"	"Melk"	chr4	+	44308947	44309049	44310289	44310358	44306989	44307106	44312163	44312256	585	0,0,0,0,1,0	0,0,7,8,5,7	0,0,0,0,0,0	6,8,8,3,4,1	201	168	1	1.0	NA,NA,0.0,0.0,0.143,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.036
593	"ENSMUSG00000028420.13"	"Tmem38b"	chr4	+	53840626	53840783	53848865	53849050	53826044	53826220	53850473	53850561	593	0,0,23,33,31,37	0,0,78,102,99,84	39,44,31,48,61,35	141,91,110,135,93,94	256	284	1	1.0	NA,NA,0.246,0.264,0.258,0.328	0.235,0.349,0.238,0.283,0.421,0.292	-0.029
595	"ENSMUSG00000040738.10"	"Ints8"	chr4	-	11248170	11248311	11252775	11252950	11247831	11247903	11253980	11254258	595	0,0,111,79,87,78	0,0,26,35,34,9	85,80,116,100,109,86	33,28,47,32,23,31	274	240	1	1.0	NA,NA,0.789,0.664,0.691,0.884	0.693,0.714,0.684,0.732,0.806,0.708	0.034
605	"ENSMUSG00000041261.9"	"Car8"	chr4	-	8189296	8189392	8221549	8221674	8185575	8185638	8237918	8238110	605	0,0,54,30,44,41	0,0,27,33,45,29	76,25,57,59,54,67	49,35,72,40,54,47	224	195	1	1.0	NA,NA,0.635,0.442,0.46,0.552	0.575,0.383,0.408,0.562,0.465,0.554	0.031
607	"ENSMUSG00000050323.14"	"Ndufaf6"	chr4	-	11060860	11060994	11066650	11066707	11059011	11059113	11070199	11070322	607	0,0,4,12,7,1	0,0,19,21,40,33	1,3,9,8,5,9	37,45,38,29,48,30	156	233	1	1.0	NA,NA,0.239,0.46,0.207,0.043	0.039,0.091,0.261,0.292,0.135,0.309	0.049
608	"ENSMUSG00000050323.14"	"Ndufaf6"	chr4	-	11062049	11062152	11066650	11066707	11060860	11060994	11070199	11070322	608	0,0,3,12,7,1	0,0,46,57,42,46	1,3,7,9,5,8	48,43,49,39,54,31	156	202	1	1.0	NA,NA,0.078,0.214,0.178,0.027	0.026,0.083,0.156,0.23,0.107,0.25	-0.018
609	"ENSMUSG00000045205.16"	"Dpy19l4"	chr4	-	11281003	11281124	11285053	11285173	11277928	11277985	11287474	11287633	609	0,0,40,87,57,41	0,0,62,63,73,44	58,73,63,57,42,64	84,85,67,62,73,67	219	220	1	1.0	NA,NA,0.393,0.581,0.44,0.483	0.41,0.463,0.486,0.48,0.366,0.49	0.025
610	"ENSMUSG00000066324.2"	"Impad1"	chr4	-	4769311	4769473	4776313	4776409	4762483	4767972	4778192	4778355	610	0,0,75,100,120,58	0,0,137,188,248,177	87,104,94,113,89,131	237,199,243,193,270,258	195	261	1	1.0	NA,NA,0.423,0.416,0.393,0.305	0.329,0.412,0.341,0.439,0.306,0.405	0.012
686	"ENSMUSG00000025898.6"	"Cwf19l2"	chr9	+	3430437	3431087	3441054	3441145	3428667	3428783	3442960	3443047	686	0,0,88,170,173,134	0,0,18,36,23,38	213,226,230,258,203,233	36,27,34,36,39,27	749	190	1	1.0	NA,NA,0.554,0.545,0.656,0.472	0.6,0.68,0.632,0.645,0.569,0.686	-0.079
687	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4427029	4427144	4432772	4432887	4424319	4424454	4456004	4456252	687	0,0,92,90,107,111	0,0,82,89,70,59	51,49,45,54,62,77	87,71,62,60,84,92	214	214	1	1.0	NA,NA,0.529,0.503,0.605,0.653	0.37,0.408,0.421,0.474,0.425,0.456	0.147
688	"ENSMUSG00000025892.16"	"Gria4"	chr9	-	4432772	4432887	4456004	4456252	4424319	4424454	4461905	4462104	688	0,0,119,129,139,115	0,0,59,55,71,72	71,91,103,107,134,108	36,32,31,45,39,50	347	214	1	1.0	NA,NA,0.554,0.591,0.547,0.496	0.549,0.637,0.672,0.595,0.679,0.571	-0.07
