decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1
CTC-250I14.6_13153406	0.000001	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.001319	0.000001	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000001	0.000000	0.000000	-1.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
CTC-308K20.2_172955589	0.000034	0.000595	-1.000000	0.010876	-1.000000	0.021933	-1.000000	0.001272	-1.000000	-1.000000	-1.000000	0.006613	0.138988	0.000165	-1.000000	-1.000000	0.039483	-1.000000	0.000531	-1.000000	0.013259	-1.000000	-1.000000	0.002290	0.021933	0.003313	0.005639	0.020664	0.002590	0.005101	0.013139	-1.000000	0.042067	-1.000000	0.004253	0.021933	-1.000000	-1.000000	0.004563	0.029793	0.039483	0.020664	-1.000000	0.000210	-1.000000	-1.000000	0.010198	0.006224	-1.000000	-1.000000	0.001272	-1.000000	0.001652	0.003309	-1.000000	-1.000000	-1.000000	0.039483	0.000676	-1.000000	0.001700	-1.000000	0.001357	-1.000000	-1.000000	0.000776	-1.000000	-1.000000	-1.000000	-1.000000	0.000548	0.021933	-1.000000	-1.000000	-1.000000	0.002590	-1.000000	-1.000000	-1.000000	-1.000000	0.028242	0.001083	-1.000000	-1.000000	0.000285	-1.000000	0.002306	-1.000000	-1.000000	-1.000000	0.000676	0.024999	-1.000000	0.000183	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000085
CTC-308K20.2_172955593	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000001	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
CTC-338M12.6_181197439	-1.000000	0.000083	-1.000000	0.000074	-1.000000	0.031243	0.100296	0.000238	0.000018	-1.000000	-1.000000	0.000004	-1.000000	-1.000000	0.000041	-1.000000	0.097611	0.000018	0.000005	-1.000000	0.005446	-1.000000	-1.000000	0.000007	0.062283	0.000149	0.000031	0.000004	0.000005	-1.000000	0.000330	-1.000000	0.075040	-1.000000	0.099173	0.062283	0.000035	0.004392	0.000167	0.000865	0.097611	0.000004	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.253133	-1.000000	-1.000000	0.000238	-1.000000	0.000014	-1.000000	0.005848	-1.000000	-1.000000	0.057233	0.000014	-1.000000	0.000026	-1.000000	0.000011	0.025727	-1.000000	0.000032	-1.000000	-1.000000	-1.000000	0.000117	-1.000000	0.062283	-1.000000	-1.000000	-1.000000	0.000005	-1.000000	-1.000000	-1.000000	-1.000000	0.073021	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000005	-1.000000	-1.000000	-1.000000	0.004660	0.005883	-1.000000	0.000048	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.006151
CTC-338M12.7_181225274	0.003306	0.001565	-1.000000	-1.000000	-1.000000	0.012445	0.005184	0.002167	0.006411	-1.000000	-1.000000	0.000628	0.189314	0.007575	0.109666	-1.000000	0.261612	0.029076	0.000173	-1.000000	0.013722	0.000147	-1.000000	0.000670	0.012445	-1.000000	0.024506	0.001294	0.000698	0.013390	0.083135	-1.000000	0.003891	0.000197	0.261612	0.012445	-1.000000	0.000532	-1.000000	0.003892	0.261612	0.001791	-1.000000	0.063397	-1.000000	-1.000000	0.004233	0.001130	-1.000000	-1.000000	0.002167	-1.000000	-1.000000	0.000087	0.000017	-1.000000	-1.000000	0.254688	0.142236	0.000012	0.142270	-1.000000	0.001658	-1.000000	-1.000000	0.001253	-1.000000	-1.000000	-1.000000	0.001601	0.002802	0.012445	-1.000000	-1.000000	-1.000000	0.000698	-1.000000	-1.000000	-1.000000	-1.000000	0.002599	0.005840	-1.000000	-1.000000	0.002688	-1.000000	0.000698	-1.000000	-1.000000	-1.000000	0.104104	0.004389	-1.000000	0.011550	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.001283
CTC-338M12.7_181225277	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
CTC-360G5.6_38871258	0.001310	0.001889	-1.000000	0.004761	-1.000000	0.020578	0.001225	0.008998	0.000592	-1.000000	-1.000000	0.001051	0.000001	0.000478	0.001737	-1.000000	0.020765	0.025320	0.072410	-1.000000	0.010631	-1.000000	-1.000000	0.002523	0.020578	0.005236	0.003169	0.002136	0.000447	0.002196	0.001450	-1.000000	0.024362	0.112417	0.022169	0.020578	-1.000000	0.013742	0.251215	0.000668	0.022169	0.002136	-1.000000	0.013475	-1.000000	-1.000000	0.005536	0.005063	-1.000000	-1.000000	0.007023	-1.000000	0.000686	0.105526	0.000612	-1.000000	0.000006	0.022169	0.002571	-1.000000	0.000633	-1.000000	0.004456	0.001910	-1.000000	0.042311	-1.000000	-1.000000	-1.000000	0.289197	0.004344	0.027200	-1.000000	-1.000000	-1.000000	0.016683	0.000006	-1.000000	-1.000000	-1.000000	0.005428	0.011110	-1.000000	0.000032	0.002022	-1.000000	0.002209	-1.000000	-1.000000	0.000001	0.000833	0.001030	-1.000000	0.001229	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000358
CTC-366B18.2_75599075	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	0.000016	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000004	-1.000000	0.000021	-1.000000	-1.000000	0.000093	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000012	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000119	0.000001	0.000119	0.000031	-1.000000	-1.000000	-1.000000	-1.000000	0.000093	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000006	0.000090	-1.000000	0.000020	-1.000000	-1.000000	-1.000000	-1.000000	0.000797	-1.000000	-1.000000	0.000119	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.001386	0.000012	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000024	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
CTC-453G23.5_48119147	-1.000000	0.017976	0.000578	0.224909	0.000570	0.005940	0.000423	0.001765	0.125518	-1.000000	0.000178	0.090350	-1.000000	0.000103	0.000996	0.000101	0.003369	0.063128	0.001713	0.001558	0.003899	-1.000000	-1.000000	0.000367	0.005940	-1.000000	0.016728	0.000183	0.005311	0.004054	0.000437	0.019415	0.000002	0.002789	0.003393	0.003530	0.000628	0.081952	0.002032	0.000003	0.007884	0.000183	-1.000000	0.015166	0.022983	0.000053	0.007160	0.001534	0.005478	-1.000000	0.001384	-1.000000	-1.000000	0.000308	0.081383	0.000178	0.046280	0.006742	0.203346	0.000348	0.014113	-1.000000	0.001829	0.013349	0.001822	0.004253	0.000178	-1.000000	0.000178	0.000510	0.000035	0.000081	-1.000000	-1.000000	-1.000000	0.005311	0.006088	0.001823	0.001558	-1.000000	0.001479	0.000026	0.002466	0.002111	-1.000000	0.000742	0.000256	-1.000000	0.000063	0.104614	0.108736	0.000437	-1.000000	0.015738	0.019415	-1.000000	0.000178	0.000081	0.014434	0.069679
CTC-453G23.5_48119319	-1.000000	0.002526	0.000073	0.000013	0.001064	0.002365	0.000638	-1.000000	0.008914	-1.000000	-1.000000	0.011537	-1.000000	0.000370	0.000992	-1.000000	0.001461	0.004565	-1.000000	0.000000	0.004167	-1.000000	-1.000000	-1.000000	0.002365	-1.000000	0.000037	-1.000000	-1.000000	0.001311	0.004030	0.002706	0.011976	-1.000000	0.001331	0.000132	0.000000	0.002221	-1.000000	0.000141	0.002790	-1.000000	-1.000000	0.201624	-1.000000	-1.000000	0.003165	0.008632	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.009062	-1.000000	0.003508	0.002293	0.000196	0.000000	0.033257	-1.000000	0.111938	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.002365	-1.000000	-1.000000	-1.000000	-1.000000	0.000001	-1.000000	-1.000000	-1.000000	0.011513	0.005139	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000537	0.000042	-1.000000	0.001482	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000
CTC-453G23.5_48119323	-1.000000	0.000002	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000002	0.001319	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000001	-1.000000	-1.000000	0.000002	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000002	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000002	-1.000000	-1.000000	0.000002	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000001	0.000000	0.000001	-1.000000	0.000001	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000001	0.000000	-1.000000	0.000002	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
CTC-453G23.5_48123158	-1.000000	0.020037	0.000000	-1.000000	0.000009	0.002241	0.000618	0.001060	0.000065	-1.000000	0.000834	0.000492	-1.000000	0.000255	0.000010	0.000228	0.187302	0.000026	0.010532	0.000004	0.001272	0.000001	-1.000000	0.000444	0.001763	0.001084	0.000005	0.000423	0.000135	0.000097	0.000022	0.000022	0.109870	0.044584	0.119515	0.002241	0.000004	0.000208	0.007302	0.000048	0.100198	0.001188	-1.000000	0.000161	0.000000	-1.000000	0.000180	0.000615	0.012825	-1.000000	0.000751	0.000029	-1.000000	0.000489	0.001367	0.000559	0.000007	0.109870	0.000015	0.000003	0.000011	-1.000000	0.000002	0.000044	0.170935	0.000523	0.000946	-1.000000	0.000834	0.000017	0.002033	0.002241	-1.000000	-1.000000	-1.000000	0.000252	0.000010	0.001319	0.000002	0.000082	0.006278	0.000022	0.000002	0.000000	0.000003	-1.000000	0.000160	-1.000000	0.000077	0.000007	0.000274	0.000168	-1.000000	0.018515	0.000022	-1.000000	0.000014	0.000529	0.000001	0.000014
CTC-453G23.8_48211741	0.134331	-1.000000	-1.000000	0.543928	-1.000000	0.120402	-1.000000	0.376444	-1.000000	-1.000000	-1.000000	0.189757	-1.000000	-1.000000	0.344144	-1.000000	0.212191	-1.000000	-1.000000	0.000720	0.570777	-1.000000	-1.000000	-1.000000	0.134345	-1.000000	0.398058	-1.000000	-1.000000	0.262674	0.361188	-1.000000	0.114442	-1.000000	0.212191	0.134345	-1.000000	-1.000000	-1.000000	-1.000000	0.212191	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.205483	0.182365	-1.000000	-1.000000	0.650705	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.212191	0.386478	-1.000000	0.303649	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.134345	0.011103	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.290329	-1.000000	-1.000000	-1.000000	0.176909	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.191937	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
CTC-490G23.4_43361478	0.026883	0.035026	-1.000000	0.000831	-1.000000	0.339632	-1.000000	-1.000000	0.003723	-1.000000	-1.000000	0.065679	-1.000000	0.000739	0.000667	-1.000000	0.249308	0.151393	-1.000000	-1.000000	0.000100	-1.000000	-1.000000	0.027116	0.391053	-1.000000	0.000402	0.094276	0.015565	0.001299	0.003827	-1.000000	-1.000000	-1.000000	0.200359	0.346991	-1.000000	0.050225	-1.000000	0.009043	0.249308	0.094276	-1.000000	-1.000000	-1.000000	-1.000000	0.002417	0.213287	-1.000000	-1.000000	0.021818	-1.000000	0.016625	0.000073	0.000346	-1.000000	0.000542	0.004116	0.000046	-1.000000	0.000248	-1.000000	0.074715	-1.000000	0.126676	-1.000000	-1.000000	0.000025	-1.000000	-1.000000	0.001097	0.353906	-1.000000	-1.000000	-1.000000	0.015565	-1.000000	-1.000000	-1.000000	-1.000000	0.306832	0.004837	-1.000000	0.004217	0.002012	-1.000000	0.015565	-1.000000	-1.000000	-1.000000	-1.000000	0.010279	-1.000000	0.001347	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000365
CTC-492K19.4_40443840	0.002657	0.000069	-1.000000	0.000042	-1.000000	0.000028	0.000030	0.000035	0.000005	-1.000000	-1.000000	0.000006	0.000061	0.000123	0.000011	-1.000000	0.000256	0.000026	-1.000000	-1.000000	0.000085	-1.000000	-1.000000	0.002672	0.000039	0.000030	0.004651	0.000004	0.009623	0.000023	0.000004	-1.000000	0.000016	0.040405	0.000256	0.000049	-1.000000	0.000026	0.000018	0.000023	0.000256	0.000004	-1.000000	0.000001	-1.000000	-1.000000	0.000041	0.000107	-1.000000	-1.000000	0.000024	-1.000000	0.000031	0.000105	0.001401	-1.000000	-1.000000	0.000010	0.000005	-1.000000	0.000003	-1.000000	0.000013	0.000001	-1.000000	0.000247	-1.000000	-1.000000	-1.000000	0.000201	0.000035	0.000049	-1.000000	-1.000000	-1.000000	0.009623	0.007985	-1.000000	-1.000000	-1.000000	0.000098	0.000070	-1.000000	-1.000000	0.000003	-1.000000	0.009623	0.000002	-1.000000	-1.000000	-1.000000	0.000003	-1.000000	0.000069	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000010
CTC-492K19.4_40443846	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	0.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	-1.000000	0.000000	0.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000	-1.000000	0.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000000
CTC-492K19.4_40444176	0.001100	0.000147	-1.000000	0.000012	-1.000000	0.165596	0.001146	0.001034	0.104604	-1.000000	-1.000000	0.036005	0.162142	0.000135	0.082794	-1.000000	0.049782	0.088449	-1.000000	-1.000000	0.001220	-1.000000	-1.000000	0.433116	0.165596	0.004059	0.014929	0.000477	0.250558	0.000292	0.009312	-1.000000	0.076937	0.001844	0.073507	0.165596	-1.000000	0.246490	0.000020	0.000005	0.079304	0.000191	-1.000000	0.002249	-1.000000	-1.000000	0.000219	0.051959	-1.000000	-1.000000	0.001034	-1.000000	0.001907	0.000347	0.305118	-1.000000	-1.000000	0.079304	0.004210	-1.000000	0.047134	-1.000000	0.001353	0.000027	0.000004	0.001225	-1.000000	-1.000000	-1.000000	0.001542	0.000875	0.165596	-1.000000	-1.000000	-1.000000	0.243372	0.000020	-1.000000	-1.000000	-1.000000	0.073204	0.403092	-1.000000	0.035189	0.007827	-1.000000	0.258681	0.000009	-1.000000	-1.000000	-1.000000	0.000173	-1.000000	0.000147	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.056131
CTC-492K19.4_40444225	0.000068	0.070107	-1.000000	0.000022	-1.000000	0.053725	0.003793	0.000050	0.056859	-1.000000	-1.000000	0.012167	0.000584	0.049097	0.074745	-1.000000	0.089614	0.045648	-1.000000	-1.000000	0.000070	-1.000000	-1.000000	0.071551	0.053725	0.000014	0.090999	0.093004	0.000000	0.000053	0.134972	-1.000000	0.053725	0.000412	0.089614	0.053725	-1.000000	0.013422	0.018257	0.000937	0.089614	0.093004	-1.000000	0.036141	-1.000000	-1.000000	0.000018	0.011391	-1.000000	-1.000000	0.000050	-1.000000	0.003785	0.000595	0.004490	-1.000000	-1.000000	0.053725	0.045600	-1.000000	0.179278	-1.000000	0.092304	0.000058	0.000003	0.000433	-1.000000	-1.000000	-1.000000	0.000745	0.000682	0.004394	-1.000000	-1.000000	-1.000000	0.071551	0.049230	-1.000000	-1.000000	-1.000000	0.041838	0.143219	-1.000000	0.000003	0.000115	-1.000000	0.071551	0.000001	-1.000000	-1.000000	-1.000000	0.000010	0.000001	0.000045	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.034606
CTC-492K19.4_40444226	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000
CTC-506B8.1_96741597	0.001464	0.000015	0.000005	0.004735	-1.000000	0.040827	0.006007	0.005408	0.018830	0.000458	-1.000000	0.138205	-1.000000	0.000059	0.010075	0.000002	0.036708	0.009384	0.000000	0.000022	0.014067	-1.000000	-1.000000	0.000041	0.040827	0.006007	0.000610	0.000404	0.000084	0.000182	0.002054	-1.000000	0.036708	0.000001	0.036708	0.045083	0.000001	0.338608	0.000001	0.022914	0.036708	0.000420	-1.000000	0.006279	0.000009	0.007395	0.004522	0.045910	-1.000000	0.010942	0.005256	-1.000000	0.003690	0.000235	0.010074	-1.000000	0.000005	0.036708	0.003690	0.000001	0.000686	0.001555	0.000174	0.026261	0.000169	0.000474	-1.000000	0.000604	-1.000000	0.000743	0.001374	0.040827	-1.000000	0.000000	-1.000000	0.000309	0.003753	-1.000000	0.000013	-1.000000	0.052142	0.010564	-1.000000	0.002049	0.000282	-1.000000	0.000053	-1.000000	0.000002	0.000000	0.000118	0.012706	0.005920	0.000015	-1.000000	0.016123	-1.000000	-1.000000	-1.000000	0.000209
CTC-510F12.6_11324006	0.000021	0.000704	-1.000000	0.000164	-1.000000	0.015808	0.000008	0.000000	0.000181	-1.000000	-1.000000	0.011844	-1.000000	0.000006	0.000017	-1.000000	0.018667	0.000020	0.000502	-1.000000	0.000001	-1.000000	-1.000000	0.009858	0.015808	0.000033	0.000386	0.017283	0.014178	0.000033	0.000002	-1.000000	0.020661	0.000313	0.018667	0.015808	-1.000000	-1.000000	-1.000000	0.000217	0.018667	0.002677	-1.000000	-1.000000	-1.000000	-1.000000	0.000135	0.029706	-1.000000	-1.000000	0.000001	-1.000000	0.000011	0.000038	0.000001	-1.000000	-1.000000	0.022542	0.000730	-1.000000	-1.000000	-1.000000	0.008206	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.001131	0.000232	0.015808	-1.000000	-1.000000	-1.000000	0.013105	-1.000000	-1.000000	-1.000000	-1.000000	0.069332	0.000730	-1.000000	-1.000000	0.000017	-1.000000	0.014178	-1.000000	-1.000000	-1.000000	0.000872	0.000006	-1.000000	0.000465	-1.000000	-1.000000	-1.000000	-1.000000	-1.000000	0.000029
CTC-524C5.2_5428152	0.026785	0.001593	0.000141	0.003213	-1.000000	0.046320	0.028259	0.106609	0.000809	0.001241	-1.000000	0.000693	0.025103	0.000458	0.001281	0.006524	0.045136	0.005263	0.002407	0.000161	0.020943	0.000367	0.000178	0.000100	0.044321	0.034416	0.000456	0.006320	0.000100	0.017641	0.003287	-1.000000	0.045136	0.068485	0.056590	0.046320	0.000169	0.000527	0.046297	0.006691	0.045136	0.004384	-1.000000	0.000452	-1.000000	0.009273	0.007254	0.045136	-1.000000	0.000424	0.106609	-1.000000	0.028259	0.001771	0.002859	-1.000000	0.003034	0.096877	0.004443	0.000168	0.000762	0.002455	0.000816	-1.000000	-1.000000	0.006212	-1.000000	0.001391	-1.000000	-1.000000	0.001395	0.044321	0.000225	0.002455	0.001264	0.000100	0.020307	0.005745	0.000161	0.002366	0.045136	0.004024	-1.000000	0.000324	0.009570	-1.000000	0.000100	0.000318	0.006257	0.000412	0.002618	0.032872	0.000720	0.001314	-1.000000	0.000424	-1.000000	-1.000000	0.013781	0.024994
CTC-529G1.1_160686262	0.063198	0.357562	0.000624	0.024481	0.022035	0.031072	0.030346	0.073314	0.116372	0.000046	0.011530	0.076196	0.059843	0.054775	0.000035	0.000418	0.031072	0.144124	0.025873	0.000026	0.363023	0.000048	0.000916	0.081272	0.031072	0.033036	0.059767	0.073314	0.049486	0.073664	0.059601	0.000234	0.031072	0.006869	0.036517	0.031072	0.440285	0.112768	-1.000000	0.000131	0.031072	0.073314	-1.000000	0.049774	0.000002	0.000031	0.001195	0.061688	0.000045	0.187401	0.073314	0.052501	0.033036	0.020873	0.161360	0.010632	0.000620	0.031072	0.060952	0.003172	0.057964	0.501175	0.038160	0.103414	0.009939	0.016746	0.014836	0.000167	0.011530	0.048215	0.020873	0.031072	0.001295	0.501175	0.000167	0.049486	0.036903	0.067543	0.179032	0.001115	0.060637	0.022766	0.008118	0.065277	0.063520	-1.000000	0.049486	-1.000000	0.001673	0.000442	0.059601	0.060953	0.261587	0.081419	0.000234	0.129941	0.011530	0.002522	0.012946	0.079984
CTC-550B14.7_55045249	0.387562	0.387279	-1.000000	0.354584	0.113577	0.234652	0.361459	0.316248	0.311879	-1.000000	0.040252	0.374329	0.291233	0.272341	0.232065	-1.000000	0.400633	0.381572	0.104601	0.000205	0.302249	0.011224	0.026322	0.063268	0.300742	0.348929	0.220914	0.401109	0.063268	0.259923	0.302866	0.070186	0.245422	0.000217	0.400633	0.313160	-1.000000	0.402964	-1.000000	0.423456	0.400633	0.401109	0.021402	-1.000000	0.003572	-1.000000	0.201762	0.470661	0.000060	-1.000000	0.316248	0.045313	0.400577	0.000123	0.370048	0.040252	-1.000000	0.245422	0.215628	0.001166	0.102778	0.005267	-1.000000	0.265049	0.091653	0.239935	0.021431	-1.000000	0.029523	-1.000000	0.229033	0.300742	-1.000000	-1.000000	-1.000000	0.063268	0.250116	0.027049	0.000205	0.000382	0.470661	0.349850	0.074384	0.065031	-1.000000	0.046296	0.063268	0.005592	-1.000000	0.028371	0.147457	0.294622	0.000650	0.400295	0.070186	0.000860	0.062107	0.048354	0.024996	-1.000000
