decoyID	oryAfe1	vicPac2	allMis1	dasNov3	gadMor1	papAnu2	eptFus1	pteAle1	octDeg1	melUnd1	hapBur1	otoGar3	eleEdw1	chrAsi1	felCat8	galGal4	panTro4	chiLan1	criGri1	pelSin1	tupChi1	latCha1	ficAlb2	bosTau8	macFas5	myoDav1	canFam3	turTru2	capHir1	loxAfr3	musFur1	fr3	nomLeu3	mesAur1	gorGor3	chlSab2	cheMyd1	cavPor3	eriEur2	equCab2	hg38	orcOrc1	petMar2	jacJac1	anoCar2	anaPla1	triMan1	calJac3	oryLat2	geoFor1	pteVam1	astMex1	myoLuc2	mm10	hetGla2	oreNil2	monDom5	ponAbe2	odoRosDiv1	chrPic2	ailMel1	falPer1	susScr3	ochPri3	ornAna1	micOch1	neoBri1	amaVit1	punNye1	oryCun2	rn6	rheMac3	colLiv1	falChe1	araMac1	oviAri3	sorAra2	xipMac1	apaSpi1	lepOcu1	saiBol1	speTri2	gasAcu1	sarHar1	echTel2	tetNig2	panHod1	pseHum1	melGal1	macEug2	lepWed1	cerSim1	zonAlb1	camFer1	takFla1	taeGut2	mayZeb1	danRer10	xenTro7	conCri1	max_spliceai_score
AP4E1_50958259_D	7.3e-05	0.179435	-1	0.000497	-1	0.089131	0.040502	0.015317	1.6e-05	-1	-1	0.005414	0.001157	2.5e-05	0.00388	-1	0.233378	0.001274	0.092099	0.00172	0.520424	-1	-1	0.003407	0.092578	0.041082	0.231401	0.16064	0.00388	0.061717	0.023898	-1	0.281555	-1	-1	0.092578	0.005414	2e-06	1e-06	0.056522	0.233378	0.16064	-1	0.001717	-1	0.005955	0.049433	0.081088	-1	-1	0.015317	-1	0.055491	0.000103	0.001651	-1	0.008295	0.233378	0.150644	0.000348	0.197339	3e-06	0.013931	0.001482	-1	0.002163	-1	-1	-1	9e-06	3.2e-05	0.092578	0.246149	3e-06	-1	0.003156	-1	-1	-1	-1	0.00016	0.000172	-1	0.000151	0.039345	-1	0.003407	-1	-1	0.000127	0.16969	0.000494	-1	0.150533	-1	-1	-1	-1	-1	0.022806	0.520424
SLC38A8_84033765_D	-1	0.007885	-1	4e-05	-1	0.007847	0.013807	0.520237	-1	-1	-1	0.023449	-1	-1	0.002846	2.3e-05	0.009038	-1	3.1e-05	-1	0.003551	-1	-1	-1	0.024943	0.481268	9e-06	7.9e-05	-1	-1	5.9e-05	-1	0.011391	1e-06	-1	0.008398	-1	-1	-1	3.1e-05	0.009038	9.8e-05	-1	2e-06	-1	-1	-1	-1	-1	-1	0.014475	-1	0.519551	0.00671	-1	-1	-1	-1	-1	-1	0.001087	-1	-1	0.017097	-1	0.000887	-1	-1	-1	0.00052	0.004249	0.010973	-1	-1	-1	-1	-1	-1	-1	-1	0.002019	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.000695	0.003379	-1	0.001531	-1	-1	-1	-1	-1	0.000792	0.520237
HPSE_83309596_D	0.519986	0.404899	-1	5.5e-05	-1	0.249094	0.474827	0.031589	0.006484	-1	-1	8.3e-05	0.001433	0.064815	-1	-1	0.154673	0.000772	0.000172	-1	3e-05	-1	-1	0.006167	0.1586	0.003185	0.003232	0.000911	0.000804	0.007965	0.021116	-1	0.199929	0.000274	0.154673	0.190073	0.005267	0.000237	0.001152	0.015836	0.154673	0.001018	-1	-1	-1	-1	0.02602	0.108964	-1	-1	0.042993	-1	0.011409	0.002507	5.1e-05	-1	-1	0.108271	0.001284	0.000121	0.031829	-1	0.001234	0.000206	-1	0.025435	-1	-1	-1	0.001839	2e-04	0.173142	-1	-1	-1	0.000594	-1	-1	-1	-1	0.14606	2.1e-05	-1	0.000894	0.000245	-1	0.000703	-1	-1	-1	0.002117	0.002508	-1	0.407323	-1	-1	-1	-1	-1	0.000437	0.519986
MSN_65738059_D	0.02147	-1	-1	0.120631	-1	0.042993	0.084391	0.054667	0.00553	-1	-1	0.11384	-1	0.024747	0.107314	-1	-1	0.044286	0.051905	-1	0.064906	-1	-1	0.100849	0.040664	0.032506	0.023046	0.002941	0.059508	0.013266	0.041744	-1	0.019232	0.016888	0.040664	0.040664	-1	0.007113	0.006221	0.019746	0.040664	0.001604	-1	-1	-1	-1	0.049934	0.044744	-1	-1	0.041802	-1	0.023691	0.007937	0.07882	-1	-1	0.027283	0.129956	-1	0.022537	-1	0.029449	0.519038	-1	0.00025	-1	-1	-1	0.007699	0.000945	0.040664	-1	-1	-1	0.059508	0	-1	-1	-1	0.043068	0.001884	-1	-1	0.066671	-1	0.11145	-1	-1	-1	0.028888	0.001127	-1	-1	-1	-1	-1	-1	-1	0.024071	0.519038
KCTD3_215586994_D	0.241554	0.007606	-1	0.069592	-1	0.37894	-1	-1	0.000413	-1	-1	0.036407	-1	-1	0.031855	-1	0.137375	0.000296	0.140758	-1	3.3e-05	-1	-1	0.022706	0.171232	-1	0.008707	0.006778	0.052874	0.264357	0.019775	-1	0.347741	0.093623	0.518729	0.37894	-1	0	-1	0.026961	0.364012	0.00731	-1	0.079118	0.000366	-1	0.154751	0.001876	-1	-1	-1	-1	-1	-1	5e-06	-1	-1	0.347741	0.365488	-1	0.052746	-1	0.013672	0.005594	0	-1	-1	-1	-1	0.000372	2e-06	0.37894	-1	-1	-1	0.022515	-1	-1	-1	-1	0.000445	0.001555	-1	-1	3e-06	-1	0.022515	-1	-1	-1	0.287793	0.061721	-1	0.388044	-1	-1	-1	-1	-1	0.016519	0.518729
GCN1_120185129_D	1.2e-05	0.000914	-1	1.6e-05	-1	0.004023	0.023425	2.3e-05	0.002037	-1	-1	0.001362	0.005154	0.000212	0.000117	-1	0.006045	0.008725	0.038051	-1	0.000132	-1	-1	-1	0.004344	0.026853	0.000246	2.3e-05	-1	0.288777	0.000193	-1	0.004914	0.00011	0.006045	0.004344	-1	0.000252	0.00046	2.8e-05	0.006045	2.9e-05	-1	-1	-1	-1	3.5e-05	0.009186	-1	-1	2.3e-05	-1	0.000211	0.000196	0.009759	-1	-1	0.006045	0.000153	-1	0.000502	-1	-1	7e-06	-1	3.7e-05	-1	-1	-1	0.000162	0.003327	0.004344	-1	-1	-1	-1	5.8e-05	-1	-1	-1	-1	0.518643	-1	0.000224	3.9e-05	-1	-1	-1	-1	-1	0.000491	0.001342	-1	0.00051	-1	-1	-1	-1	-1	0.000121	0.518643
VPS13D_12311354_D	3e-06	0.028308	-1	0	4.1e-05	0.006624	0.018027	0.016967	4.4e-05	0.000165	5e-06	0.014517	0.000244	-1	0.017811	-1	0.145214	0.000568	0.012357	-1	0.016345	-1	-1	0.08639	0.001479	0.010605	0.001385	0.003892	0.025242	0.022892	0.000554	-1	0.145214	-1	0.145214	0.067856	-1	0.000851	0.001229	4e-05	0.145214	0.00276	-1	0.000516	-1	-1	0.011977	0.518517	-1	-1	0.016967	-1	0.001762	0.000146	0.047108	1.6e-05	0.000283	0.21627	0.003549	-1	0.014887	-1	0.006315	0.096318	-1	0.010868	-1	2.2e-05	8e-06	0.00016	0.003365	0.001479	0.000279	-1	1.5e-05	0.013993	0.000957	-1	-1	-1	0.368947	0.001575	9e-06	-1	0.000155	-1	0.013993	-1	-1	-1	0.003096	0.025458	-1	0.046158	-1	-1	8e-06	-1	-1	0.000391	0.518517
ECM2_92503310_D	-1	2.5e-05	-1	-1	-1	0.474719	0.000295	6e-06	0.010514	-1	-1	0.340717	-1	1.2e-05	1.9e-05	-1	0.427639	0.109105	0.093453	-1	0.006826	-1	-1	0.000111	0.504099	0.008647	0.004811	0.00807	5.3e-05	7e-06	8.1e-05	-1	0.518485	0.061055	0.461345	0.452878	-1	0.079261	-1	3.5e-05	0.465865	0.00807	-1	-1	-1	-1	0.008107	2.9e-05	-1	-1	6e-06	-1	0.007012	-1	0.031367	-1	-1	0.503199	0.000392	-1	0.000773	-1	3.7e-05	0.000261	-1	0.033113	-1	-1	-1	0.000236	0.271331	0.504099	-1	-1	-1	6.7e-05	-1	-1	-1	-1	0	0.01785	-1	-1	0.060096	-1	5.3e-05	-1	-1	-1	0.000837	4.2e-05	-1	2.5e-05	-1	-1	-1	-1	-1	1.1e-05	0.518485
LONRF3_119009493_D	6e-06	0.001576	-1	5.2e-05	-1	0.002354	0.006668	3e-05	0.000358	-1	-1	0.005661	9.6e-05	0.000156	0.003703	-1	0.009274	0.00025	0.450186	-1	0.000478	-1	-1	0.001772	0.002354	0.08846	0.00143	0.003677	0.00089	0.000582	0.002261	-1	0.007687	0.518282	0.009274	0.002354	-1	0.002122	0.002613	0.000984	0.009274	0.003677	-1	0.007945	-1	-1	0.000806	0.007543	-1	-1	2.1e-05	-1	0.038791	0.164554	0.004221	-1	-1	0.009274	0.008165	-1	0.004268	-1	0.005617	-1	1.4e-05	0.006263	-1	-1	-1	0.000163	0.001109	0.002354	-1	-1	-1	0.001772	0.001176	-1	-1	-1	0.001786	0.000119	-1	-1	0.000876	-1	1.6e-05	-1	-1	-1	0.028555	0.000787	-1	0.001105	-1	-1	-1	-1	-1	0.010133	0.518282
FAM135A_70557887_D	0.001538	-1	-1	0.001423	-1	0.404939	0.030622	0.010315	0.000805	-1	-1	-1	0.00587	0.012223	0.000203	-1	0.518269	0.008444	-1	-1	0.084288	-1	-1	-1	0.404939	0.014045	0.015871	-1	-1	0.000238	0.000586	-1	0.378529	0.001008	0.418886	0.404939	-1	0.042078	3e-05	0.018152	0.518269	-1	-1	0.026086	-1	-1	0.000316	0.200848	-1	-1	-1	-1	0.014045	5e-06	0.006778	-1	-1	0.404939	0.027931	-1	0.013554	-1	-1	-1	-1	1.8e-05	-1	-1	-1	0	1e-05	0.404939	-1	-1	-1	-1	0.382866	-1	-1	-1	0.174512	0.000553	-1	-1	0.00335	-1	-1	-1	-1	-1	0.027931	-1	-1	-1	-1	-1	-1	-1	-1	0.001958	0.518269
SNX2_122802601_D	0.000105	0.001255	-1	0.000623	-1	4.1e-05	0.001526	0.001718	0.001309	-1	-1	0.005669	3.5e-05	-1	7.4e-05	-1	0.000793	0.000489	0.000794	-1	0.001635	-1	-1	1.2e-05	0.001228	0.000112	0.000629	0.002313	2.1e-05	5.8e-05	7.1e-05	-1	0.000793	1.8e-05	0.000793	0.001228	-1	0.517932	0.006298	-1	0.033843	0.001462	-1	0.086444	-1	-1	0.000208	0.000148	-1	-1	0.001718	-1	0.000115	0.000279	1e-06	-1	-1	0.000793	0.002681	-1	0.001415	-1	0.000607	0.000663	-1	0.000253	-1	-1	-1	0.002178	0.002853	0.001228	-1	-1	-1	0.000581	4e-05	-1	-1	-1	0.000101	0.002389	-1	-1	0.00011	-1	0.000544	-1	-1	-1	8.7e-05	0.001146	-1	0.001255	-1	-1	-1	-1	-1	1.7e-05	0.517932
COL4A3_227302793_D	0.008889	0.000506	-1	0.018264	-1	0.19765	-1	0.000261	5.1e-05	7e-06	-1	-1	0	3.1e-05	-1	-1	0.13254	0.000273	0.000162	-1	6.6e-05	-1	-1	4.9e-05	0.126553	0.002268	0.000657	0.002267	0.000174	-1	5.3e-05	-1	0.150856	7.8e-05	0.008427	0.250858	-1	0.00027	-1	0.067534	0.13254	0.000596	-1	0.000792	-1	-1	0.022477	-1	-1	-1	0.000439	-1	0.002524	0.002206	3.3e-05	-1	-1	0.150856	0.517208	-1	0.001256	5.9e-05	0.000542	0.000302	-1	-1	-1	-1	-1	0.284292	5.4e-05	0.126553	-1	5.9e-05	6.1e-05	0.000183	1.6e-05	-1	-1	-1	0.002052	0.001585	-1	-1	-1	-1	0.000101	-1	-1	-1	0.160413	0.059984	0	0.000476	-1	1e-05	-1	-1	-1	-1	0.517208
SPARCL1_87479872_D	0.017482	0.112607	-1	0.033679	-1	0.051804	0.161284	0.015624	0.21365	2.9e-05	-1	0.018709	2.3e-05	3.1e-05	0.088987	-1	0.046925	0.28877	5.3e-05	-1	0.018251	-1	-1	0.045114	0.063216	0.154501	0.019873	0.393091	0.015736	0.042728	0.096958	-1	0.046925	0.231141	0.060189	0.047674	-1	0.001228	-1	0.054302	0.036735	0.367018	-1	0.26123	-1	-1	0.00493	0.022327	-1	2e-06	0.015624	-1	0.154501	0.013166	0.125994	-1	-1	0.020764	0.224709	-1	0.37128	-1	0.017443	3e-05	-1	0.517072	-1	-1	-1	0.049152	0.001201	0.063216	-1	-1	1.5e-05	0.016697	0.004038	0.000103	-1	-1	0.040793	0.002936	-1	-1	0	-1	0.015736	2.3e-05	-1	-1	0.179154	0.202196	2e-06	0.024939	-1	0.044819	-1	-1	-1	0.101904	0.517072
THRAP3_36287870_D	0.247839	0.178854	-1	0.206884	-1	0.301887	0.265288	0.205329	0.031237	-1	-1	0.387884	0.383138	0.362969	0.158077	-1	0.301887	0.14456	0.517033	-1	0.239914	-1	-1	0.253326	0.301887	0.187637	0.256817	0.000286	0.222737	0.433616	0.181253	-1	0.301887	0.320092	0.301887	0.301887	-1	0.299748	0.301673	0.3135	0.301887	0.000286	-1	0.005441	-1	-1	0.408944	0.267257	-1	-1	0.121968	-1	0.187637	0.000191	0.20485	-1	0.12298	0.301887	0.13134	-1	0.181253	-1	0.007767	0.260907	0.080738	0.084629	-1	-1	-1	0.36435	0.011426	0.301887	-1	-1	-1	0.223609	0.315646	-1	-1	-1	0.306198	0.338687	-1	0.309696	0.368984	-1	0.173405	-1	-1	0.128255	0.1809	0.255751	-1	0.138961	-1	-1	-1	-1	-1	0.164642	0.517033
LEPROT_65430794_D	0.003295	0.195511	-1	-1	-1	0.207797	9e-06	0.398442	-1	-1	-1	0.009111	0.001312	0.003335	0.456237	-1	0.376587	6.3e-05	0.015224	-1	0.1142	-1	-1	0.220133	0.207797	0.003994	0.498236	0.001914	0.380834	0.058663	0.460122	-1	0.272607	9e-06	0.376587	0.002167	-1	1e-06	-1	0.2084	0.376587	0.001914	-1	0.003659	-1	-1	0.004638	0.04267	-1	-1	0.398442	-1	0.005173	0.008522	0.000964	-1	-1	0.414242	0.498236	-1	0.314995	-1	0.400519	0.076671	-1	0.003329	-1	-1	-1	0.041158	5.5e-05	0.207797	-1	-1	-1	0.369642	-1	-1	-1	-1	0.062976	0.342062	-1	-1	0.008477	-1	0.369642	-1	-1	-1	0.517016	0.184366	-1	0.276303	-1	-1	-1	-1	-1	0.400079	0.517016
ADAM23_206571685_D	0.000305	0.000215	1.1e-05	0.001246	-1	0.334667	0.005734	0.431018	0.004205	4.8e-05	3e-06	0.311622	0.008819	0.00115	0.067529	0	0.516975	0.103139	7.2e-05	0.000143	6.9e-05	-1	7e-06	0.03377	0.334667	0.002109	0.001004	0.17483	0.007243	0.002854	0.049832	-1	0.378417	9e-05	0.516975	0.334667	0.000148	0.000427	0.000189	0.010104	0.516975	0.165538	-1	0.000163	-1	3e-06	0.001344	0.47468	-1	0.000164	0.431018	6.2e-05	0.000821	0.040419	0.034485	3e-06	0.000829	0.508843	0.01552	0	0.00408	1e-05	0.001187	0.214728	0.001701	9.1e-05	3e-06	0.006634	3e-06	0.003909	0.006775	0.334667	0.000214	1e-05	1.8e-05	0.004232	0.015763	-1	0.000143	-1	0.409849	5e-06	-1	5e-06	0.000286	-1	0.015857	0.000274	-1	0.000267	0.005432	0.072064	2.6e-05	0.000107	-1	6.3e-05	3e-06	-1	-1	0.000489	0.516975
RXFP1_158630154_D	1.4e-05	-1	-1	-1	-1	0.23297	-1	1.7e-05	0.044019	-1	-1	5e-06	-1	-1	0	-1	0.233099	0.251087	0.000519	-1	-1	-1	-1	0.000236	0.23297	-1	-1	0.000144	-1	0.000334	-1	-1	0.233918	2.1e-05	0.233918	7e-06	-1	0.001171	0.011379	1.8e-05	0.221852	0.000144	-1	-1	-1	-1	-1	0.180234	-1	-1	3.5e-05	-1	-1	-1	0.000148	-1	-1	-1	-1	-1	-1	-1	5.9e-05	-1	-1	-1	-1	-1	-1	1.3e-05	-1	0.004697	-1	-1	-1	-1	-1	-1	-1	-1	0.516968	1.7e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	5.2e-05	-1	-1	-1	-1	-1	-1	-1	2.6e-05	0.516968
MYO5B_49984105_D	3.7e-05	0.17632	-1	0.020686	-1	0.300633	-1	0.202227	0.000195	-1	-1	0.056269	0.034319	0.02871	1e-06	-1	0.285257	0.190056	-1	-1	-1	-1	-1	0.005838	0.330045	-1	0.00796	0.001728	0.009955	0.078889	0.05838	-1	0.33399	-1	0.021887	0.181702	-1	0.000396	0.073448	0.025226	0.285257	0.006141	-1	0.460984	-1	-1	0.063525	0.292009	-1	-1	0.202227	-1	-1	0.04377	1.4e-05	-1	-1	0.285257	0.047568	-1	0.002471	-1	0.095073	-1	-1	0.105632	-1	-1	-1	0	0.048702	0.330045	-1	-1	-1	0.009955	-1	-1	-1	-1	0.203821	0.516926	-1	-1	0.000352	-1	0.02333	-1	-1	-1	0.043419	0.238573	-1	0.17632	-1	-1	-1	-1	-1	0.25411	0.516926
TRMT6_5944327_D	8.4e-05	0.159015	7.4e-05	0.000356	0.001823	0.211318	4.4e-05	0.11145	0.003434	0.000541	-1	0.14074	0.000269	7.5e-05	0.030808	1e-06	0.24004	0.087574	0.049274	0.001033	0.056736	-1	-1	0.120005	0.211318	0.056586	0.130619	0.116681	0.152134	0.031506	0.086653	-1	0.24004	0.172724	0.24004	0.211318	2.8e-05	0.036189	0.143111	0.160222	0.24004	0.105615	-1	0.096865	-1	-1	0.009487	0.51692	-1	-1	0.138604	-1	0.061609	6.3e-05	0.005284	-1	0.000255	0.24004	0.01426	7.4e-05	0.097701	0.024128	0.163125	0.196226	-1	0.042457	-1	-1	-1	0.160003	0.082867	0.211318	-1	0.024128	-1	0.102409	3.9e-05	0.044046	0.001033	-1	0.472903	0.153645	2e-06	0.00271	9.1e-05	1.9e-05	0.102409	-1	6e-06	-1	0.157114	0.000118	-1	0.155139	-1	-1	-1	1.6e-05	-1	0.008312	0.51692
DOCK9_98922450_D	0.002292	0.468232	-1	0.165839	-1	0.017581	0.137465	0.39173	0.000318	-1	-1	0.394645	0.010442	0.005027	0.406893	-1	0.345841	0.212571	0.037882	-1	0.173932	-1	-1	0.334732	0.017581	0.137465	0.323037	0.167209	0.367821	0.120022	0.490932	-1	0.217082	0.001781	0.34171	0.017581	-1	0.109801	0.063875	0.224966	0.345841	0.167209	-1	0.317635	-1	-1	0.10708	0.002011	-1	-1	0.39173	-1	0.137465	0.05497	-1	-1	1.6e-05	0.345841	0.338385	-1	0.454627	-1	0.257197	0.245443	-1	0.025	-1	-1	0.001906	0.516805	0.001513	0.017581	-1	-1	-1	0.198073	0.00072	-1	-1	-1	0.00028	0.185757	-1	0.000402	0.039488	-1	0.190422	-1	-1	0.000178	0.490932	0.174659	-1	0.042424	-1	-1	0.002048	-1	-1	0.004623	0.516805
REN_204163681_D	0.001248	0.196611	-1	0.025989	-1	0.082673	0.000743	0.159809	0.133498	-1	-1	0.00217	-1	-1	-1	-1	0.075988	0.09426	-1	-1	0.000272	-1	-1	7.6e-05	0.082673	-1	0	-1	0.000584	-1	0	-1	0.082673	-1	0.082577	0.074788	-1	0.041861	-1	0.031588	0.092206	0.174542	-1	3.5e-05	-1	-1	6e-06	0.177524	-1	-1	0.158241	-1	-1	-1	0.090087	-1	-1	0.002626	1e-06	-1	0	-1	0.076817	-1	-1	-1	-1	-1	-1	0.075284	-1	0.082673	-1	-1	-1	0.000584	-1	-1	-1	-1	0.168758	8.4e-05	-1	-1	-1	-1	0.004601	-1	-1	-1	1e-06	0.013069	-1	0.146418	-1	-1	-1	-1	-1	0.516638	0.516638
UVSSA_1348566_D	-1	-1	-1	0.018655	-1	0.173773	0.000131	2.8e-05	9.8e-05	-1	-1	-1	0.001932	7.2e-05	-1	-1	0.171614	0.000771	-1	-1	0.00019	-1	-1	0.002326	0.173773	-1	0.000552	-1	0.022294	0.318506	-1	-1	0.167224	-1	0.171614	0.181349	-1	-1	-1	0.000274	0.171614	1e-06	-1	-1	-1	-1	-1	0.003329	-1	-1	7e-06	-1	-1	-1	0.516191	-1	-1	0.203745	3.7e-05	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.173773	-1	-1	-1	5.8e-05	-1	-1	-1	-1	0.005998	0.010899	-1	-1	-1	-1	0.010693	1e-06	-1	-1	-1	0.000526	-1	-1	-1	-1	-1	-1	-1	-1	0.516191
C4orf33_129104452_D	3e-05	-1	-1	-1	-1	0.471511	0.000796	0.010337	-1	-1	-1	-1	3.7e-05	8.6e-05	3.3e-05	-1	0.445301	-1	-1	-1	-1	-1	-1	-1	0.471511	0.000535	7.7e-05	-1	-1	4.6e-05	3.9e-05	-1	0.51613	-1	0.51613	0.471416	-1	6.7e-05	-1	0.070487	0.51613	-1	-1	2.9e-05	-1	-1	5.2e-05	0.481139	-1	-1	0.010337	-1	0.000431	-1	0.000118	-1	-1	0.51613	5.4e-05	-1	8.8e-05	-1	-1	0.001613	-1	-1	-1	-1	-1	0.02842	-1	0.471511	-1	-1	-1	-1	-1	-1	-1	-1	0.465921	8.9e-05	-1	-1	5e-05	-1	-1	-1	-1	-1	5.4e-05	0.001092	-1	-1	-1	-1	-1	-1	-1	-1	0.51613
MEGF10_127456038_D	0.024886	0.030743	-1	0.000114	-1	0.070248	1.4e-05	2.4e-05	1.8e-05	-1	-1	0.068544	0.187667	2e-05	0.012263	-1	0.029771	2.9e-05	4.3e-05	-1	1.7e-05	-1	-1	0.003839	0.070248	1.4e-05	0.001546	0.180503	0.003086	0.097216	0.000213	-1	0.056022	1.4e-05	0.029771	0.070248	-1	0.000401	0.001048	0.064453	0.029771	0.188748	-1	0.000136	-1	-1	0.049119	0.001128	-1	-1	0.00068	-1	1.4e-05	4.1e-05	0.000397	-1	1e-06	0.055273	0.009437	-1	0.005899	-1	0.006732	1.8e-05	-1	0.000225	-1	-1	-1	1e-05	4.8e-05	0.070248	-1	-1	-1	0.007552	0.000143	-1	-1	-1	0.001863	0.001069	-1	-1	8.4e-05	-1	0.00701	-1	-1	-1	0.000538	0.516065	-1	0.048547	-1	-1	-1	1.8e-05	-1	0.002669	0.516065
ATAD5_30861293_D	0.011646	0.063338	-1	-1	-1	0.043009	-1	0.012036	-1	-1	-1	-1	-1	0.069766	0.067919	-1	0.069786	0.516061	-1	-1	-1	-1	-1	0.279311	0.043009	0.022719	0.073954	0.048038	0.235082	0.281984	0.013503	-1	0.069786	-1	0.069786	0.021747	-1	0.359816	-1	-1	0.069047	0.048038	-1	-1	-1	-1	0.011524	4.5e-05	-1	-1	0.012036	-1	0.022719	2e-05	-1	-1	-1	0.072853	0.06591	-1	0.040211	-1	0.487843	0.066746	-1	-1	-1	-1	-1	-1	-1	0.043009	-1	-1	-1	0.235082	-1	-1	-1	-1	-1	0.043071	-1	-1	-1	-1	0.223298	-1	-1	-1	0.03463	0.0484	-1	0.063338	-1	-1	-1	-1	-1	-1	0.516061
CPED1_121129993_D	0.000133	0.004693	-1	0.010933	-1	0.000927	0.010341	0.003825	0.000264	-1	-1	0.007163	3.1e-05	0.00042	1.7e-05	0.000107	0.010482	0.00084	0.01066	-1	-1	-1	-1	0.005113	0.000566	0.000596	5.4e-05	0.008778	0.00524	0.01632	4e-06	-1	0.010482	0.000255	0.010482	0.001486	-1	0.00011	2e-06	0.005902	0.006399	0.000739	-1	6.1e-05	0.515791	0.000125	0.00128	0.004217	-1	-1	0.004446	-1	0.009244	0.000301	0.001807	-1	5e-06	0.010482	5.8e-05	-1	0.000143	-1	0.017226	0.014627	-1	2.5e-05	-1	-1	-1	0.000221	0.000816	0.000927	-1	-1	-1	0.004116	8.3e-05	-1	-1	-1	0.004655	4.7e-05	-1	1e-06	0.000571	-1	0.01371	-1	0.000275	-1	7.5e-05	3.6e-05	-1	0.004693	-1	-1	-1	-1	-1	0.000991	0.515791
SPO11_57332183_D	0.012013	0.031355	-1	0.011085	-1	0.00746	0.038648	0.0386	0.000562	-1	-1	0.006564	-1	-1	0.000126	-1	0.083463	0.007266	1e-05	-1	0.004903	-1	0.000439	0.000748	0.002068	0.033473	0.000169	0.003676	0.000143	0.013011	0.038158	-1	0.083463	-1	0.086743	0.012238	-1	0.003971	1.5e-05	0.515667	0.083463	0.003411	-1	-1	-1	-1	0.025431	0.08203	-1	0.030179	0.029244	-1	0.033473	0.000392	0.003969	-1	-1	0.083463	0.038295	-1	0.025524	-1	0.035908	0.008551	-1	0.000563	-1	0.000448	-1	-1	0.007207	0.002068	-1	-1	-1	0.000143	4.6e-05	-1	-1	-1	0.07653	0.089777	-1	5e-06	0.002775	-1	0.000143	0.000122	-1	-1	0.019672	0.108348	-1	1.5e-05	-1	0.001771	-1	-1	-1	0.109235	0.515667
SSFA2_181903491_D	0.000503	0.064291	-1	-1	-1	0.409045	0.066009	0.000135	1.3e-05	-1	-1	0.000728	0.013003	-1	0.161775	-1	0.20215	1.1e-05	4.9e-05	-1	0.000311	-1	-1	0.072153	0.515223	0.070997	0.004836	0.091675	-1	0.193381	0.000213	-1	0.177041	0.000406	0.131886	0.409045	-1	0.000538	-1	5.1e-05	0.215705	0.091675	-1	8e-06	-1	-1	0.219511	0.139075	-1	-1	0.000146	-1	0.056348	0.000149	5e-06	-1	-1	0.163392	0.323589	-1	0.215698	-1	-1	0.000189	-1	-1	-1	-1	-1	0.000569	0.017904	0.515223	-1	-1	-1	-1	7e-06	-1	-1	-1	0.118036	0.03184	-1	-1	-1	-1	-1	-1	-1	-1	0.282832	0.119834	-1	0.064291	-1	-1	-1	-1	-1	0.003071	0.515223
CNGB1_57919483_D	0.001769	0.002255	-1	0.037167	-1	0.108159	5.2e-05	0.077421	-1	-1	-1	0.116755	0.000158	0.000722	0.138233	-1	0.34642	-1	0.002501	-1	2e-05	-1	-1	0.068806	0.13274	1.4e-05	0.059948	0.025238	0.106976	0.091596	0.306474	-1	-1	0.045897	0.312006	0.141961	-1	-1	-1	0.009235	0.349666	0.025238	-1	0.009645	-1	-1	0.030057	0.118802	-1	-1	-1	-1	7.2e-05	4e-06	-1	-1	-1	0.220151	0.082721	-1	0.009393	-1	0.114723	0.088389	-1	0.026851	-1	-1	-1	0.016545	-1	0.13274	-1	-1	-1	0.515142	-1	-1	-1	9.1e-05	0.141293	2.3e-05	-1	-1	-1	-1	0.106976	-1	-1	-1	0.238127	0.000842	-1	0.000493	-1	-1	-1	-1	-1	-1	0.515142
MEGF10_127442738_D	6.8e-05	0.098425	-1	0.011801	-1	0.198337	0.132191	0.047971	0.000418	-1	-1	0.023743	0.000328	0.055436	0.005742	-1	0.459815	0.002412	0.018114	-1	0.000485	-1	1e-06	0.000147	0.198337	0.135249	0.000732	0.089415	0.000709	0.007158	0.003654	-1	0.515111	0.029543	0.459815	0.198337	-1	0.000402	8.2e-05	0.013935	0.459815	0.113644	-1	0.005257	-1	-1	0.008623	0.0058	-1	-1	0.047971	-1	0.135249	0.001166	0.000226	-1	-1	0.460222	0.001234	-1	0.039384	-1	0.001853	0.001837	-1	0.000232	-1	-1	-1	0.040871	0.00174	0.198337	-1	-1	-1	0.032314	0.000338	-1	-1	0.168116	0.116712	0.009622	-1	-1	0	-1	0.01384	-1	-1	-1	0.0023	0.002909	-1	0.040689	-1	-1	-1	-1	-1	0.024261	0.515111
