MAF_file	mean_phylop	max_phylop	fraction_constrained	fraction_constrained_p01	sum_positive_phylop	n_sites_ge_300	fraction_sites_ge_300
PDS5B_32771679	65.03528064032015	321.801	0.5662831415707854	0.5662831415707854	252351.973	652	0.3261630815407704
RCBTB1_49545514	-11.709509273076105	321.801	0.4568322319334896	0.4568322319334896	234119.17100000003	75	0.0159880622468556
RCBTB1_49550410	40.38429673423423	321.801	0.5709459459459459	0.5709459459459459	312673.574	992	0.5585585585585585
RCBTB2_48514633	-30.112450581395343	321.5	0.3862126245847176	0.3862126245847176	110372.116	62	0.0257475083056478
SMAD9_36878663	30.50238842203548	321.5	0.6948334889511361	0.6948334889511361	490714.888	117	0.0182072829131652
SUPT20H_37043395	-4.841036165327211	321.801	0.4962686567164179	0.4962686567164179	545969.8030000001	1715	0.4922502870264064
VWA8_41571110	47.48194987623762	321.801	0.706476897689769	0.706476897689769	385797.446	206	0.0424917491749174
VWA8_41611307	-23.41034543732239	321.5	0.4565835175244711	0.4565835175244711	325739.231	147	0.0232080833596463
VWA8_41698857	57.830311925125045	321.801	0.5975472002581894	0.5975472002581894	1143653.351	3167	0.5110537356785542
VWA8_41700863	95.33129414414412	321.801	0.6554054054054054	0.6554054054054054	457272.4069999999	1455	0.6554054054054054
VWA8_41731866	90.26933266693322	321.801	0.728108756497401	0.728108756497401	330140.243	720	0.2878848460615754
WBP4_41064150	29.29073172905526	321.801	0.5793226381461676	0.5793226381461676	178417.015	230	0.1024955436720142
WBP4_41072178	18.074330107526883	321.801	0.5666666666666667	0.5666666666666667	132903.767	367	0.3946236559139785
ZC3H13_45957695	-45.47076795096322	321.801	0.3108581436077058	0.3108581436077058	86275.937	56	0.0245183887915936
ZC3H13_45980186	42.31873076923077	321.801	0.5502084122773778	0.5502084122773778	484092.473	963	0.1824554755589238
ZC3H13_46042479	54.31437904967601	321.801	0.5730741540676746	0.5730741540676746	441192.445	1330	0.4787616990640749
ABCC4_95045859	-14.25595087398606	321.801	0.4937735633497087	0.4937735633497087	1212430.079	2986	0.3411401805095396
ABCC4_95078759	-16.031787043059726	321.801	0.4797710420189931	0.4797710420189931	1159398.457	3688	0.4797710420189931
ABCC4_95171297	103.83004026752126	321.801	0.6686637870976732	0.6686637870976732	1418275.2030000002	4388	0.6113975198550926
DCT_94462660	128.85586166007906	321.801	0.7103331451157539	0.7103331451157539	784713.1190000001	2459	0.694240542066629
DIAPH3_59912139	-16.825475268254383	321.801	0.3302800314053912	0.3302800314053912	283619.157	718	0.1879089243653494
FARP1_98377752	17.31073872258243	321.801	0.2844530280038626	0.2844530280038626	611569.577	1824	0.2516209132294109
GPC6_94402361	-1.71626140429338	321.801	0.5766994633273703	0.5766994633273703	520958.601	1192	0.2665474060822898
GPR180_94620671	39.46754671488848	321.801	0.567209162145871	0.567209162145871	296157.488	941	0.567209162145871
GPR180_94626665	69.39167602996254	321.801	0.6142322097378277	0.6142322097378277	205574.155	652	0.6104868913857678
INTS6_51391945	-8.355309875713806	321.625	0.4941215989250924	0.4941215989250924	346807.496	183	0.0307356399059455
IPO5_97989525	56.467213207547175	321.801	0.5933962264150944	0.5933962264150944	198390.784	629	0.5933962264150944
IPO5_98013863	9.908388209121243	321.801	0.5450500556173526	0.5450500556173526	125224.468	109	0.0606229143492769
IPO5_98016526	52.396287762906304	321.801	0.5879541108986616	0.5879541108986616	190607.092	599	0.5726577437858509
KLHL1_69702144	-32.77469330635643	321.801	0.3960546282245827	0.3960546282245827	555791.605	1507	0.2540886865621312
LMO7_75817987	53.904964721845325	321.801	0.7272727272727273	0.7272727272727273	211850.984	238	0.1076436001809136
LMO7_75843425	167.44414228776404	321.801	0.7668393782383419	0.7668393782383419	607816.2960000001	1924	0.7668393782383419
MBNL2_97343644	15.436472327726534	321.625	0.6440586001085187	0.6440586001085187	279109.44	180	0.0488334237655995
MYCBP2_77091063	7.784394907033145	321.616	0.2069523039611964	0.2069523039611964	135342.05500000005	391	0.1580436540016168
MYCBP2_77094654	69.8356379472693	321.801	0.6200564971751412	0.6200564971751412	392048.575	1235	0.5814500941619586
MYCBP2_77124262	60.47564508758568	321.801	0.5905052043665905	0.5905052043665905	722345.111	2266	0.5752729119065753
MYCBP2_77181392	31.77185212694125	321.625	0.5543551654287644	0.5543551654287644	127261.009	203	0.1370695476029709
MYCBP2_77275340	79.06887471087126	321.801	0.6470701619121049	0.6470701619121049	918951.942	2727	0.5256360832690825
PIBF1_72826372	59.91796742099103	321.801	0.5540382364416699	0.5540382364416699	638019.6190000001	1579	0.3080374561061256
RBM26_79344087	-40.1239201320132	321.801	0.4250825082508251	0.4250825082508251	112415.826	213	0.1405940594059406
RBM26_79357539	36.104302878179375	321.801	0.5632530120481928	0.5632530120481928	527320.673	1682	0.5629183400267738
SLAIN1_77761548	47.18193761726079	321.625	0.5628517823639775	0.5628517823639775	225796.199	495	0.2321763602251407
TBC1D4_75287811	62.10525460886896	321.801	0.6178375685102142	0.6178375685102142	322231.68200000003	985	0.4907822620827105
TBC1D4_75291193	65.45338381877023	321.801	0.6074433656957928	0.6074433656957928	582810.584	1843	0.5964401294498382
TBC1D4_75357831	6.264771017699121	321.801	0.5970685840707964	0.5970685840707964	435938.671	992	0.2743362831858407
TDRD3_60486154	172.33693313919628	321.801	0.8430984274898078	0.8430984274898078	1848760.861	5227	0.6088526499708794
UGGT2_95834536	12.140346163156622	321.5	0.5746792544178165	0.5746792544178165	271143.061	104	0.0251755022996853
UGGT2_95898440	43.69410408855562	321.801	0.5636493483306553	0.5636493483306553	977891.347	3109	0.5550794500981967
UGGT2_96026115	82.47780736226838	321.801	0.6526551423952245	0.5934585250590723	1493892.55	4772	0.5934585250590723
VPS36_52435480	62.53281739707835	321.801	0.6122177954847278	0.6122177954847278	243197.013	766	0.5086321381142098
VPS36_52449528	111.49376925907752	321.801	0.655667320902846	0.655667320902846	1503404.8040000002	4434	0.5439156035328754
ARHGEF7_111302722	26.306966602440585	321.801	0.5452793834296724	0.5452793834296724	266950.647	849	0.5452793834296724
ATP11A_112807741	72.23443934501844	321.801	0.8851476014760148	0.8851476014760148	453695.485	247	0.0569649446494464
ATP11A_112825781	-12.18944801980198	321.801	0.4735973597359736	0.4735973597359736	177455.503	560	0.462046204620462
ATP4B_113656008	70.3982900595798	321.801	0.6168077767325181	0.6168077767325181	616478.5739999998	1967	0.6168077767325181
BIVM-ERCC5_102833839	3.278768747820012	321.801	0.5085455179630276	0.5085455179630276	457257.237	1453	0.5068015347052668
COL4A1_110192941	69.26739221014493	321.625	0.7164855072463768	0.7164855072463768	254444.583	630	0.2853260869565217
COL4A2_110469594	21.59007858493114	321.801	0.5409127734269511	0.5409127734269511	269183.125	272	0.0734539562516878
CUL4A_113234740	95.8098885106383	321.801	0.6570212765957447	0.6570212765957447	210121.189	614	0.5225531914893617
CUL4A_113243672	83.64509050445106	321.801	0.6023738872403561	0.6023738872403561	230015.5810000001	686	0.5089020771513353
CUL4A_113254104	2.058577694235592	321.801	0.4786967418546365	0.4786967418546365	222828.101	663	0.4154135338345864
CUL4A_113261647	87.6947381457891	321.801	0.6546355272469923	0.6546355272469923	531439.7209999999	1665	0.589171974522293
DOCK9_98832386	-0.1059633123689727	1.648	0.0010482180293501	0.0	240.78000000000003	0	0.0
DOCK9_98867063	8.43086893081761	321.801	0.5184905660377358	0.5184905660377358	647459.682	2059	0.5179874213836478
DOCK9_98922450	-42.13178731942215	321.5	0.3234349919743178	0.3234349919743178	44416.347	72	0.0577849117174959
FARP1_98394253	12.915701063164478	321.801	0.5503439649781113	0.5503439649781113	100924.785	84	0.0525328330206379
FARP1_98411872	129.2221318027211	321.801	0.7568027210884354	0.7568027210884354	215807.947	599	0.5093537414965986
FGF14_101723697	8.768758482500662	321.801	0.5062783863211328	0.5062783863211328	466001.555	1317	0.3518567993588031
GAS6_113847877	-0.3755400651465798	2.112	0.0260586319218241	0.013029315960912	295.857	0	0.0
METTL21C_102691287	103.5596568655438	321.801	0.6679988581216101	0.6679988581216101	734932.483	2340	0.6679988581216101
NALCN_101091768	111.50902155625656	321.801	0.7097791798107256	0.7097791798107256	1160469.948	3525	0.617770767613039
NALCN_101098840	31.05940369088812	321.801	0.540561322568243	0.540561322568243	408423.632	617	0.1186082276047674
NALCN_101105647	-28.83259165085389	321.801	0.3829222011385199	0.3829222011385199	119950.92	82	0.0311195445920303
NALCN_101109171	42.63268317610063	321.801	0.41312893081761	0.41312893081761	318869.061	977	0.3840408805031446
NAXD_110625007	-4.470495951417004	321.616	0.0819838056680161	0.0819838056680161	16297.473	51	0.0516194331983805
NAXD_110635119	63.90667215189872	321.801	0.6025316455696202	0.6025316455696202	149919.23200000002	475	0.6012658227848101
PCCA_100104137	58.52320648179085	321.801	0.8161265174295579	0.8161265174295579	793509.158	118	0.0131417752533689
RASA3_114000563	80.87317892644135	321.801	0.4363817097415507	0.4363817097415507	130678.74	399	0.3966202783300199
STK24_98458986	119.062927037271	321.801	0.6873025900189513	0.6873025900189513	679389.77	2152	0.6797220467466835
STK24_98463983	-7.921442759666418	321.801	0.4973464746019712	0.4973464746019712	338594.772	943	0.3574677786201668
TM9SF2_99551507	16.29159283601709	321.801	0.6293131777850806	0.6293131777850806	371552.381	819	0.269142293789024
TPP2_102658864	-82.05340357852884	321.801	0.3615231686802263	0.3615231686802263	734397.0950000002	2323	0.3552530968037926
TUBGCP3_112518149	58.29389357880557	321.801	0.7274360125729681	0.7274360125729681	256957.212	489	0.2195779074988774
TUBGCP3_112552080	139.08238191214468	321.801	0.548062015503876	0.548062015503876	664568.3740000001	2064	0.5333333333333333
TUBGCP3_112561445	66.47842559684078	321.801	0.6128163704900377	0.6128163704900377	1015750.281	3231	0.5799676898222941
TUBGCP3_112568657	24.200158663366345	321.801	0.5628712871287128	0.5628712871287128	619269.7509999999	1874	0.4638613861386139
AJUBA_22974347	-21.6423600973236	321.616	0.4184914841849148	0.4184914841849148	45185.482	100	0.121654501216545
ARID4A_58326086	71.75366193302247	321.801	0.6072488342518017	0.6072488342518017	581874.309	1322	0.2802034760491734
ATG14_55380344	-23.683715440893344	321.801	0.4655371582595302	0.4655371582595302	382724.491	1209	0.4655371582595302
BAZ1A_34802133	-2.033200607902736	321.616	0.0322188449848024	0.0322188449848024	15161.47	47	0.0285714285714285
BRMS1L_35863212	-33.7138751950078	321.801	0.5031201248049922	0.5031201248049922	98515.935	151	0.1177847113884555
DDHD1_53062587	-21.80980380434783	321.801	0.3967391304347826	0.3967391304347826	88477.14499999999	67	0.0364130434782608
FANCM_45164278	38.8440141008306	321.625	0.6467065868263473	0.6467065868263473	411279.603	281	0.0542785396948039
FANCM_45182503	0.005444854637748	3.654	0.0253807106598984	0.0092293493308721	630.666	0	0.0
FERMT2_52873288	-20.417133875739644	321.801	0.4578402366863905	0.4578402366863905	81764.65000000001	111	0.0821005917159763
GCH1_54860245	36.089050272455616	321.801	0.5269818948848656	0.5269818948848656	930083.219	2915	0.5123923360871858
HEATR5A_31300597	61.5580503949447	321.801	0.590047393364929	0.590047393364929	1105591.068	3430	0.5418641390205371
HEATR5A_31313281	0.5945858849888015	321.801	0.5044809559372666	0.5044809559372666	427878.79	1351	0.5044809559372666
HEATR5A_31388381	5.385781249999994	321.801	0.5095663265306123	0.5095663265306123	245901.461	778	0.4961734693877551
HEATR5A_31397018	-7.392323984808647	321.801	0.5241016652059597	0.5241016652059597	154757.137	92	0.0268770084721004
HECTD1_31117989	-12.62731014925374	321.801	0.4838805970149253	0.4838805970149253	513524.738	1621	0.4838805970149253
HECTD1_31144651	86.81210030864199	321.801	0.6820987654320988	0.6820987654320988	112726.299	350	0.5401234567901234
JPH4_23574618	38.61884183277245	321.801	0.565622573129692	0.565622573129692	687472.4569999999	2182	0.5648459746311157
KLHL28_44931717	96.44346482035928	321.801	0.6523203592814372	0.6523203592814372	530808.084	1667	0.623877245508982
L2HGDH_50279136	9.141503324713709	321.801	0.5783154783893609	0.5783154783893609	300645.755	211	0.0389730328777244
L2HGDH_50302391	38.46116947115384	321.801	0.5673076923076923	0.5673076923076923	147105.963	461	0.5540865384615384
MAP4K5_50436264	91.99943244320448	321.801	0.6907134316460741	0.6907134316460741	467712.0660000001	1343	0.5352730171383021
MYH7_23422038	104.88652723915052	321.801	0.7811634349030471	0.7811634349030471	151815.331	302	0.2788550323176362
NAA30_57399452	62.29933136676499	321.801	0.589642740085218	0.589642740085218	566166.727	1769	0.5798098983939692
NEMF_49801612	-9.70075715859031	321.801	0.486784140969163	0.486784140969163	274731.725	820	0.4515418502202643
NIN_50738723	10.74950812567714	321.616	0.1018418201516793	0.1018418201516793	27728.160000000003	86	0.0931744312026002
PNN_39175521	68.0840620567376	321.801	0.5868794326241135	0.5868794326241135	70061.154	190	0.3368794326241134
PPP2R3C_35112044	-15.070887810495154	321.801	0.4800131600592203	0.4800131600592203	923672.511	2911	0.478861654877447
PRPF39_45098820	-37.61041586623977	321.801	0.4075062255425115	0.4075062255425115	688118.6860000001	2097	0.3729989327641408
PSMC6_52724238	109.49883712440328	321.801	0.6908171861836563	0.6908171861836563	732224.2620000001	2277	0.6394271272114574
PYGL_50931271	37.9434208056316	321.801	0.5273106505018902	0.5273106505018902	1205684.6309999998	3687	0.4806413766132186
PYGL_50941046	67.77956882591094	321.801	0.6030831516661476	0.6030831516661476	1073105.678	3245	0.5052943008408596
RALGAPA1_35625465	36.5210603988604	321.625	0.5304843304843305	0.5304843304843305	162764.50100000002	339	0.1931623931623931
SAMD4A_54762129	29.68304779502341	321.801	0.5518600640551861	0.5518600640551861	705352.336	2240	0.5518600640551861
SAMD4A_54775203	74.28904938271606	321.801	0.6122004357298475	0.6122004357298475	259595.165	813	0.5904139433551199
SCFD1_30645142	56.2663746986015	321.801	0.5942774473557306	0.5942774473557306	1159276.7229999998	3697	0.5942774473557306
SEC23A_39051703	59.39044441031941	321.801	0.5833845208845209	0.5833845208845209	1151006.031	3559	0.546529484029484
SLC7A7_22779424	5.875165593376269	321.801	0.5124195032198712	0.5124195032198712	175077.375	551	0.5068997240110396
SNX6_34597062	32.52820017793594	321.625	0.6281138790035588	0.6281138790035588	331560.997	165	0.0366992882562277
SOS2_50181043	17.170342203299626	321.801	0.505055880787653	0.505055880787653	85990.312	132	0.0702501330494944
SOS2_50187865	18.45709116713976	321.801	0.7724160961763232	0.7724160961763232	538897.0260000001	245	0.0409083319418934
STYX_52749298	76.76829916317992	321.801	0.6276150627615062	0.6276150627615062	840862.1710000001	2364	0.5495118549511855
STYX_52755916	26.65360542014657	321.801	0.5651951593659451	0.5651951593659451	922617.1119999996	2917	0.4971876597920572
TBPL2_55425786	23.059107032967034	321.5	0.6087912087912087	0.6087912087912087	295824.525	98	0.0215384615384615
TGM1_24249665	-0.8002638534662647	320.67	0.1919777417111059	0.0011592858798979	2849.656	5	0.0011592858798979
TMEM260_56635275	-14.5861062771908	321.801	0.4990677439403356	0.4990677439403356	90259.708	135	0.0839030453697949
TOX4_21477042	83.73852363636362	321.616	0.3272727272727272	0.3272727272727272	24780.152	72	0.2618181818181818
WDHD1_54982509	28.93118752	321.801	0.43488	0.43488	302354.344	742	0.23744
WDHD1_55012765	87.56029362792188	321.801	0.6343259686199167	0.6343259686199167	608274.0999999999	1930	0.6179955171309638
ATP6V1D_67357079	-9.586844848123883	321.625	0.4898749255509231	0.4898749255509231	364631.665	184	0.0273972602739726
DAAM1_59330014	-15.72013454198473	321.801	0.2134223918575063	0.2134223918575063	179039.50800000003	505	0.1606234096692112
DAAM1_59339162	-0.4266871827411166	321.616	0.0609137055837563	0.0609137055837563	30055.738	96	0.0609137055837563
DAAM1_59356159	28.222268380586264	321.801	0.6311869293608842	0.6311869293608842	540820.684	1272	0.3056222969726093
FLVCR2_75641735	10.265831790123457	321.801	0.5493827160493827	0.5493827160493827	48594.98	81	0.125
GPHB5_63316560	-32.53331136560069	321.801	0.5419187554019015	0.5419187554019015	483649.893	1043	0.2253673292999135
LIN52_74091137	51.17339798011676	321.801	0.5871863657882279	0.5871863657882279	1163186.3479999998	3721	0.5871863657882279
LRRC9_59923183	-0.0255468865370416	3.957	0.0094757568299286	0.0023381737632291	2133.516	0	0.0
LRRC9_59960668	0.2618306613226453	3.884	0.1032064128256513	0.0511022044088176	526.893	0	0.0
LRRC9_60009535	197.7890010533708	321.801	0.8182350187265918	0.8182350187265918	2188077.301	6916	0.8094569288389513
LTBP2_74504373	22.95509378806334	321.801	0.4945188794153471	0.4945188794153471	45433.104	129	0.1571254567600487
LTBP2_74515719	70.06252483801296	321.801	0.6227501799856011	0.6227501799856011	1026857.348	2997	0.5394168466522679
NEK9_75088791	46.40871030436377	321.801	0.6057939127246058	0.6057939127246058	259059.574	399	0.1463146314631463
PCNX1_71025441	51.95056185048609	321.801	0.5873281930942005	0.5873281930942005	521282.182	1382	0.4632919879316124
PCNX1_71051765	117.00021375921376	321.801	0.6445536445536445	0.6445536445536445	227966.988	691	0.5659295659295659
PCNX1_71054795	-32.79877242339833	321.801	0.5401114206128134	0.5401114206128134	295429.396	428	0.1192200557103064
PLEKHH1_67569697	-34.61933018867925	321.801	0.4487870619946091	0.4487870619946091	54314.37300000001	92	0.1239892183288409
PPM1A_60291642	40.98496900638104	321.801	0.5478577939835916	0.5478577939835916	181018.141	563	0.5132178669097539
PPP2R5E_63387943	-10.244280210157616	321.801	0.3679704222611403	0.3679704222611403	221775.636	112	0.0217941233703055
PRKCH_61529583	80.26958513931889	321.801	0.631578947368421	0.631578947368421	232822.385	695	0.5379256965944272
PRKCH_61549384	7.315501845018454	321.625	0.5824986821296785	0.5824986821296785	141903.114	123	0.0648392198207696
PROX2_74861210	133.17200225588138	321.801	0.7236545278762488	0.7236545278762488	1341454.25	4176	0.6728971962616822
RBM25_73110302	1.1155233124565074	321.616	0.0473208072372999	0.0473208072372999	19017.387999999995	50	0.034794711203897
RDH12_67723003	-1.624586883408072	321.616	0.1059417040358744	0.1059417040358744	14987.043999999998	45	0.0252242152466367
SIPA1L1_71654694	68.08983640494824	321.801	0.5638727594041909	0.5638727594041909	1343056.015	4160	0.5251199192123202
SIPA1L1_71699678	88.06912678997615	321.801	0.6440930787589498	0.6440930787589498	676777.6230000001	2159	0.6440930787589498
SPTB_64778721	-17.769308151609554	321.801	0.5264797507788161	0.5264797507788161	196097.444	146	0.037902388369678
SYNE2_63965473	232.3035306015235	321.801	0.8678749671657473	0.8678749671657473	1045791.193	3304	0.8678749671657473
SYNE2_64011864	182.29948458559252	321.801	0.7890007745933385	0.7890007745933385	1614758.717	5093	0.7890007745933385
SYNE2_64022250	0.1971047503045067	4.739	0.0816077953714981	0.0621193666260657	401.935	0	0.0
SYNE2_64059782	199.7199006531976	321.801	0.8146741607169983	0.8146741607169983	1706963.949	5363	0.8146741607169983
SYNE2_64063003	197.93618102466797	321.801	0.8129032258064516	0.8129032258064516	679937.497	2140	0.8121442125237192
SYNE2_64068081	30.329697624190064	321.801	0.4419791871195759	0.4419791871195759	529110.252	1351	0.2652660514431573
SYNE2_64137056	42.40124423337855	321.801	0.5793758480325645	0.5793758480325645	605582.302	1655	0.4491180461329715
SYNE2_64145203	59.46759828674483	321.801	0.6104598737601443	0.6104598737601443	403097.55	1272	0.5734896302975654
SYNE2_64149394	124.84814458766888	321.801	0.7063208572759745	0.7063208572759745	1399377.8029999998	4467	0.6937412641714552
SYNE2_64155332	-0.0628488430164807	4.44	0.0098218744797735	0.0044947561178624	1439.8379999999995	0	0.0
SYNE2_64167158	-26.85261397058824	321.801	0.4338235294117647	0.4338235294117647	99821.761	61	0.0320378151260504
SYNE2_64181622	17.601064836003044	321.801	0.5334350368675311	0.5334350368675311	1318072.797	4196	0.5334350368675311
SYT16_62083146	87.806619205298	321.801	0.6543046357615894	0.6543046357615894	575621.469	1742	0.5768211920529801
TMEM63C_77226715	78.14497381526104	321.801	0.6303614457831326	0.6303614457831326	1226371.95	3924	0.6303614457831326
ZDHHC22_77136466	-14.6281944807011	321.801	0.5060600410218161	0.5060600410218161	744627.098	2151	0.4010814842438933
ZFYVE1_72971275	-53.71480156657962	321.801	0.4983681462140992	0.4983681462140992	309972.397	704	0.2297650130548303
ZFYVE26_67767010	-27.24717859778597	321.801	0.5527675276752767	0.5527675276752767	141682.70299999998	300	0.2214022140221402
ZFYVE26_67781879	-22.28279427687549	321.801	0.502706883217324	0.502706883217324	88111.54800000001	108	0.0835266821345707
ZFYVE26_67795342	-0.0054463324837156	3.902	0.017275559331634	0.0084961767204757	951.25	0	0.0
ZFYVE26_67799816	13.969236404621022	321.616	0.5694561848408002	0.5694561848408002	238291.422	123	0.0346576500422654
AHSA1_77463284	26.12167888487352	321.801	0.5178110480123903	0.5178110480123903	118215.179	280	0.1445534331440371
ATG2B_96334110	107.65570317460316	321.801	0.7126984126984127	0.7126984126984127	102087.024	317	0.5031746031746032
BTBD7_93261774	76.45117996373526	321.801	0.6269265639165911	0.6269265639165911	406353.4659999999	1081	0.4900271985494107
C14orf159_91162440	-0.0379854172682645	4.347	0.0062084897487727	0.0027432861680623	1648.313	0	0.0
C14orf159_91170741	-0.1464990583804143	3.982	0.0182046453232893	0.0091023226616446	735.323	0	0.0
C14orf159_91187730	33.658586691166825	321.801	0.7256857855361596	0.7256857855361596	637699.875	273	0.0358314739467121
CDC42BPB_102957564	-1.3126414191748048	321.5	0.5309946182977875	0.5309946182977875	302657.9	121	0.0241179988040661
CDC42BPB_102971453	2.5438092255125304	321.5	0.6304100227790432	0.6304100227790432	143571.247	130	0.0740318906605922
CEP170B_104876113	39.73376663674829	321.801	0.5667393255545583	0.5667393255545583	1394566.6069999998	4399	0.5640466726503398
DLK1_100732288	110.7489738372093	321.801	0.6836240310077519	0.6836240310077519	427993.538	1329	0.6438953488372093
DYNC1H1_102004334	46.80191883706845	321.625	0.7298606904906118	0.7298606904906118	133683.682	81	0.049061175045427
DYNC1H1_102026326	1.6708581223628691	321.801	0.5590717299578059	0.5590717299578059	244929.92000000004	106	0.0279535864978902
EML1_99900868	12.043661284403672	321.801	0.3996330275229358	0.3996330275229358	220028.212	491	0.1801834862385321
EML1_99908140	26.117198830409357	321.625	0.5970760233918129	0.5970760233918129	127623.523	115	0.067251461988304
EML1_99920418	27.54847202106649	321.801	0.4183673469387755	0.4183673469387755	243364.51300000004	511	0.1682027649769585
EML5_88635587	30.14768560434586	321.801	0.5529651425984609	0.5529651425984609	767811.483	2443	0.5529651425984609
FBLN5_91877403	69.73952402777778	321.801	0.5475	0.5475	1121665.892	3338	0.4636111111111111
FBLN5_91893158	131.14534465103745	321.801	0.7351118296954998	0.7351118296954998	790745.5689999999	2421	0.6523848019401779
GALC_87943601	-19.023351575861227	321.5	0.4778890789152211	0.4778890789152211	235314.86700000003	142	0.034693378939653
GOLGA5_92803595	146.18691121653677	321.801	0.735343951202982	0.735343951202982	2047375.229	6510	0.735343951202982
GOLGA5_92809176	-7.197767145790555	321.801	0.5256673511293635	0.5256673511293635	306937.419	918	0.3770020533880903
GTF2A1_81182341	-13.001936780524623	321.801	0.5034912247593886	0.5034912247593886	300229.436	96	0.0181166257784487
KIF26A_104155741	97.09599517804152	321.801	0.6535608308605341	0.6535608308605341	1107811.727	3504	0.6498516320474778
LGMN_92710343	56.466648806366045	321.801	0.5782493368700266	0.5782493368700266	332490.40099999995	1024	0.543236074270557
LGMN_92714880	73.6045333707235	321.801	0.7543466068424004	0.7543466068424004	186252.25	277	0.1553561413348289
MARK3_103501252	-20.57578381294964	321.801	0.5330935251798561	0.5330935251798561	330172.701	829	0.2982014388489208
MTA1_105460683	20.122086206896554	321.616	0.1551724137931034	0.1551724137931034	19802.308	63	0.1551724137931034
NRDE2_90305791	34.93793933415536	321.801	0.5477188655980271	0.5477188655980271	1404352.3760000002	4408	0.5435265104808878
PAPOLA_96554502	-79.87928198599617	321.801	0.316995544239338	0.316995544239338	147169.109	200	0.0636537237428389
PPP4R3A_91464991	24.932103601780657	321.801	0.5410764872521246	0.5410764872521246	426057.658	1337	0.5410764872521246
PPP4R3A_91484642	36.57702912072378	321.801	0.5609273395532938	0.5609273395532938	615347.527	1914	0.5411365564037319
PTPN21_88484661	67.5387984238905	321.801	0.5640812940688511	0.5640812940688511	779105.234	2320	0.4811281625881377
PTPN21_88505885	-13.820284150943396	321.5	0.5418867924528302	0.5418867924528302	85195.31700000001	84	0.0316981132075471
SLC25A47_100329094	11.9218	321.616	0.1012658227848101	0.1012658227848101	12091.918	32	0.0810126582278481
SPTLC2_77565731	72.56281095958964	321.801	0.8436131615163268	0.8436131615163268	726070.175	89	0.0111347429000375
TDRD9_103971857	-0.2681097410604123	321.801	0.5758323057953144	0.5758323057953144	637758.159	1636	0.3362104397862721
TECPR2_102430857	114.0332674451723	321.801	0.5909997151808601	0.5909997151808601	455693.6	1357	0.3864995727712902
TRIP11_92010687	3.009257934038581	321.5	0.5398257622899814	0.5398257622899814	152224.99700000003	91	0.0283136278780336
TTC7B_90684795	10.428517082280566	321.801	0.6190266944963199	0.6190266944963199	1135803.807	2599	0.285510271339119
TTC8_88875662	34.9078506351292	321.801	0.5799386771791503	0.5799386771791503	366778.1479999999	1113	0.4875164257555847
UBR7_93212583	-6.998936896551725	321.625	0.5051724137931034	0.5051724137931034	169368.021	76	0.0262068965517241
UBR7_93224173	-8.500500964216837	321.801	0.4900364259695736	0.4900364259695736	725387.295	2287	0.4900364259695736
UNC79_93579817	57.292551739926736	321.801	0.5956959706959707	0.5956959706959707	408814.982	1301	0.5956959706959707
UNC79_93602408	29.47838410596026	321.801	0.4974678613167121	0.4974678613167121	109233.357	168	0.0654460459680561
UNC79_93609485	73.30839904209732	321.801	0.7058230400806655	0.7058230400806655	914710.213	2532	0.3191328459793294
UNC79_93613178	-29.24459052453469	321.801	0.2910321489001692	0.2910321489001692	178916.053	245	0.0592216582064297
UNC79_93660319	-35.520171171171164	321.801	0.4504504504504504	0.4504504504504504	466940.56599999993	1421	0.4129613484452194
UNC79_93704820	148.39401687763714	321.801	0.7374589779653071	0.7374589779653071	488236.121	1532	0.7182372245663385
WARS_100335803	0.961008003766476	321.801	0.4548022598870056	0.4548022598870056	122044.665	91	0.0428436911487759
AQR_34890530	59.06577625836485	321.801	0.615944137329066	0.615944137329066	588515.8620000001	1757	0.5112016293279023
AQR_34896454	81.73631905648666	321.801	0.6319056486654252	0.6319056486654252	632324.2030000001	1998	0.6201117318435754
AQR_34904653	-10.38967166979362	321.5	0.4784240150093808	0.4784240150093808	119780.398	61	0.0286116322701688
ATP10A_25722028	21.87686057692307	321.801	0.5379807692307692	0.5379807692307692	353254.412	1118	0.5375
C15orf41_36653919	-0.2795339279665797	321.801	0.5171051145986225	0.5171051145986225	527754.98	222	0.0250649204019419
C15orf41_36692439	-19.252043636363634	321.801	0.3544385026737968	0.3544385026737968	305470.67100000003	707	0.1512299465240641
CYFIP1_22908238	-20.85602320400966	321.801	0.4677928346018192	0.4677928346018192	795733.614	2509	0.4657508817523668
CYFIP1_22931044	36.17816142557651	321.801	0.5343582576286979	0.5343582576286979	715705.491	2232	0.519916142557652
CYFIP1_22932368	18.54207371794872	321.801	0.532051282051282	0.532051282051282	251754.98800000007	804	0.5153846153846153
EIF2AK4_39971968	-45.52114199336843	321.801	0.5147259606007412	0.5147259606007412	511040.124	1106	0.2157206943631753
EIF2AK4_39993823	155.98364978038072	321.801	0.7379209370424598	0.7379209370424598	800962.4180000001	2520	0.7379209370424598
EIF2AK4_40007270	49.83794245283018	321.801	0.6132075471698113	0.6132075471698113	174352.74	546	0.5150943396226415
EIF2AK4_40019492	10.966468002225923	321.801	0.5297718419588202	0.5297718419588202	282911.313	792	0.4407345575959933
EMC7_34089601	-4.29196361245068	321.616	0.5124945199473915	0.5124945199473915	144547.68300000002	107	0.0469092503288031
